,サマナー,ぷーちゃん♪,1435,5
2位,,追放天使,狼輝,1431,5
3位,,ランサー,狗神めありー,1427,5
4位,,戦士,地方都市のﾒﾒﾝﾄﾓﾘ,1421,5
5位,,ランサー,ワユ,1420,5
6位,,武道家,岡部_誠,1418,5
7位,,獣人,ｹﾓ蔵,1417,5
8位,,武道家,暇潰,1415,5
9位,,霊術師,舞牡丹,1414,5
10位,,ランサー,さなっしー,1413,5
11位,,霊術師,ちんき。,1409,5
12位,,リトルウィッチ,Le・Ciel,1409,5
13位,,アルケミスト,tantan_01,1408,5
14位,,黒魔術師,￡Gazelle,1407,5
15位,,プリンセス,未美凛,1407,5
16位,,闘士,あなたのハートに,1404,5
17位,,プリンセス,やっくる♪,1404,5
18位,,ネクロマンサー,えんまねこ,1402,5
19位,,武道家,はちみつ。,1401,5
20位,,獣人,解離,1400,5
21位,,霊術師,ボイン姉ちゃん,1400,5
22位,,ランサー,＄神様家族＄,1400,5
23位,,武道家,ヒャム,1400,5
24位,,剣士,正午の紅茶,1400,5
25位,,ランサー,ニート太郎,1395,5
26位,,霊術師,鬼一家の霊術師,1391,5
27位,,霊術師,カマキリ令嬢,1386,5
28位,,剣士,RAD大好き,1385,5
29位,,戦士,コボルト秘密ULT,1380,5
30位,,ランサー,わかまつあいな,1378,5
31位,,プリンセス,おつまみさん,1366,5
32位,,ランサー,紙ねろ,1362,5
33位,,戦士,AnotherOrion,1362,5
34位,,武道家,セっツ,1354,5
35位,,黒魔術師,アーリア。,1349,5
36位,,ビショップ,シル星,1348,5
37位,,黒魔術師,闇卵,1346,5
38位,,アルケミスト,きれのじろう,1343,5
39位,,ウィザード,9rpm,1334,5
40位,,サマナー,みゅうごろう,1332,5
41位,,ランサー,べろちゅっちゅ,1330,5
42位,,ビショップ,こるてんし（仮）,1327,5
43位,,黒魔術師,メロメロイド,1322,5
44位,,ビーストテイマー,フウリン,1314,5
45位,,武道家,暇つぶ,1314,5
46位,,シーフ,るてさん。,1302,5
47位,,アルケミスト,ゆゆたそ,1299,5
48位,,剣士,ﾄﾞﾔ顔の達人。,1293,5
49位,,武道家,legel,1291,5
50位,,ウィザード,MBMM１２,1291,5
51位,,戦士,餅の･∀･凍結,1289,5
52位,,剣士,わんくろ,1289,5
53位,,武道家,さらまんだーγ,1288,5
54位,,メイド,つばきひめ,1287,5
55位,,霊術師,tantan_08,1283,5
56位,,アーチャー,gurai,1283,5
57位,,シーフ,ぷいきゅあ～,1281,5
58位,,武道家,ラカリフサの村長,1280,5
59位,,黒魔術師,いぼのじろう,1278,5
60位,,リトルウィッチ,Harmonie,1278,5
61位,,武道家,瓏蓮,1278,5
62位,,黒魔術師,鬼一家の黒魔,1277,5
63位,,ランサー,くりゅ,1276,5
64位,,霊術師,ハープちゃん,1275,5
65位,,黒魔術師,狼妖,1274,5
66位,,シーフ,勃起,1273,5
67位,,ランサー,バジル・ユバ,1270,5
68位,,武道家,sunafu,1270,5
69位,,ネクロマンサー,濁湯馬鈴薯,1268,5
70位,,追放天使,真ﾉ天使（ｵﾄｺ）,1268,5
71位,,霊術師,芋がいい,1266,5
72位,,剣士,DragonTwi☆ミ,1264,5
73位,,霊術師,ぶろんずごりら,1263,5
74位,,ランサー,ネオン♪゛,1263,5
75位,,アーチャー,Lanval,1260,5
76位,,シーフ,攻めがわ,1259,5
77位,,ウィザード,star＠wiz,1259,5
78位,,ウィザード,創造神皇ダニエル,1259,5
79位,,霊術師,狼闘,1257,5
80位,,光奏師,ゆゆちゃ,1256,5
81位,,アーチャー,微笑のテレサ,1255,5
82位,,獣人,PiPiPuRi,1254,5
83位,,リトルウィッチ,StoPBlTch,1254,5
84位,,ランサー,趣味は・・・矢,1253,5
85位,,ビーストテイマー,waspinator,1252,5
86位,,シーフ,towaco．,1252,5
87位,,ウィザード,しゃいん･れい,1252,5
88位,,戦士,こるじょん,1252,5
89位,,リトルウィッチ,みけぼん,1251,5
90位,,ランサー,chachami,1251,5
91位,,武道家,あとぅむ,1251,5
92位,,追放天使,ServerDown,1251,5
93位,,ランサー,ムロモン,1250,5
94位,,ランサー,ｱｼﾝﾒﾄﾘｰ,1250,5
95位,,光奏師,kicky,1247,5
96位,,シーフ,ジェシ‐おいたん,1244,5
97位,,黒魔術師,ふに゜,1243,5
98位,,ランサー,peace。,1243,5
99位,,ランサー,システィール,1240,5
100位,,武道家,うりゅうううう,1240,5
101位,,アーチャー,ちょめ助,1238,5
102位,,ビショップ,素人僧侶ぽいぽい,1238,5
103位,,リトルウィッチ,お寿司4,1235,5
104位,,戦士,§Alexandrite§,1232,5
105位,,シーフ,＋カイト＋,1224,5
106位,,光奏師,一色菫,1221,5
107位,,闘士,てぽっく,1221,5
108位,,アーチャー,ねこみみ弐号,1220,5
109位,,霊術師,bakkyiii,1218,5
110位,,シーフ,瞬影,1216,5
111位,,霊術師,揺杏,1215,5
112位,,黒魔術師,日影アゲハ,1214,5
113位,,黒魔術師,ヴァシリッサ,1210,5
114位,,ランサー,記録の地平線,1210,5
115位,,追放天使,【ポッセ】,1210,5
116位,,獣人,四ツ矢丸,1209,5
117位,,ランサー,～破幻～,1209,5
118位,,獣人,べーやまぁ,1208,5
119位,,ビーストテイマー,ういオレンジ,1207,5
120位,,剣士,隴燐,1207,5
121位,,プリンセス,蛍猫姫♪,1205,5
122位,,ランサー,ちはるちゃんん,1205,5
123位,,武道家,隻眼盗賊,1205,5
124位,,ランサー,愛犬サクラ,1204,5
125位,,黒魔術師,meden,1203,5
126位,,霊術師,℃hantsumi,1203,5
127位,,ランサー,〝AIO〟,1203,5
128位,,ビショップ,神聖桜,1203,5
129位,,剣士,☆シグマワイ,1203,5
130位,,武道家,カピカピのおもち,1202,5
131位,,獣人,tantan_13,1201,5
132位,,獣人,山佐の獣撃,1201,5
133位,,武道家,Melttykiss☆,1201,5
134位,,武道家,ねこぱんつ,1201,3
135位,,霊術師,ψ七ちψ,1200,5
136位,,ランサー,ふぁみりった,1200,5
137位,,ランサー,ｼﾞｪﾌﾃｨ,1200,5
138位,,シーフ,WELLBE,1200,5
139位,,追放天使,ダーグル,1200,5
140位,,ビショップ,†御殴裏隙打郎†,1200,5
141位,,ウィザード,大動脈瘤,1200,5
142位,,ランサー,￡impulse￡,1198,5
143位,,霊術師,Gazelle_yui,1196,5
144位,,霊術師,ちんき２,1194,5
145位,,武道家,神風の隼,1193,5
146位,,サマナー,karu_g,1191,5
147位,,プリンセス,狼妃,1190,5
148位,,ウルフマン,業者,1190,5
149位,,戦士,くびら,1190,5
150位,,シーフ,温泉ソムリエ,1189,5
151位,,ビーストテイマー,∬ルシフェリア∬,1187,5
152位,,武道家,まるゴキ,1187,5
153位,,ウィザード,Lenard,1187,5
154位,,シーフ,バイフリッツ,1186,5
155位,,ウィザード,イフリィート,1185,5
156位,,獣人,UltimateRAD,1184,5
157位,,ランサー,ﾛﾐｵ＆ｼﾞｭﾘｴｯﾄ,1184,5
158位,,ランサー,ko_san,1183,5
159位,,ランサー,弓兵頭,1182,5
160位,,シーフ,nanakusa,1182,5
161位,,霊術師,ふーにゃ,1181,5
162位,,霊術師,￡SiroTotoro￡,1178,5
163位,,ランサー,つば○,1177,5
164位,,追放天使,Cens,1173,5
165位,,戦士,カトリ。,1173,5
166位,,黒魔術師,FrouFrou,1171,5
167位,,霊術師,まえがちゃん,1171,5
168位,,霊術師,キッコーマソ,1170,5
169位,,ランサー,20％Over,1170,5
170位,,悪魔,魔法の壁,1163,5
171位,,ウィザード,残兵首領,1162,5
172位,,戦士,じみ～,1160,5
173位,,武道家,鬼一家,1158,5
174位,,獣人,ひひまま,1157,5
175位,,霊術師,watta_gra,1156,5
176位,,武道家,かみまみ,1156,5
177位,,霊術師,bycm,1154,5
178位,,剣士,Asley_Cade,1154,5
179位,,ウィザード,akimasaだよ。,1153,5
180位,,シーフ,漣鎖,1151,5
181位,,ウィザード,nayaata,1151,5
182位,,武道家,backnumber大好き,1148,5
183位,,闘士,☆よなぐに☆,1145,5
184位,,ウィザード,Manstyle,1145,5
185位,,ウィザード,TAKUGON,1144,5
186位,,剣士,ﾀﾞｰﾄﾃﾄﾗ,1144,5
187位,,剣士,くろしば,1142,5
188位,,黒魔術師,紫りのん,1138,5
189位,,黒魔術師,Lime。,1133,5
190位,,サマナー,帝愛会長,1133,5
191位,,剣士,カナト,1133,5
192位,,光奏師,わべ助,1132,5
193位,,アーチャー,魚有,1132,5
194位,,武道家,いもむし♪,1132,5
195位,,シーフ,じゅえちゃん,1130,5
196位,,ウィザード,hinaru,1129,5
197位,,霊術師,ﾎﾟｶﾎﾝﾀｽ,1128,5
198位,,ランサー,Tummy,1128,5
199位,,シーフ,シッフー,1128,5
200位,,黒魔術師,ひらぺん,1127,5
201位,,ウルフマン,忠義の狗爪ココ,1127,5
202位,,霊術師,吉田沙保里のASMR,1126,5
203位,,リトルウィッチ,Artesano,1126,5
204位,,アーチャー,イリス・エリス,1126,5
205位,,ランサー,藤井聡太,1122,5
206位,,マスケッティア,ズックにロック,1121,5
207位,,光奏師,Nigelle,1121,5
208位,,戦士,ポロさん,1121,5
209位,,黒魔術師,ψ芽亜ψ,1120,5
210位,,ランサー,ﾗﾐｰﾉｰｽﾞﾃﾄﾗ,1120,5
211位,,獣人,狼煌,1117,5
212位,,武道家,宅見,1116,5
213位,,武道家,BLAAKSHOUT,1116,5
214位,,プリンセス,麻梨亜,1115,5
215位,,リトルウィッチ,～ジェス～,1114,5
216位,,プリンセス,早見,1114,5
217位,,ウィザード,t_e_i,1113,5
218位,,剣士,ロビンフッド☆,1112,5
219位,,黒魔術師,黒蒼穹,1111,5
220位,,ランサー,ことちゃん,1111,5
221位,,武道家,shinki3,1110,5
222位,,ウルフマン,ﾓｼﾞｬﾓｼﾞｬおじさん,1110,5
223位,,ランサー,ジンランサー,1108,5
224位,,ランサー,とっぽぎの踊り子,1108,5
225位,,光奏師,賀喜,1107,5
226位,,ランサー,covid,1107,5
227位,,武道家,比企谷はちまん,1107,5
228位,,戦士,オコノ,1106,5
229位,,獣人,ブルーなしゅり,1105,5
230位,,ランサー,流星の猫,1105,5
231位,,戦士,Destron,1105,5
232位,,戦士,５㍉,1102,5
233位,,ウィザード,フラウボー,1100,5
234位,,プリンセス,ファーナ。,1097,5
235位,,武道家,マンナンライフ３,1096,5
236位,,ウルフマン,ざぶとん☆,1093,5
237位,,プリンセス,七槻四季,1093,3
238位,,戦士,ここぷ,1092,5
239位,,悪魔,よなくま,1091,5
240位,,追放天使,無我夢中♪,1090,5
241位,,戦士,カミソン,1090,5
242位,,アーチャー,Patorashu,1088,5
243位,,アーチャー,＋風車＋,1088,5
244位,,リトルウィッチ,ネオロック,1087,5
245位,,ランサー,小豆桔梗,1087,5
246位,,ランサー,えいしぐ,1087,5
247位,,黒魔術師,みるきちん,1086,5
248位,,武道家,ふゆさんまん,1086,5
249位,,剣士,RORONOA＋ZORO,1085,5
,250位
霊術師,双七,1082,5
,251位
シーフ,Pokerhero,1082,5
,252位
剣士,swordko,1082,5
,253位
剣士,DTゆうや,1080,5
,254位
剣士,Graaazie,1079,5
,255位
ランサー,ニャ－さん,1078,5
,256位
霊術師,Leccee,1077,5
,257位
アーチャー,ぴちゃ,1076,5
,258位
追放天使,茶蕎麦,1076,5
,259位
戦士,WEDGWOOD,1076,5
,260位
リトルウィッチ,pomm,1075,5
,261位
ランサー,タウリエル,1075,5
,262位
獣人,EinherjarAlbedo,1074,5
,263位
リトルウィッチ,魔凜,1074,5
,264位
ランサー,。ゆーにゃ。,1074,5
,265位
追放天使,にゃんたきー,1073,5
,266位
ランサー,梅酒ソーダ,1071,5
,267位
ビショップ,chinki,1070,5
,268位
ウルフマン,琥炭,1069,5
269位,,獣人,ashely_keith,1068,5
270位,,ランサー,青なな,1068,5
271位,,ランサー,パーニャ,1067,5
272位,,剣士,MurderMan,1067,5
273位,,リトルウィッチ,花咲乙女達の影に,1066,5
274位,,プリンセス,かなぷる親父号,1064,5
275位,,アーチャー,てんち♪,1064,5
276位,,獣人,おーいえ,1063,5
277位,,追放天使,（＝ω＝安,1062,5
278位,,光奏師,My☆Dear,1061,5
279位,,獣人,卍gotcha卍,1060,5
280位,,獣人,新しい世界への扉,1058,5
281位,,シーフ,September☆7th,1058,5
282位,,ビショップ,Xenn,1058,5
283位,,ランサー,ゆるふわ系,1057,5
284位,,ウィザード,Gazelle_sup,1057,5
285位,,闘士,○○○○●,1056,5
286位,,ランサー,アゼルマ,1054,5
287位,,武道家,地下室,1054,5
288位,,武道家,ろっきんぽ,1054,5
289位,,光奏師,へくまr,1053,5
290位,,アーチャー,くろまS,1052,5
291位,,戦士,はるたそ,1052,5
292位,,闘士,ぷちゅあ,1051,5
293位,,サマナー,キャロりん,1051,5
294位,,リトルウィッチ,らいみん,1049,5
295位,,武道家,怪盗るぱんⅢ,1049,5
