,-,職業,キャラクター,レベル,転生回数
1,-,,ﾜｶﾙﾜｶﾙｼﾗﾝｹﾄﾞ,1500,5
2,-,,NoLLy,1500,5
3,-,,darkfy_V,1500,5
4,-,,Pさま,1500,5
5,-,,vellria,1500,5
6,-,,シエスタ,1500,5
7,-,,Guilty,1500,5
8,-,,PrincessKnight,1500,5
9,-,,ねこのて,1500,5
10,-,,捨てキング,1500,5
11,-,,しかのこのこのこ,1500,5
12,-,,甘栗うまい！,1500,5
13,-,,ふぁるけもな～,1500,5
14,-,,るびっきゅー,1500,5
15,-,,ちるたそ,1500,5
16,-,,海月さん,1500,5
17,-,,苺鬼,1500,5
18,-,,うに姫,1500,5
19,-,,Mami,1500,5
20,-,,ﾊﾞﾗﾁｬｰｼｭｰ直火,1500,5
21,-,,轟はじめ,1500,5
22,-,,烈火発射装置,1500,5
23,-,,nonnob4l,1494,5
24,-,,水廻まるまるか,1484,5
25,-,,「うつぼ」,1483,5
26,-,,RANK337の騎空士,1467,5
27,-,,つよみんの夏休み,1456,5
28,-,,anchoring,1440,5
29,-,,PFOG,1421,5
30,-,,AZALEA,1415,5
31,-,,みお☆,1411,5
32,-,,海廻りまるまるか,1411,5
33,-,,天音ちゃ,1410,5
34,-,,●●●●●●,1409,5
35,-,,ひめっち,1409,5
36,-,,ふぇると,1408,5
37,-,,天賦絢爛,1406,5
38,-,,ふぁーな,1400,5
39,-,,カラス,1400,5
40,-,,TANWA,1400,5
41,-,,ゆきちゃま,1395,5
42,-,,野獣先輩,1389,5
43,-,,ゴンヂ,1389,5
44,-,,星野アイ,1387,5
45,-,,キンデスイート,1387,5
46,-,,快活ねーさん,1384,5
47,-,,メザリア,1381,5
48,-,,ピンコ,1381,5
49,-,,腸詰,1380,5
50,-,,いかりんぐ,1377,5
