,-,職業,キャラクター,レベル,転生回数
1,-,,rstesttest,2034,5
2,-,,きんぎょ。,1500,5
3,-,,ねるねる,1418,5
4,-,,ELGIN,1405,5
5,-,,ぜおにゃん,1391,5
6,-,,ふぁるけってぃあ,1388,5
7,-,,レイン,1380,5
8,-,,EternalSky,1378,5
9,-,,ぷぴぃ銃,1375,5
10,-,,ベイムババア,1373,5
11,-,,ジェノ氏,1366,5
12,-,,マヌケ,1364,5
13,-,,Lucian,1359,5
14,-,,マヌケッティア,1339,5
15,-,,える嬢,1334,5
16,-,,雄出精,1328,5
17,-,,リリアート,1327,5
18,-,,くれど,1326,5
19,-,,tori3,1314,5
20,-,,よーいどーん,1311,5
21,-,,wave,1309,5
22,-,,penta,1309,5
23,-,,akairosignal,1307,5
24,-,,我物理テイマ,1307,5
25,-,,DORP,1307,5
26,-,,のっぽパン,1302,5
27,-,,ヤニカス幼女,1302,5
28,-,,ヒママ,1302,5
29,-,,yabaikei,1302,5
30,-,,ｳｰﾆｬｰﾙｰﾊﾟｰ,1301,5
31,-,,♯金色夕さま,1301,5
32,-,,フィーニス,1301,5
33,-,,みか☆えりす,1300,5
34,-,,ろばファイア,1300,5
35,-,,アポロ,1297,5
36,-,,霊ゆるふ,1296,5
37,-,,潤羽るしふぁー,1295,5
38,-,,めたもるふぉーぜ,1294,5
39,-,,谷☆,1294,5
40,-,,雨ラーメン１１,1293,5
41,-,,Maki_,1293,5
42,-,,レジェンド校長,1290,5
43,-,,アリスワンダー,1289,5
44,-,,赤石ずん子,1284,5
45,-,,水樹奈々,1283,5
46,-,,somu,1282,5
47,-,,チェルシ,1281,5
48,-,,芭蕉天ノイ,1280,5
49,-,,さぶる,1278,5
50,-,,yumiDEATH,1278,5
