,サマナー,ぷーちゃん♪,1455,5
186位,,シーフ,backnumber大好き,1180,5
187位,,霊術師,bycm,1179,5
188位,,リトルウィッチ,花咲乙女達の影に,1177,5
189位,,ウィザード,残兵首領,1177,5
190位,,武道家,瑞雲改二,1175,5
191位,,黒魔術師,FrouFrou,1173,5
192位,,追放天使,Cens,1173,5
193位,,戦士,Destron,1173,5
194位,,獣人,towaco．β,1171,5
195位,,霊術師,まえがちゃん,1171,5
196位,,霊術師,キッコーマソ,1170,5
197位,,ランサー,20％Over,1170,5
198位,,ウィザード,akimasaだよ。,1170,5
199位,,リトルウィッチ,RelMayer,1169,5
200位,,リトルウィッチ,Artesano,1169,5
201位,,ウィザード,TAKUGON,1169,5
202位,,剣士,ﾀﾞｰﾄﾃﾄﾗ,1168,5
203位,,アルケミスト,Crewd,1167,5
204位,,黒魔術師,みるきちん,1164,5
205位,,剣士,カナト,1164,5
206位,,悪魔,魔法の壁,1163,5
207位,,ウルフマン,ｂｏｗ‐ｗｏｗ,1161,5
208位,,獣人,ひひまま,1160,5
209位,,ウルフマン,ﾓｼﾞｬﾓｼﾞｬおじさん,1160,5
210位,,獣人,おーいえ,1159,5
211位,,シーフ,鬼一家,1158,5
212位,,闘士,アンヘル＿,1156,5
213位,,武道家,かみまみ,1156,5
214位,,シーフ,漣鎖,1151,5
215位,,ウィザード,nayaata,1151,5
216位,,武道家,隠れ里,1148,5
217位,,武道家,ココナッツン,1148,5
218位,,ランサー,とっぽぎの踊り子,1147,5
219位,,武道家,マンナンライフ３,1147,5
220位,,武道家,宅見,1145,5
221位,,リトルウィッチ,かなぷる親父号,1142,5
222位,,剣士,くろしば,1142,5
223位,,ランサー,花鳥くん,1141,5
224位,,戦士,MurderMan,1140,5
225位,,黒魔術師,紫りのん,1138,5
226位,,プリンセス,魔凜,1137,5
227位,,霊術師,ﾎﾟｶﾎﾝﾀｽ,1134,5
228位,,シーフ,じゅえちゃん,1134,5
229位,,黒魔術師,Lime。,1133,5
230位,,サマナー,帝愛会長,1133,5
231位,,武道家,いもむし♪,1133,5
232位,,光奏師,わべ助,1132,5
233位,,ランサー,Tummy,1132,5
234位,,ウィザード,隻眼の魔術師,1132,5
235位,,戦士,ここぷ,1132,5
236位,,戦士,５㍉,1131,5
237位,,ランサー,ぴちゃ,1130,5
238位,,ウィザード,hinaru,1129,5
239位,,シーフ,シッフー,1128,5
240位,,ウィザード,フラウボー,1128,5
241位,,追放天使,Xenn,1127,5
242位,,霊術師,吉田沙保里のASMR,1126,5
243位,,アーチャー,イリス・エリス,1126,5
244位,,ランサー,。ゆーにゃ。,1126,5
245位,,剣士,魔じぇ,1126,5
246位,,光奏師,My☆Dear,1124,5
247位,,ランサー,ﾗﾐｰﾉｰｽﾞﾃﾄﾗ,1124,5
248位,,黒魔術師,ψ芽亜ψ,1123,5
249位,,剣士,monaka43,1122,5
250位,,マスケッティア,ズックにロック,1121,5
251位,,ランサー,ゆるふわ系,1121,5
252位,,戦士,はるたそ,1121,5
253位,,ランサー,ジンランサー,1120,5
254位,,剣士,ロビンフッド☆,1120,5
255位,,ランサー,nonameさん,1118,5
256位,,プリンセス,麻梨亜,1116,5
257位,,武道家,BLAAKSHOUT,1116,5
258位,,霊術師,‐MIYU‐,1114,5
259位,,プリンセス,早見,1114,5
260位,,ウィザード,t_e_i,1113,5
261位,,黒魔術師,黒蒼穹,1111,5
262位,,ランサー,ことちゃん,1111,5
263位,,リトルウィッチ,pomm,1110,5
264位,,武道家,shinki3,1110,5
265位,,ウルフマン,琥炭,1110,5
266位,,ランサー,Spallow_Tail,1108,5
267位,,戦士,オコノ,1108,5
268位,,光奏師,賀喜,1107,5
269位,,シーフ,旗振りたぬき,1106,5
270位,,獣人,ブルーなしゅり,1105,5
271位,,アーチャー,流星の猫,1105,5
272位,,ランサー,えいしぐ,1105,5
273位,,ビショップ,（＝ω＝安,1105,5
274位,,シーフ,September☆7th,1104,5
275位,,剣士,swordko,1103,5
276位,,剣士,rotarisl,1103,5
277位,,戦士,WEDGWOOD,1101,5
278位,,プリンセス,ファーナ。,1100,5
279位,,リトルウィッチ,不安㍑,1094,5
280位,,ランサー,くまもん♪,1094,5
281位,,ウルフマン,ざぶとん☆,1093,5
282位,,プリンセス,七槻四季,1093,3
283位,,悪魔,よなくま,1091,5
284位,,ランサー,アバハラキ,1091,5
285位,,ランサー,となてぃう,1090,5
286位,,追放天使,無我夢中♪,1090,5
287位,,戦士,カミソン,1090,5
288位,,プリンセス,ネオロック,1087,5
289位,,ランサー,ニャ－さん,1087,5
290位,,剣士,風小僧,1087,5
291位,,シーフ,ふゆさんまん,1086,5
292位,,リトルウィッチ,伊吹姫奈,1085,5
293位,,剣士,RORONOA＋ZORO,1085,5
294位,,獣人,∮シルク∮,1084,5
295位,,ランサー,青なな,1084,5
296位,,追放天使,じぇにどん,1084,5
297位,,武道家,モリタン♪,1083,5
298位,,闘士,＊stitch＊,1082,5
299位,,霊術師,双七,1082,5
300位,,シーフ,Pokerhero,1082,5
301位,,リトルウィッチ,らいみん,1081,5
302位,,ランサー,パーニャ,1079,5
303位,,ウルフマン,ふろーる犬,1078,5
304位,,霊術師,Leccee,1077,5
305位,,リトルウィッチ,くりゅう,1076,5
306位,,武道家,ノアだけはガチ,1076,5
307位,,追放天使,茶蕎麦,1076,5
308位,,ランサー,タウリエル,1075,5
309位,,獣人,EinherjarAlbedo,1074,5
310位,,追放天使,にゃんたきー,1074,5
311位,,ランサー,眠神☆ヒュノプス,1071,5
312位,,ランサー,梅酒ソーダ,1071,5
313位,,シーフ,てけぞー,1071,5
314位,,獣人,ナオタ！！！！！,1070,5
315位,,ビショップ,chinki,1070,5
316位,,獣人,緑茶一筋,1068,5
317位,,獣人,Gazelle_tim,1066,5
318位,,ランサー,アゼルマ,1065,5
319位,,獣人,新しい世界への扉,1064,5
320位,,アーチャー,てんち♪,1064,5
321位,,ランサー,雷蓮,1064,5
322位,,獣人,間衣華,1064,3
323位,,ビショップ,ごるでん,1064,3
324位,,獣人,卍gotcha卍,1061,5
325位,,悪魔,Almagest,1061,5
326位,,武道家,怪盗るぱんⅢ,1061,5
327位,,ウィザード,Gazelle_sup,1057,5
328位,,ランサー,†微笑のテレサ†,1056,5
329位,,獣人,白銀の威虎リオン,1055,5
330位,,武道家,地下室,1054,5
331位,,武道家,ろっきんぽ,1054,5
332位,,戦士,シュガ♪,1054,5
333位,,光奏師,へくまr,1053,5
334位,,サマナー,キャロりん,1053,5
335位,,ランサー,あいこすまるち,1053,5
336位,,剣士,マイシャローナ,1053,5
337位,,アーチャー,くろまS,1052,5
338位,,シーフ,めぎぃ,1052,5
339位,,闘士,ぷちゅあ,1051,5
340位,,サマナー,ちくわまる,1051,5
341位,,武道家,kabeちゃん,1051,5
342位,,霊術師,ナツメグ。,1048,5
343位,,アーチャー,ranko_star,1047,5
344位,,ランサー,カヤちゃん,1047,5
345位,,獣人,けもぉ,1046,5
346位,,シーフ,うりゅりん♂,1046,5
347位,,アーチャー,梨莉子,1045,5
348位,,霊術師,メラメライド,1042,5
349位,,ランサー,Vendome,1041,5
350位,,ウィザード,夏の残り火,1041,5
351位,,プリンセス,びびぷりん,1040,5
352位,,サマナー,納豆かけ御飯,1040,5
353位,,霊術師,アミリア´,1039,5
354位,,悪魔,か～ら,1039,5
355位,,リトルウィッチ,プッチン・プリン,1039,5
356位,,ランサー,sherry,1039,5
357位,,プリンセス,未來♪,1038,5
358位,,ランサー,こまめちゃん☆,1038,5
359位,,悪魔,ｲｾﾘｱ・ｸｲｰﾝ,1036,5
360位,,追放天使,グッロチ,1036,5
361位,,ウルフマン,J･Lal,1036,5
362位,,霊術師,●●●●●●,1035,5
363位,,追放天使,☆志音☆,1035,5
364位,,獣人,役満チャンス,1034,5
365位,,光奏師,HotLip,1034,5
366位,,剣士,Kabunushiⅲ,1034,5
367位,,追放天使,AirMan320,1032,5
368位,,霊術師,レアミート,1031,5
369位,,サマナー,nerumo,1031,5
370位,,サマナー,笛吹奏,1031,5
371位,,ランサー,ダンス山本,1031,5
372位,,ウィザード,♪復活レオン555,1031,5
373位,,武道家,dorororo,1030,5
374位,,ウィザード,水縹,1030,5
375位,,武道家,ぺしゅん,1030,4
376位,,獣人,化獣語,1029,5
377位,,ウルフマン,毛玉ワンコ,1029,5
378位,,メイド,あざといたぬき,1028,5
379位,,霊術師,すとれるか,1028,5
380位,,武道家,ﾌﾗﾝｼｳﾑ,1028,5
381位,,ランサー,ツドイ,1027,4
382位,,ウィザード,のんた～ん,1026,5
383位,,戦士,LilaNia,1026,5
384位,,悪魔,幻魔狼士,1025,5
385位,,悪魔,ﾋﾟｰｽ☆,1025,5
386位,,リトルウィッチ,上下左右回転使い,1025,5
387位,,シーフ,スケベん,1025,5
388位,,戦士,Ghix,1025,5
389位,,闘士,ﾈｸﾛ。,1024,5
390位,,闘士,Ⅷ秋桜Ⅷ,1024,5
391位,,霊術師,ブラック・モア,1024,5
392位,,戦士,ZODIAC6168,1024,5
393位,,獣人,肋木,1023,5
394位,,ランサー,セレスティーナ,1023,5
395位,,アルケミスト,dellapeste,1022,5
396位,,獣人,Leffe,1022,5
397位,,サマナー,ほっかほか,1022,5
398位,,武道家,黒ﾚﾝ,1022,5
399位,,シーフ,Sinfulove,1022,5
400位,,シーフ,山佐花月,1022,5
401位,,追放天使,фButterーFlyф,1022,5
402位,,戦士,赤むつ,1022,5
403位,,剣士,アイラル,1022,5
404位,,剣士,コッコロたん,1022,5
405位,,メイド,麻李亜,1021,5
406位,,ランサー,Latuni,1021,5
407位,,武道家,yamada3000,1021,5
408位,,シーフ,ｺﾊﾞｹｿ,1021,5
409位,,ウィザード,ひろぽんwiz,1021,5
410位,,マスケッティア,右手には約束を。,1020,5
411位,,闘士,鶯桜國愛,1020,5
412位,,武道家,ふろーる,1020,5
413位,,武道家,わべ丸,1020,5
414位,,ウィザード,きめれんとん,1020,5
415位,,黒魔術師,トケンカ_柘榴,1019,5
416位,,ビーストテイマー,LaLaLaLALALA,1019,5
417位,,ウィザード,さーやん♪,1019,5
418位,,ウィザード,Lepperhoff,1019,5
419位,,獣人,こはく。,1018,5
420位,,アーチャー,A・シャリアール,1018,5
421位,,ウィザード,ちゃこたりあん,1018,5
422位,,ウィザード,かなWIZ,1018,5
423位,,アーチャー,ジニー。ナイツ,1017,5
424位,,ランサー,モツ影,1017,5
425位,,ランサー,イリナ。,1016,5
426位,,戦士,捨ノ型・生生流転,1016,5
427位,,獣人,双子マン,1015,5
428位,,悪魔,BlackBoss,1015,5
429位,,ウィザード,靈猫,1015,5
430位,,霊術師,ばるるん,1014,5
431位,,ランサー,§美影意志§,1014,5
432位,,武道家,武田徹夜,1014,5
433位,,霊術師,FineWeather,1013,5
434位,,アーチャー,Manaco,1013,5
435位,,ランサー,砕龍´,1013,5
436位,,武道家,Bーふ,1013,5
437位,,武道家,きしえる,1013,5
438位,,武道家,シンメ,1013,5
439位,,ビショップ,アタックチャンス,1012,5
440位,,剣士,kekeⅱ,1012,5
441位,,ランサー,シャイえんまねこ,1011,5
442位,,黒魔術師,asnon,1010,5
443位,,光奏師,RosaiDorfman,1010,5
444位,,武道家,あいこすぅ,1010,5
445位,,獣人,発達した筋肉,1010,4
446位,,霊術師,ｶﾄﾗｰ･ﾍﾞｹｯﾄ,1009,5
447位,,リトルウィッチ,京子たん,1009,5
448位,,プリンセス,上弦の陸【堕姫】,1009,5
449位,,ランサー,0nak4Su1ta,1009,5
450位,,武道家,ice1,1009,5
451位,,アルケミスト,Vitamin3000,1008,5
452位,,黒魔術師,ねこじゅつし,1008,5
453位,,獣人,岡_部_誠,1008,5
454位,,霊術師,○カマです。。,1008,5
455位,,武道家,1901,1007,5
456位,,ビショップ,圭一さん,1007,5
457位,,戦士,GrantKeeneth,1007,5
458位,,霊術師,雪奈。,1006,5
459位,,ウィザード,伊勢守,1006,5
460位,,ウィザード,Матрёшка,1006,5
461位,,ウィザード,け～む,1006,5
462位,,リトルウィッチ,VortexRing,1005,5
463位,,ランサー,凛さん,1005,5
464位,,武道家,FASIAL,1005,5
465位,,追放天使,Rasputin,1005,5
466位,,戦士,ローザパークス,1005,5
467位,,武道家,∮したっぱ∮,1004,5
468位,,アルケミスト,じーす,1003,5
469位,,霊術師,どうもありがとう,1003,5
470位,,霊術師,ロッソ・ネロ,1003,5
471位,,サマナー,游々,1003,5
472位,,武道家,影偲,1003,5
473位,,ウィザード,☆白魔導師☆,1003,5
474位,,霊術師,なついち,1002,5
475位,,リトルウィッチ,電気社長,1002,5
476位,,サマナー,うーろんちゃ,1002,5
477位,,武道家,軍隊長,1002,5
478位,,シーフ,ガンバードⅡ,1002,5
479位,,ビショップ,DEEP☆BLUE_粋,1002,5
480位,,剣士,天城颯馬,1002,5
481位,,獣人,ちきんかれー,1001,5
482位,,霊術師,悪い子猫ちゃん,1001,5
483位,,霊術師,ワ・ッ・チ,1001,5
484位,,悪魔,ﾉﾝｶﾌｪｲﾝｺｰﾋｰ,1001,5
485位,,リトルウィッチ,いなっぴー,1001,5
486位,,追放天使,コルして下さい！,1001,5
487位,,ウィザード,ｖウィザード,1001,5
488位,,戦士,じょなす,1001,5
489位,,戦士,らいおんキング,1001,5
490位,,戦士,リカルの遺志,1001,5
491位,,剣士,καЯμγα,1001,5
492位,,マスケッティア,akubo,1000,5
493位,,黒魔術師,アマランテ,1000,5
494位,,黒魔術師,しらたま団子ＬＬ,1000,5
495位,,霊術師,Maximoff,1000,5
496位,,ネクロマンサー,ゆーあい蜜柑,1000,5
497位,,ビーストテイマー,ｼｬﾙﾛｯﾄ・ﾍﾞｲｶｰ,1000,5
498位,,ビーストテイマー,ShootingStar☆彡,1000,5
499位,,武道家,Ⅹアイルトンセナ,1000,5
500位,,武道家,風呂屋の闘争,1000,5
501位,,ウィザード,あじゃみ,1000,5
502位,,ウィザード,ミ～ティア,1000,5
503位,,戦士,ヘビー,1000,5
504位,,戦士,アダマンティン,1000,5
505位,,剣士,§yosshie§,1000,5
506位,,剣士,花ピアス☆,1000,5
507位,,ランサー,杏猫♪,999,5
508位,,ウィザード,Ⅹ愛Ⅹ,999,5
509位,,悪魔,白南天,998,5
510位,,ランサー,さなっしーJr,997,5
511位,,シーフ,ζKleinζ,997,5
512位,,ウィザード,まこっつ,997,5
513位,,メイド,マッドストーム,996,5
514位,,リトルウィッチ,はなみよう,996,5
515位,,アーチャー,ピィーポ,996,5
516位,,ランサー,こるるちゃん,996,5
517位,,ランサー,minas,994,5
518位,,ビショップ,ぐおんさん,994,5
519位,,獣人,ドブネズミ,993,5
520位,,メイド,べホイミ,992,5
521位,,アーチャー,熱風☆,991,5
522位,,武道家,ねこくろ,991,5
523位,,ビーストテイマー,真華,990,5
524位,,戦士,鼻毛特攻隊,990,5
525位,,剣士,Starman,990,5
526位,,プリンセス,ともぴ～☆☆,989,5
527位,,シーフ,ShakeShack,989,5
528位,,戦士,RED_ORCA,989,5
529位,,剣士,ｷｰｽ･ｶｲ,989,5
530位,,獣人,xiviler,988,5
531位,,ランサー,とこよ,988,5
532位,,ビショップ,正面衝突,988,5
533位,,剣士,ﾛｰﾗﾝ,988,5
534位,,黒魔術師,おこの姫,987,5
535位,,黒魔術師,まろしば,987,5
536位,,剣士,いとーる,986,5
537位,,獣人,uwiclo,985,5
538位,,武道家,ぢょんさん,984,5
539位,,ウィザード,氷紳士,984,5
540位,,光奏師,そとわくJ,983,5
541位,,プリンセス,アプリコッテ,983,5
542位,,プリンセス,ももか姫,983,5
543位,,戦士,ジョン・ウィック,983,5
544位,,戦士,オソマ,983,5
545位,,獣人,Raphtalia,981,5
546位,,シーフ,パパケット,981,5
547位,,リトルウィッチ,ゆかるり,980,5
548位,,プリンセス,ぅっっ,980,5
549位,,戦士,日軍,980,5
550位,,光奏師,小年,979,5
551位,,悪魔,レキオウL,979,5
552位,,プリンセス,追跡なう,979,5
553位,,ネクロマンサー,くろちゃん♪,978,5
554位,,武道家,魯粛子敬。,978,5
555位,,シーフ,飛ばねぇブタ,978,5
556位,,ウィザード,フィガレット,978,5
557位,,シーフ,すべるバー,977,5
558位,,ウィザード,丱ARF丱,977,5
559位,,戦士,MmuzKnight,977,5
560位,,霊術師,むぅ～たん♪,976,5
561位,,ランサー,ググれカス,976,5
562位,,追放天使,Code：001,976,5
563位,,ビショップ,なるほどさん。,976,5
564位,,ウィザード,近ちゃん,976,5
565位,,獣人,アンジョルラス,975,5
566位,,サマナー,melonpanda,975,5
567位,,ランサー,レネシス,975,5
568位,,ランサー,竜槍ｽﾏｳｸﾞ,975,5
569位,,武道家,Ｓｔａｒｍａｎ,975,5
570位,,シーフ,☆ヒョク☆,975,5
571位,,ウィザード,ルースター,975,5
572位,,ビーストテイマー,スフレ♪,974,5
573位,,武道家,だるまさん,974,5
574位,,武道家,安田理容店,974,5
575位,,追放天使,☆ショップ☆,974,5
576位,,ビショップ,gerber,974,5
577位,,戦士,ﾌﾞﾗｯｸﾅｲﾄ,974,5
578位,,黒魔術師,雪野凜檎,973,5
579位,,霊術師,みあ！,973,5
580位,,戦士,DSKO156,973,5
581位,,霊術師,水禺刀,972,5
582位,,霊術師,MurderQueenЯR,972,5
583位,,アーチャー,飛鳥の鬼姫,972,5
584位,,ランサー,Hearts・Cry,972,5
585位,,武道家,葡萄家ぷーちゃん,972,5
586位,,霊術師,堕胎された胎児,971,5
587位,,悪魔,地獄花,971,5
588位,,プリンセス,かな姫,971,5
589位,,シーフ,しゃんでぃ,971,5
590位,,ウィザード,メルクリウスﾆｰﾄ,971,5
591位,,戦士,ツムりん,971,5
592位,,シーフ,アウトサイド,970,5
593位,,黒魔術師,そっきん,969,5
594位,,アーチャー,Judymaria,969,5
595位,,ランサー,ｼｪｷﾅｰ･聖鎖･ﾗﾌｧｴﾙ,969,5
596位,,武道家,冥界王レイリー,969,5
597位,,ビショップ,ノーテンキ,969,5
598位,,ウィザード,えぼせぶん,969,5
599位,,黒魔術師,ふらりん,968,5
600位,,霊術師,うぇぶぉ,968,5
601位,,悪魔,でびぃ夫人,968,5
602位,,悪魔,ターメリック。,968,5
603位,,ランサー,EG０IST,968,5
604位,,ランサー,ice3,968,5
605位,,ランサー,ξ塁ξ,968,5
606位,,追放天使,ぺんぎんそるじゃ,968,5
607位,,追放天使,羽ボウキ,968,5
608位,,ウィザード,☆チェ・ジウ☆,968,5
609位,,ウィザード,♪ゆうちゃん,968,5
610位,,ウィザード,ユリアちゃん,968,5
611位,,戦士,レッド（白鯖）,968,5
612位,,黒魔術師,exiatence4,967,5
613位,,獣人,バーフェン,967,5
614位,,ランサー,MBMMの使者,967,5
615位,,追放天使,ヘヴンリイージス,967,5
616位,,ウィザード,Ｓｈａｆｔ☆,967,5
617位,,戦士,ミルク_tea,967,5
618位,,プリンセス,てん子,966,5
619位,,ランサー,マリジェンヌ,966,5
620位,,ウルフマン,旋の爪術士,966,5
621位,,リトルウィッチ,ICouldDieForYou,966,3
622位,,ランサー,☆渡月橋☆,965,5
623位,,黒魔術師,♪BEVEL♪,964,5
624位,,プリンセス,餃子姫,964,5
625位,,サマナー,はなおとめ,964,5
626位,,アーチャー,TomoCruise4,964,5
627位,,ランサー,＄槍兵＄,964,5
628位,,武道家,霧亥－,964,5
629位,,シーフ,葦嵩,964,5
630位,,戦士,龍漸,964,5
631位,,剣士,§棗,964,5
632位,,剣士,白丸狼,964,5
633位,,ウィザード,ジェルア,964,4
634位,,アルケミスト,月城よた,963,5
635位,,光奏師,Sanremo,963,5
636位,,霊術師,♪ズックにロック,963,5
637位,,アーチャー,※Ading※,963,5
638位,,ランサー,ﾆｬｧﾆｬ,963,5
639位,,ビショップ,ホボ・ブラジル,963,5
