,-,職業,キャラクター,レベル,転生回数
1,-,,りんじょー,2050,5
2,-,,ぷーちゃん♪,2037,5
3,-,,§エス§,2037,5
4,-,,甘栗うっまW,2035,5
5,-,,カマキリ令嬢,2034,5
6,-,,UnBiR,2034,5
7,-,,野獣パイセン,2033,5
8,-,,sunafu,2031,5
9,-,,ｂｏｗ‐ｗｏｗ,2030,5
10,-,,狼輝,2030,5
11,-,,タメヴィアータ。,2030,5
12,-,,シル星,2028,5
13,-,,風の歌,2026,5
14,-,,Narmaya,2024,5
15,-,,＋カイト＋,2022,5
16,-,,covid,2021,5
17,-,,趣味は・・・矢,2018,5
18,-,,あざといたぬき,2015,5
19,-,,おーいえ,2015,5
20,-,,ψ七ちψ,2013,5
21,-,,はぁ,2012,5
22,-,,DXUキャプテンUSA,2011,5
23,-,,瑞穂りん,2011,5
24,-,,helt,2011,5
25,-,,お稲成さん,2010,5
26,-,,SRカテナイ,2008,5
27,-,,ローザパークス,2007,5
28,-,,YJTAKE,2007,5
29,-,,†卍キリト卍†,2007,5
30,-,,Saphistia,2007,5
31,-,,Saphistia。,2007,5
32,-,,お～い恋茶,2006,5
33,-,,ひさめっち,2006,5
34,-,,おぃ、止まれ！？,2006,5
35,-,,愛犬サクラ,2005,5
36,-,,【ポッセ】,2005,5
37,-,,しらたま団子ＬＬ,2005,5
38,-,,君のﾊｰﾄにｽﾞｷｭﾝ,2005,5
39,-,,ぼのの,2005,5
40,-,,ピレノダンシング,2005,5
41,-,,アーリア。,2004,5
42,-,,黒い白鳥,2004,5
43,-,,Andalusite,2004,5
44,-,,asdcfth,2004,5
45,-,,ﾗｯｷｰﾋﾞｯｷｰ,2004,5
46,-,,なーりー,2003,5
47,-,,ループド,2003,5
48,-,,かにちゃん＠,2003,5
49,-,,みどり先輩,2003,5
50,-,,きゃのちき。,2003,5
