,-,職業,キャラクター,レベル,転生回数
1,-,,rstesttest,2034,5
2,-,,ベイムババア,1500,5
3,-,,ELGIN,1500,5
4,-,,EternalSky,1500,5
5,-,,ジェノ氏,1500,5
6,-,,ヤニカス幼女,1500,5
7,-,,襲う波,1500,5
8,-,,パーマ＠,1500,5
9,-,,ましろ,1500,5
10,-,,ふぁるけってぃあ,1500,5
11,-,,レジェンド校長,1500,5
12,-,,ねるねる,1500,5
13,-,,マヌケ,1500,5
14,-,,きんぎょ。,1500,5
15,-,,ぷぴぃ銃,1500,5
16,-,,penta,1500,5
17,-,,ヒママ,1500,5
18,-,,しろ,1500,5
19,-,,somu,1500,5
20,-,,リリアート,1500,5
21,-,,レイン,1500,5
22,-,,オルガ,1500,5
23,-,,ここぴ～,1500,5
24,-,,Maki_,1500,5
25,-,,まーりも,1500,5
26,-,,もりっしー,1500,5
27,-,,ンンポポ,1500,5
28,-,,ﾌﾞﾘｰﾀﾞｰのﾌﾟﾛ,1500,5
29,-,,猿渡,1500,5
30,-,,Ashe,1500,5
31,-,,きんめだい。,1500,5
32,-,,ういしぐれ,1500,5
33,-,,ψうなぎψ,1500,5
34,-,,Search_light,1467,5
35,-,,安倍晋三,1466,5
36,-,,向上箱狙いめっち,1450,5
37,-,,オタマデュクシ,1444,5
38,-,,ぷっしゃー,1437,5
39,-,,貞夫,1430,5
40,-,,寿司,1425,5
41,-,,ｳｰﾆｬｰﾙｰﾊﾟｰ,1424,5
42,-,,はだかの小坊主,1424,5
43,-,,ｺﾞｰﾙﾃﾞﾝﾐｻﾐｻ,1423,5
44,-,,まりふぁな,1421,5
45,-,,ジェイル,1416,5
46,-,,粉砕の祈り,1415,5
47,-,,ちかちゃ,1412,5
48,-,,しぐっぽい,1407,5
49,-,,SkyofWorld,1403,5
50,-,,メイド渡良瀬,1401,5
