,-,職業,キャラクター,レベル,転生回数
1,-,,たいやきあんこ,1958,5
2,-,,mttt,1953,5
3,-,,ψXENOψ,1947,5
4,-,,アリス・ワンダー,1921,5
5,-,,カジュアル,1899,5
6,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1896,5
7,-,,れもんψ,1893,5
8,-,,思いやりGDX,1893,5
9,-,,レジェンド石橋,1892,5
10,-,,ラクサスドレアン,1888,5
11,-,,アクシズ教神官,1885,5
12,-,,Oddesy,1877,5
13,-,,快活ねえさん,1877,5
14,-,,猫邪,1875,5
15,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1870,5
16,-,,御暇さん,1869,5
17,-,,しらすたっぷ。,1867,5
18,-,,蜜月抄,1867,5
19,-,,あぷりこ,1864,5
20,-,,krisu,1863,5
21,-,,二階堂パンパース,1863,5
22,-,,愛泉,1860,5
23,-,,xたまきちx,1858,5
24,-,,＊鬼鮫＊,1856,5
25,-,,うにゃDX,1848,5
26,-,,ろずこ,1847,5
27,-,,ﾌｪﾘｱ,1846,5
28,-,,キングプー,1845,5
29,-,,ｱﾆﾘｿ,1844,5
30,-,,marui11111,1844,5
31,-,,☆キノ♪,1842,5
32,-,,ハイドシークス,1841,5
33,-,,ほしめろちゃん,1841,5
34,-,,サイバーナイト,1840,5
35,-,,☆あおり☆,1840,5
36,-,,戦略破壊魔術兵器,1838,5
37,-,,ルベーグ2世,1830,5
38,-,,Miki_,1829,5
39,-,,shogi,1828,5
40,-,,黒虎ちゃん,1828,5
41,-,,†フィル†,1827,5
42,-,,ああ播磨灘,1827,5
43,-,,むぎちゃ。,1826,5
44,-,,ξスロウξ,1824,5
45,-,,ζhaluluζ,1823,5
46,-,,Hard_A,1818,5
47,-,,ねこなのクゥーン,1817,5
48,-,,あぼん☆,1815,5
49,-,,ちゃらめる,1814,5
50,-,,不動心ミノル,1813,5
