,-,職業,キャラクター,レベル,転生回数
1,-,,ともたん333,671,15
2,-,,たいやきあんこ,1829,5
3,-,,ψXENOψ,1827,5
4,-,,mttt,1826,5
5,-,,レジェンド石橋,1821,5
6,-,,二階堂パンパース,1820,5
7,-,,ｱﾆﾘｿ,1817,5
8,-,,☆あおり☆,1816,5
9,-,,アリス・ワンダー,1816,5
10,-,,krisu,1811,5
11,-,,ζhaluluζ,1810,5
12,-,,思いやりGDX,1810,5
13,-,,ハイドシークス,1808,5
14,-,,＊鬼鮫＊,1807,5
15,-,,うにゃDX,1806,5
16,-,,ろずこ,1802,5
17,-,,ルベーグ2世,1801,5
18,-,,アバブ,1800,5
19,-,,腐敗キノコ,1800,5
20,-,,快活ねえさん,1792,5
21,-,,れもんψ,1790,5
22,-,,ラクサスドレアン,1790,5
23,-,,キングプー,1788,5
24,-,,shogi,1787,5
25,-,,ﾌｪﾘｱ,1786,5
26,-,,marui11111,1786,5
27,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1784,5
28,-,,戦略破壊魔術兵器,1776,5
29,-,,元団長さん,1776,5
30,-,,たっぷ。,1776,5
31,-,,しらすたっぷ。,1775,5
32,-,,nonamealcemist,1775,5
33,-,,愛泉,1773,5
34,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1772,5
35,-,,Oddesy,1770,5
36,-,,Luvric_ver0,1770,5
37,-,,ああ播磨灘,1768,5
38,-,,やまCha☆,1766,5
39,-,,Hard_A,1763,5
40,-,,errr,1762,5
41,-,,御暇さん,1759,5
42,-,,サクラサケ,1757,5
43,-,,☆☆うっちぃ☆☆,1755,5
44,-,,グライムズ01,1754,5
45,-,,ずっさん,1753,5
46,-,,Unlimited快楽園,1750,5
47,-,,羽熊,1749,5
48,-,,マハーデーヴィー,1748,5
49,-,,†ユファ†,1747,5
50,-,,†LightSide†,1747,5
