,サマナー,ぷーちゃん♪,1453,5
639位,,アルケミスト,月城よた,961,5
640位,,メイド,☆ﾏﾐﾑﾒｲﾄﾞ☆,961,5
641位,,霊術師,しんくれあ,961,5
642位,,霊術師,てぃんき,961,5
643位,,リトルウィッチ,Sheena☆ｼﾙｷｰ,961,5
644位,,リトルウィッチ,∮Cocoa∮,961,5
645位,,ランサー,ﾊﾝﾏｰｶﾝﾏｰ,961,5
646位,,武道家,霧亥－,961,5
647位,,武道家,ナカリシカ,961,5
648位,,シーフ,〓林武〓,961,5
649位,,戦士,kekei,961,5
650位,,剣士,マサオ,961,5
651位,,武道家,灰なな,961,4
652位,,アーチャー,7thワールド,961,2
653位,,アーチャー,夏菜子お,961,1
654位,,アーチャー,カクラ,960,5
655位,,アーチャー,Laptor,960,5
656位,,戦士,ryde,960,5
657位,,戦士,僕は使えない,960,5
658位,,マスケッティア,射之助,959,5
659位,,リトルウィッチ,Xx鬼針おどろxX,959,5
660位,,ランサー,フィル二,959,5
661位,,追放天使,みう先輩,959,5
662位,,ウルフマン,おーかみ。,959,5
663位,,アルケミスト,見てくるおすぎ,958,5
664位,,獣人,ﾊﾝﾏｶﾝﾏ,958,5
665位,,プリンセス,るーちぇっ,958,5
666位,,シーフ,セッタ14mg,958,5
667位,,追放天使,ユスピナ,958,5
668位,,剣士,斬之助,958,5
669位,,メイド,Cloche,957,5
670位,,霊術師,ポリアフ,957,5
671位,,リトルウィッチ,ビッグ・マム,957,5
672位,,プリンセス,イチゴ大福姫,957,5
673位,,プリンセス,evian1_5,957,5
674位,,サマナー,ららみ～,957,5
675位,,ビーストテイマー,ﾛﾏﾈｺﾝﾃｨ,957,5
676位,,ランサー,これから☆,957,5
677位,,ウィザード,アイスウィザード,957,5
678位,,戦士,オストヴァルト,957,5
679位,,剣士,２０％読込中,957,5
680位,,ウィザード,Ψ人生Ψ,957,3
681位,,黒魔術師,天翔＇龍閃,956,5
682位,,獣人,ﾎﾟｰﾄｶﾞｽ・D．ｴｰｽ,956,5
683位,,光奏師,絶食系まねき☆,956,5
684位,,リトルウィッチ,FairyinyourHart,956,5
685位,,プリンセス,伝説の左,956,5
686位,,アーチャー,コーラⅡ,956,5
687位,,ランサー,洋食焼き,956,5
688位,,ランサー,BLAKooL,956,5
689位,,武道家,マツブッシー,956,5
690位,,ビショップ,ドラⅢ,956,5
691位,,ビショップ,Shaft＋,956,5
692位,,ウィザード,舞之助,956,5
693位,,戦士,Ф黒大和Ф,956,5
694位,,剣士,卍俺に任せろ卍,956,4
695位,,アルケミスト,天ノ銃,955,5
696位,,マスケッティア,Type℃,955,5
697位,,リトルウィッチ,まなぷりん歌姫,955,5
698位,,プリンセス,みくにちゃん,955,5
699位,,プリンセス,燐ちゃん,955,5
700位,,サマナー,☆マルアカ☆,955,5
701位,,アーチャー,MasterOfPuppets,955,5
702位,,ランサー,黄昏ｒｓ,955,5
703位,,ランサー,akachanhonpo,955,5
704位,,ランサー,Eligoｓ,955,5
705位,,武道家,☆ＡＬＬ☆,955,5
706位,,剣士,むこうぶっち,955,5
707位,,剣士,アントニオ洋,955,5
708位,,黒魔術師,雪見時雨,954,5
709位,,獣人,藍原しおん,954,5
710位,,闘士,Shaft,954,5
711位,,闘士,ﾘﾝﾃﾞｨｽ,954,5
712位,,霊術師,Lilakugel,954,5
713位,,霊術師,Erza・Scarlett,954,5
714位,,プリンセス,grina4,954,5
715位,,プリンセス,リリルル,954,5
716位,,武道家,Ｓｈａｆｔ§,954,5
717位,,シーフ,tantan_07,954,5
718位,,追放天使,☆もんもんだよ☆,954,5
719位,,ビショップ,天の使者,954,5
720位,,ウルフマン,tantan_39,954,5
721位,,ウィザード,インフェルノ中林,954,5
722位,,戦士,norabozu,954,5
723位,,剣士,けんしくん,954,5
724位,,黒魔術師,しのぶちゃ,953,5
725位,,霊術師,Ｐあぶ,953,5
726位,,悪魔,権謀術数,953,5
727位,,リトルウィッチ,天ノ鞄,953,5
728位,,プリンセス,変身ロボ,953,5
729位,,アーチャー,ユーピー,953,5
730位,,ランサー,メリデ♪,953,5
731位,,ランサー,瀬斑,953,5
732位,,武道家,Wokka,953,5
733位,,シーフ,埋火,953,5
734位,,追放天使,べやまあ,953,5
735位,,ビショップ,エルゴプラクシー,953,5
736位,,ビショップ,☆ショップ☆,953,5
737位,,ビショップ,花井。,953,5
738位,,ビショップ,♪CARAMEL♪,953,5
739位,,剣士,いとーる,953,5
740位,,剣士,エコシュウ,953,5
741位,,アルケミスト,きれじの妹,952,5
742位,,メイド,赤いヘアピン,952,5
743位,,光奏師,とんぼ。,952,5
744位,,霊術師,雪＊,952,5
745位,,リトルウィッチ,その辺の少女,952,5
746位,,武道家,うどみょん⇒,952,5
747位,,武道家,月風魔,952,5
748位,,武道家,☆トイプードル☆,952,5
749位,,武道家,kuodo,952,5
750位,,シーフ,シーディア。,952,5
751位,,追放天使,って、おい！,952,5
752位,,ビショップ,すきっぷびーと,952,5
753位,,戦士,クラエフ,952,5
754位,,剣士,かぼぞー,952,5
755位,,ウィザード,ジャガージャック,952,4
756位,,ランサー,おふくさん。,952,0
757位,,メイド,準備運動で骨折,951,5
758位,,光奏師,ゆゆちゃす,951,5
759位,,リトルウィッチ,お姫ちゃまよん♪,951,5
760位,,ランサー,銀嶺弧雀,951,5
761位,,ビショップ,独房502号室,951,5
762位,,マスケッティア,れぎん銃士,950,5
763位,,霊術師,ラケリン,950,5
764位,,ネクロマンサー,tantan_09,950,5
765位,,リトルウィッチ,みみながにゃんこ,950,5
766位,,サマナー,はぴちゃん,950,5
767位,,アーチャー,ミ～仔,950,5
768位,,アーチャー,きゃりーぱふぱふ,950,5
769位,,アーチャー,Feeorin,950,5
770位,,ランサー,watta_alt,950,5
771位,,武道家,さいたま。,950,5
772位,,シーフ,スターリング＿,950,5
773位,,追放天使,ひまつぶC,950,5
774位,,追放天使,ユティサン,950,5
775位,,ウィザード,リイド,950,5
776位,,戦士,羅列,950,5
777位,,剣士,わきげボンバー,950,5
778位,,剣士,真ノ漢（ｵﾄｺ）,950,5
779位,,ランサー,star＠弓,950,3
780位,,ウィザード,安井ねこ,950,2
781位,,獣人,JimmyHoffa,949,5
782位,,獣人,峰童子,949,5
783位,,光奏師,キャメリッサ,949,5
784位,,霊術師,【めぐみん】,949,5
785位,,リトルウィッチ,メルティアーノ♪,949,5
786位,,ランサー,むくどり,949,5
787位,,ランサー,ルナ‘,949,5
788位,,シーフ,クルー†,949,5
789位,,ビショップ,クロウ･300グラム,949,5
790位,,ビショップ,ルーシェル☆,949,5
791位,,戦士,Zoos,949,5
792位,,ランサー,ooよーだoo,949,4
793位,,霊術師,人生に迷った,948,5
794位,,霊術師,紗那・D,948,5
795位,,リトルウィッチ,伊吹星名,948,5
796位,,リトルウィッチ,薬師寺胡桃,948,5
797位,,ビーストテイマー,愛愛,948,5
798位,,アーチャー,ＡＧＥＨＡ＠弓,948,5
799位,,ランサー,槍聖,948,5
800位,,武道家,kontyan,948,5
801位,,武道家,まぼろし探偵,948,5
802位,,武道家,§ｵﾄﾉﾊ§武☆,948,5
803位,,追放天使,ひろぽん666,948,5
804位,,追放天使,そーうとうの,948,5
805位,,ウィザード,Shifuku,948,5
806位,,ウィザード,fucoxanthinol,948,5
807位,,剣士,ダテマキマン,948,5
808位,,リトルウィッチ,ﾙﾅﾙﾅ,948,3
809位,,黒魔術師,ﾆｺ・ロビン,947,5
810位,,獣人,キリン丸,947,5
811位,,悪魔,Ф青大和Ф,947,5
812位,,ネクロマンサー,John_Necramancer,947,5
813位,,リトルウィッチ,ドラゴン愛,947,5
814位,,サマナー,ジャムぽてと,947,5
815位,,サマナー,CandyAlice,947,5
816位,,ランサー,Chartier,947,5
817位,,武道家,主席補佐官,947,5
818位,,武道家,☆ＳＨＩＨＵ☆,947,5
819位,,追放天使,万物創生,947,5
820位,,追放天使,早ゆで,947,5
821位,,ウィザード,yuzkiha,947,5
822位,,ウィザード,ｳｨｻﾞｰﾄﾞﾏﾝ,947,5
823位,,リトルウィッチ,テイム委員会,947,4
824位,,戦士,夕焼海色,947,3
825位,,追放天使,BAMP,947,0
826位,,霊術師,wakky☆,946,5
827位,,ネクロマンサー,あいモモン,946,5
828位,,サマナー,＄ジャッカル＄,946,5
829位,,ランサー,ななえる,946,5
830位,,ランサー,ぽかさん,946,5
831位,,武道家,マエタン,946,5
832位,,武道家,☆HIROKI☆,946,5
833位,,シーフ,KBチーズ,946,5
834位,,ビショップ,腰は体の要なり,946,5
835位,,ウルフマン,マスオ。,946,5
836位,,ウィザード,おつち,946,5
837位,,ウィザード,ウェザーブレイク,946,5
838位,,アルケミスト,Gazelle_tea,945,5
839位,,闘士,ふぁいた～,945,5
840位,,アーチャー,kekeiφ,945,5
841位,,アーチャー,ねこうさぎ＊,945,5
842位,,ランサー,たなばたよう,945,5
843位,,ランサー,MmuzFI,945,5
844位,,武道家,反創世,945,5
845位,,シーフ,天攻,945,5
846位,,シーフ,べーやまあ,945,5
847位,,戦士,Garugo,945,5
848位,,戦士,鮃鮃鮃,945,5
849位,,獣人,緑仙,945,3
850位,,リトルウィッチ,Artesano＋,945,3
851位,,アルケミスト,ぽいっぽい,944,5
852位,,霊術師,しばざくら,944,5
853位,,霊術師,ぱるとあ,944,5
854位,,悪魔,綾部貴子,944,5
855位,,アーチャー,ARGO,944,5
856位,,アーチャー,マグロソフト,944,5
857位,,武道家,maori,944,5
858位,,武道家,ボロイ,944,5
859位,,武道家,TYAN,944,5
860位,,シーフ,だいこくてん,944,5
861位,,シーフ,ゼルドリッツ,944,5
862位,,ビショップ,殴って候,944,5
863位,,ビショップ,kirara4,944,5
864位,,戦士,アリーヴェデルチ,944,5
865位,,剣士,一撃⇔必殺,944,5
866位,,シーフ,リッチカスタード,944,3
867位,,アルケミスト,銃迅狗,943,5
868位,,獣人,みょん⇒,943,5
869位,,獣人,ぽーたろー,943,5
870位,,霊術師,§社長秘書§,943,5
871位,,霊術師,cheap__,943,5
872位,,霊術師,愛の霊術☆コザク,943,5
873位,,悪魔,ねっき一,943,5
874位,,ビーストテイマー,リリ～ちゃん♪,943,5
875位,,アーチャー,ナイトシェイド,943,5
876位,,ランサー,ウィンリ１,943,5
877位,,武道家,JackBlow,943,5
878位,,武道家,☆副隊長☆,943,5
879位,,武道家,ナプル,943,5
880位,,武道家,一紅,943,5
881位,,武道家,漆黒の豺狼,943,5
882位,,シーフ,ヨザクラ,943,5
883位,,シーフ,スリーエフ,943,5
884位,,ウィザード,sevencraw,943,5
885位,,戦士,ⅩHIDEⅩ,943,5
886位,,戦士,のー戦士,943,5
887位,,剣士,♪yousk♪,943,5
888位,,メイド,Gauvain,943,0
889位,,メイド,セフィナ。,942,5
890位,,獣人,さらまんだーε,942,5
891位,,獣人,化石の記憶,942,5
892位,,光奏師,tibe,942,5
893位,,霊術師,ＮARUMI,942,5
894位,,霊術師,れぃたま,942,5
895位,,リトルウィッチ,モロチ,942,5
896位,,リトルウィッチ,Lacris,942,5
897位,,プリンセス,物理ﾘﾄﾙ,942,5
898位,,ビーストテイマー,マリイちゃん,942,5
899位,,ビーストテイマー,リヤン,942,5
900位,,アーチャー,蜀葵,942,5
901位,,アーチャー,ラリラリホー,942,5
902位,,武道家,is2235,942,5
903位,,武道家,ふわとろ煮込み。,942,5
904位,,シーフ,conrad_S,942,5
905位,,シーフ,銀色、遥か,942,5
906位,,追放天使,blackened,942,5
907位,,ビショップ,キャロ教徒,942,5
908位,,ビショップ,【苦集滅道】,942,5
909位,,ウルフマン,並盛り,942,5
910位,,ウィザード,Drosselmeyer,942,5
911位,,ウィザード,Magicdoll,942,5
912位,,戦士,神券勝負,942,5
913位,,剣士,デマルカシオン,942,5
914位,,剣士,＜ブレイド＞,942,5
915位,,アルケミスト,山佐BAR連チャン,941,5
916位,,黒魔術師,くろま子,941,5
917位,,霊術師,レイセフト,941,5
918位,,プリンセス,九条院伊織,941,5
919位,,プリンセス,しのぶ♪,941,5
920位,,プリンセス,りろじん,941,5
921位,,サマナー,さもぷりさん,941,5
922位,,ビーストテイマー,アル・シェリ,941,5
923位,,ビーストテイマー,huzuki,941,5
924位,,ビーストテイマー,charm,941,5
925位,,ランサー,楓ちゃん,941,5
926位,,ランサー,ひろぽんarc,941,5
927位,,ランサー,まえもぐまん,941,5
928位,,武道家,ろんしゃん,941,5
929位,,ビショップ,8ちゃん,941,5
930位,,ウィザード,ヴェロックス,941,5
931位,,ウィザード,ユド,941,5
932位,,ウィザード,スザク,941,5
933位,,ウィザード,深井,941,5
934位,,戦士,DayDream♪,941,5
935位,,剣士,臆病なｶｰﾚｯｼﾞ君,941,5
936位,,剣士,‡魔虎‡,941,5
937位,,ビーストテイマー,初め,941,0
938位,,アルケミスト,☆どろっせる☆,940,5
939位,,メイド,Vipsania,940,5
940位,,獣人,Aウィンリ,940,5
941位,,霊術師,かーらτ,940,5
942位,,プリンセス,ﾌﾟﾘﾝｾｽ・ﾌﾟﾘｽﾞﾝ,940,5
943位,,プリンセス,優奈☆,940,5
944位,,プリンセス,ⅹﾗﾝﾗﾝⅹ,940,5
945位,,アーチャー,♪♯♯♯♪,940,5
946位,,アーチャー,黒梅酒,940,5
947位,,ランサー,撃業,940,5
948位,,ランサー,↑ウラチャ↑,940,5
949位,,ランサー,キャンドルスピン,940,5
950位,,ランサー,ｔんぽｗ,940,5
951位,,武道家,長船乱怒,940,5
952位,,武道家,＠KKZZRR,940,5
953位,,武道家,ワイはロリコン,940,5
954位,,武道家,クロネコ♪,940,5
955位,,シーフ,Ф赤大和Ф,940,5
956位,,追放天使,バカ旦那,940,5
957位,,追放天使,跫音,940,5
958位,,ビショップ,Eksrens,940,5
959位,,ビショップ,葵月華,940,5
960位,,ウルフマン,ライジング,940,5
961位,,ウィザード,seja世宗,940,5
962位,,ウィザード,sｉmpｌe,940,5
963位,,戦士,冴ゆる,940,5
964位,,戦士,稟賦,940,5
965位,,戦士,チャチャマル,940,5
966位,,剣士,もちゃ王,940,5
967位,,ビーストテイマー,ハーモ二,940,4
968位,,追放天使,マゾンガーＺ,940,4
969位,,光奏師,ﾋﾞﾁﾋﾞﾁおじさん,939,5
970位,,霊術師,さくらよう,939,5
971位,,霊術師,リトル☆ブーツ,939,5
972位,,ネクロマンサー,げんこつ隊長,939,5
973位,,リトルウィッチ,ゆにゃ,939,5
974位,,リトルウィッチ,どつき姫ﾟ,939,5
975位,,プリンセス,世界で1番お姫様,939,5
976位,,サマナー,NEOぷーちゃん,939,5
977位,,ランサー,眠れる女子,939,5
978位,,ランサー,i_mon,939,5
979位,,ランサー,お豆腐槍,939,5
980位,,武道家,武道s,939,5
981位,,武道家,黒ノ孤独ユノ,939,5
982位,,シーフ,tyoro,939,5
983位,,追放天使,クルｰクルｰ,939,5
984位,,追放天使,獅子座流星群,939,5
985位,,追放天使,モイスチャー光,939,5
986位,,ウィザード,武タケル,939,5
987位,,戦士,rding,939,5
988位,,戦士,Snow_Runner,939,5
989位,,剣士,まったりん,939,5
990位,,ランサー,ﾙｲｰｽﾞ,939,4
991位,,武道家,ダム坊,939,4
992位,,ビショップ,†ごまちゃん†,939,3
993位,,サマナー,㈱666,939,1
994位,,光奏師,ろんちき。,938,5
995位,,霊術師,へル,938,5
996位,,リトルウィッチ,大咲大尉,938,5
997位,,プリンセス,ひめ☆彡,938,5
998位,,サマナー,Telijie,938,5
999位,,サマナー,リミユル,938,5
