,-,職業,キャラクター,レベル,転生回数
1,-,,ともたん333,671,15
2,-,,たいやきあんこ,1833,5
3,-,,ψXENOψ,1830,5
4,-,,二階堂パンパース,1828,5
5,-,,mttt,1826,5
6,-,,レジェンド石橋,1826,5
7,-,,アリス・ワンダー,1824,5
8,-,,☆あおり☆,1822,5
9,-,,ｱﾆﾘｿ,1820,5
10,-,,ハイドシークス,1820,5
11,-,,ζhaluluζ,1818,5
12,-,,思いやりGDX,1815,5
13,-,,＊鬼鮫＊,1813,5
14,-,,krisu,1812,5
15,-,,れもんψ,1807,5
16,-,,ろずこ,1806,5
17,-,,うにゃDX,1806,5
18,-,,marui11111,1804,5
19,-,,快活ねえさん,1803,5
20,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1802,5
21,-,,ルベーグ2世,1801,5
22,-,,キングプー,1801,5
23,-,,ラクサスドレアン,1800,5
24,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1800,5
25,-,,アバブ,1800,5
26,-,,腐敗キノコ,1800,5
27,-,,しらすたっぷ。,1794,5
28,-,,サクラサケ,1793,5
29,-,,御暇さん,1792,5
30,-,,Oddesy,1788,5
31,-,,ﾌｪﾘｱ,1788,5
32,-,,愛泉,1788,5
33,-,,shogi,1787,5
34,-,,nonamealcemist,1783,5
35,-,,戦略破壊魔術兵器,1780,5
36,-,,元団長さん,1778,5
37,-,,Hard_A,1778,5
38,-,,Luvric_ver0,1777,5
39,-,,たっぷ。,1776,5
40,-,,ああ播磨灘,1775,5
41,-,,ちぇころん,1771,5
42,-,,やまCha☆,1766,5
43,-,,ξスロウξ,1764,5
44,-,,errr,1763,5
45,-,,ずっさん,1756,5
46,-,,☆☆うっちぃ☆☆,1755,5
47,-,,グライムズ01,1754,5
48,-,,†LightSide†,1753,5
49,-,,マハーデーヴィー,1753,5
50,-,,オナルドダック,1752,5
