,-,職業,キャラクター,レベル,転生回数
1,-,,捨てキング,1500,5
2,-,,海月さん,1500,5
3,-,,うに姫。,1500,5
4,-,,パトリック,1500,5
5,-,,ノワール・ヴィ,1500,5
6,-,,ドロップに期待,1500,5
7,-,,shiro,1500,5
8,-,,penta,1500,5
9,-,,そうこみん３,1500,5
10,-,,Saphir,1500,5
11,-,,ジェノ氏,1500,5
12,-,,garugori,1500,5
13,-,,すばっちゃ,1500,5
14,-,,Maki,1500,5
15,-,,seef,1500,5
16,-,,キャノーラ,1500,5
17,-,,みお＊,1500,5
18,-,,YUJIN,1500,5
19,-,,みお,1500,5
20,-,,キャノン☆ホブス,1500,5
21,-,,Alive,1500,5
22,-,,AkairoSignal,1500,5
23,-,,ゼフィ,1500,5
24,-,,オラついたキティ,1500,5
25,-,,不穏な悲鳴,1500,5
26,-,,何して遊ぶ？,1500,5
27,-,,位相奴隷①,1500,5
28,-,,ぎんどりⅡ,1500,5
29,-,,Lumie,1500,5
30,-,,kamakiriEX,1500,5
31,-,,Mami,1500,5
32,-,,天音ちゃ,1500,5
33,-,,みお☆,1500,5
34,-,,キャノイノイ,1500,5
35,-,,病気のヒペリオン,1500,5
36,-,,エクレール,1500,5
37,-,,ζBroomnaumeζ,1500,5
38,-,,キャプテンわかめ,1500,5
39,-,,病気のコボルト,1500,5
40,-,,きゃのがーねっと,1500,5
41,-,,セナ船長,1500,5
42,-,,クラフティ,1500,5
43,-,,ねるねるね～るね,1500,5
44,-,,夢花火,1500,5
45,-,,πの一族,1500,5
46,-,,カフリミス,1500,5
47,-,,ヴァルキャ,1500,5
48,-,,だいもんじ,1500,5
49,-,,まるぽん,1500,5
50,-,,Join_Helldivers,1478,5
