,-,職業,キャラクター,レベル,転生回数
1,-,,愛犬サクラ,2000,5
2,-,,ぷーちゃん♪,2000,5
3,-,,しらたま団子ＬＬ,2000,5
4,-,,カマキリ令嬢,2000,5
5,-,,とろっとろ牛すじ,2000,5
6,-,,UnBiR,1999,5
7,-,,狼輝,1994,5
8,-,,おーいえ,1981,5
9,-,,アーリア。,1979,5
10,-,,りんじょー,1970,5
11,-,,お～い恋茶,1970,5
12,-,,シル星,1938,5
13,-,,ループド,1935,5
14,-,,みゅうごろう,1927,5
15,-,,DXUキャプテンUSA,1927,5
16,-,,あざといたぬき,1926,5
17,-,,レバナス父ちゃん,1925,5
18,-,,【ポッセ】,1924,5
19,-,,らっきーよだすけ,1918,5
20,-,,鷸榧,1909,5
21,-,,yamada3000,1907,5
22,-,,ﾙﾙｰｼｭ・ﾗﾝﾍﾟﾙｰｼﾞ,1906,5
23,-,,katsuxxx,1905,5
24,-,,あなたのハートに,1902,5
25,-,,ねこみみ弐号,1899,5
26,-,,伊勢七海,1897,5
27,-,,＋カイト＋,1892,5
28,-,,Narmaya,1889,5
29,-,,darkfy,1888,5
30,-,,§エス§,1887,5
31,-,,ひさめっち,1887,5
32,-,,獣☆ホブス,1885,5
33,-,,〝AIO〟,1884,5
34,-,,弓兵頭,1874,5
35,-,,捨ノ型・生生流転,1869,5
36,-,,MariaDB,1868,5
37,-,,メリデ♪,1863,5
38,-,,狛狗,1857,5
39,-,,ぼのの,1857,5
40,-,,covid,1847,5
41,-,,Amstel,1844,5
42,-,,光のボウリング,1838,5
43,-,,たこち,1838,5
44,-,,か～ら,1835,5
45,-,,9rpm,1834,5
46,-,,風の歌,1834,5
47,-,,さなっしー,1833,5
48,-,,IEnaI,1832,5
49,-,,趣味は・・・矢,1830,5
50,-,,Vitamin3000,1830,5
