,-,職業,キャラクター,レベル,転生回数
1,-,,ちるたそ,1500,5
2,-,,苺鬼,1500,5
3,-,,甘栗うまい！,1500,5
4,-,,ﾜｶﾙﾜｶﾙｼﾗﾝｹﾄﾞ,1500,5
5,-,,vellria,1500,5
6,-,,Pさま,1500,5
7,-,,Guilty,1500,5
8,-,,PrincessKnight,1500,5
9,-,,ねこのて,1500,5
10,-,,捨てキング,1500,5
11,-,,うに姫,1500,5
12,-,,Mami,1500,5
13,-,,ﾊﾞﾗﾁｬｰｼｭｰ直火,1500,5
14,-,,轟はじめ,1500,5
15,-,,烈火発射装置,1500,5
16,-,,シエスタ,1497,5
17,-,,海月さん,1497,5
18,-,,しかのこのこのこ,1483,5
19,-,,NoLLy,1481,5
20,-,,darkfy_V,1480,5
21,-,,「うつぼ」,1476,5
22,-,,ふぁるけもな～,1469,5
23,-,,るびっきゅー,1465,5
24,-,,水廻まるまるか,1458,5
25,-,,RANK337の騎空士,1451,5
26,-,,nonnob4l,1450,5
27,-,,anchoring,1427,5
28,-,,つよみんの夏休み,1411,5
29,-,,みお☆,1411,5
30,-,,ふぇると,1400,5
31,-,,天音ちゃ,1395,5
32,-,,ひめっち,1395,5
33,-,,PFOG,1393,5
34,-,,●●●●●●,1391,5
35,-,,天賦絢爛,1388,5
36,-,,野獣先輩,1388,5
37,-,,TANWA,1386,5
38,-,,海廻りまるまるか,1384,5
39,-,,AZALEA,1380,5
40,-,,キンデスイート,1376,5
41,-,,ゴンヂ,1375,5
42,-,,ふぁーな,1375,5
43,-,,カラス,1375,5
44,-,,星野アイ,1374,5
45,-,,ゆきちゃま,1373,5
46,-,,ピンコ,1372,5
47,-,,腸詰,1371,5
48,-,,トルテ,1363,5
49,-,,快活ねーさん,1363,5
50,-,,金角煮,1363,5
