,-,職業,キャラクター,レベル,転生回数
1,-,,たいやきあんこ,1842,
2,-,,ψXENOψ,1839,
3,-,,アリス・ワンダー,1838,
4,-,,レジェンド石橋,1837,
5,-,,ハイドシークス,1832,
6,-,,☆あおり☆,1832,
7,-,,思いやりGDX,1832,
8,-,,二階堂パンパース,1830,
9,-,,れもんψ,1829,
10,-,,mttt,1828,
11,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1826,
12,-,,＊鬼鮫＊,1824,
13,-,,ζhaluluζ,1823,
14,-,,ろずこ,1822,
15,-,,ｱﾆﾘｿ,1821,
16,-,,キングプー,1821,
17,-,,快活ねえさん,1820,
18,-,,愛泉,1815,
19,-,,krisu,1814,
20,-,,Oddesy,1811,
21,-,,カジュアル,1808,
22,-,,戦略破壊魔術兵器,1807,
23,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1807,
24,-,,アバブ,1807,
25,-,,黒虎ちゃん,1807,
26,-,,うにゃDX,1807,
27,-,,ﾌｪﾘｱ,1806,
28,-,,marui11111,1806,
29,-,,ラクサスドレアン,1805,
30,-,,サクラサケ,1804,
31,-,,ξスロウξ,1803,
32,-,,ルベーグ2世,1803,
33,-,,御暇さん,1803,
34,-,,アクシズ教神官,1803,
35,-,,ウリ☆,1803,
36,-,,たっぷ。,1803,
37,-,,腐敗キノコ,1802,
38,-,,ちぇころん,1801,
39,-,,Hard_A,1801,
40,-,,しらすたっぷ。,1800,
41,-,,nonamealcemist,1800,
42,-,,Luvric_ver0,1800,
43,-,,WO・Bentley,1798,
44,-,,ああ播磨灘,1796,
45,-,,ずっさん,1794,
46,-,,†LightSide†,1793,
47,-,,†フィル†,1793,
48,-,,shogi,1790,
49,-,,アルス君,1790,
50,-,,猫邪,1787,
