1位,,サマナー,ぷーちゃん♪,1388,5
2位,,ビショップ,狼輝,1379,5
3位,,ランサー,わかまつあいな,1378,5
4位,,武道家,暇潰,1374,5
5位,,武道家,ヒャム,1372,5
6位,,戦士,地方都市のﾒﾒﾝﾄﾓﾘ,1370,5
7位,,獣人,ｹﾓ蔵,1369,5
8位,,プリンセス,Le・Ciel,1367,5
9位,,獣人,解離,1364,5
10位,,黒魔術師,￡Gazelle,1362,5
11位,,霊術師,舞牡丹,1362,5
12位,,霊術師,ちんき。,1358,5
13位,,霊術師,あなたのハートに,1358,5
14位,,ランサー,狗神めありー,1354,5
15位,,悪魔,えんまねこ,1351,5
16位,,戦士,コボルト秘密ULT,1351,5
17位,,アーチャー,＄神様家族＄,1347,5
18位,,アルケミスト,tantan_01,1346,5
19位,,剣士,正午の紅茶,1337,5
20位,,武道家,はちみつ。,1335,5
21位,,ランサー,さなっしー,1331,5
22位,,ランサー,ワユ,1325,5
23位,,ウィザード,9rpm,1319,5
24位,,プリンセス,やっくる♪,1317,5
25位,,武道家,岡部_誠,1314,5
26位,,霊術師,ボイン姉ちゃん,1312,5
27位,,剣士,RAD大好き,1311,5
28位,,霊術師,カマキリ令嬢,1310,5
29位,,プリンセス,未美凛,1310,5
30位,,アルケミスト,ゆゆたそ,1299,5
31位,,ランサー,べろちゅっちゅ,1293,5
32位,,剣士,ﾄﾞﾔ顔の達人。,1293,5
33位,,武道家,legel,1291,5
34位,,サマナー,みゅうごろう,1290,5
35位,,剣士,わんくろ,1289,5
36位,,メイド,つばきひめ,1286,5
37位,,武道家,セっツ,1286,5
38位,,ランサー,紙ねろ,1285,5
39位,,アーチャー,gurai,1283,5
40位,,霊術師,鬼一家の霊術師,1281,5
41位,,武道家,ラカリフサの村長,1280,5
42位,,ウィザード,MBMM１２,1279,5
43位,,黒魔術師,いぼのじろう,1278,5
44位,,武道家,瓏蓮,1278,5
45位,,黒魔術師,鬼一家の黒魔,1277,5
46位,,リトルウィッチ,Harmonie,1276,5
47位,,ビーストテイマー,フウリン,1276,5
48位,,霊術師,ハープちゃん,1275,5
49位,,黒魔術師,狼妖,1274,5
50位,,シーフ,ぷいきゅあ～,1274,5
51位,,武道家,暇つぶ,1272,5
52位,,黒魔術師,アーリア。,1271,5
53位,,プリンセス,おつまみさん,1270,5
54位,,武道家,sunafu,1270,5
55位,,霊術師,芋がいい,1266,5
56位,,ランサー,ネオン♪゛,1263,5
57位,,剣士,DragonTwi☆ミ,1262,5
58位,,アーチャー,Lanval,1260,5
59位,,シーフ,攻めがわ,1259,5
60位,,追放天使,シル星,1259,5
61位,,ウィザード,創造神皇ダニエル,1259,5
62位,,霊術師,狼闘,1257,5
63位,,光奏師,ゆゆちゃ,1256,5
64位,,黒魔術師,テロメロイド,1255,5
65位,,シーフ,るてさん。,1255,5
66位,,追放天使,真ﾉ天使（ｵﾄｺ）,1255,5
67位,,戦士,餅の･∀･凍結,1254,5
68位,,黒魔術師,闇卵,1253,5
69位,,ランサー,バジル・ユバ,1253,5
70位,,光奏師,PiPiPuRi,1252,5
71位,,霊術師,tantan_08,1252,5
72位,,ビーストテイマー,waspinator,1252,5
73位,,ウィザード,しゃいん･れい,1252,5
74位,,リトルウィッチ,みけぼん,1251,5
75位,,戦士,AnotherOrion,1251,5
76位,,アーチャー,微笑のテレサ,1250,5
77位,,戦士,こるじょん,1250,5
78位,,ランサー,くりゅ,1248,5
79位,,ランサー,ニート太郎,1248,5
80位,,アルケミスト,きれのじろう,1247,5
81位,,光奏師,kicky,1247,5
82位,,シーフ,ジェシ‐おいたん,1244,5
83位,,追放天使,こるてんし（仮）,1244,5
84位,,黒魔術師,ふに゜,1243,5
85位,,霊術師,ぶろんずごりら,1243,5
86位,,ランサー,peace。,1243,5
87位,,リトルウィッチ,StoPBlTch,1241,5
88位,,武道家,うりゅうううう,1240,5
89位,,ウィザード,star＠wiz,1239,5
90位,,アーチャー,ちょめ助,1238,5
91位,,ランサー,chachami,1237,5
92位,,リトルウィッチ,お寿司4,1235,5
93位,,シーフ,towaco．,1233,5
94位,,武道家,勃起,1231,5
95位,,霊術師,bakkyiii,1218,5
96位,,シーフ,＋カイト＋,1218,5
97位,,シーフ,瞬影,1216,5
98位,,ビショップ,ServerDown,1216,5
99位,,黒魔術師,日影アゲハ,1214,5
100位,,ネクロマンサー,濁湯馬鈴薯,1212,5
101位,,黒魔術師,ヴァシリッサ,1210,5
102位,,ランサー,ｱｼﾝﾒﾄﾘｰ,1210,5
103位,,ランサー,記録の地平線,1210,5
104位,,武道家,さらまんだーγ,1209,5
105位,,ビーストテイマー,ういオレンジ,1207,5
106位,,光奏師,四ツ矢丸,1205,5
107位,,武道家,隻眼盗賊,1205,5
108位,,戦士,§Alexandrite§,1205,5
109位,,プリンセス,蛍猫姫♪,1204,5
110位,,ランサー,～破幻～,1204,5
111位,,黒魔術師,meden,1203,5
112位,,ランサー,ムロモン,1203,5
113位,,ランサー,ねこみみ弐号,1203,5
114位,,ビショップ,神聖桜,1203,5
115位,,アーチャー,システィール,1202,5
116位,,武道家,Melttykiss☆,1201,5
117位,,武道家,ねこぱんつ,1201,3
118位,,光奏師,tantan_13,1200,5
