,-,職業,キャラクター,レベル,転生回数
1,-,,ヤニカス幼女,1500,5
2,-,,ましろ,1500,5
3,-,,レジェンド校長,1500,5
4,-,,える嬢,1500,5
5,-,,みか☆えりす,1500,5
6,-,,パーマ＠,1500,5
7,-,,ふぁるけってぃあ,1500,5
8,-,,よーいどーん,1500,5
9,-,,背中の壺,1500,5
10,-,,粉砕の祈り,1500,5
11,-,,しぐっぽい,1500,5
12,-,,ELGIN,1500,5
13,-,,潤羽るしふぁー,1500,5
14,-,,ｺﾞｰﾙﾃﾞﾝﾐｻﾐｻ,1500,5
15,-,,ねるねる,1500,5
16,-,,EternalSky,1500,5
17,-,,akairosignal,1500,5
18,-,,襲う波,1500,5
19,-,,さぶる,1500,5
20,-,,Saphir,1500,5
21,-,,ﾓｰﾈﾙ,1500,5
22,-,,ワイアットアープ,1500,5
23,-,,マヌケ,1500,5
24,-,,ベイムババア,1500,5
25,-,,ねむみちゃん,1500,5
26,-,,きんちゃん2026,1500,5
27,-,,ｳｰﾆｬｰﾙｰﾊﾟｰ,1500,5
28,-,,ジェノ氏,1500,5
29,-,,Bligh,1500,5
30,-,,penta,1500,5
31,-,,向上箱狙いめっち,1500,5
32,-,,きんぎょ。,1500,5
33,-,,金鯖太郎,1500,5
34,-,,アリスワンダー,1500,5
35,-,,ヒママ,1500,5
36,-,,ぷぴぃ銃,1500,5
37,-,,しろ,1500,5
38,-,,るるたん,1500,5
39,-,,さけのいきおい！,1500,5
40,-,,Andalusite,1500,5
41,-,,ベイムジジイ,1500,5
42,-,,すなふちゃん,1500,5
43,-,,撃ち貫くのみ,1500,5
44,-,,コロリナ,1500,5
45,-,,デスガンぶっころ,1500,5
46,-,,somu,1500,5
47,-,,メイド渡良瀬,1500,5
48,-,,配信中,1500,5
49,-,,ろばファイア,1500,5
50,-,,ぷっしゃー,1500,5
