,サマナー,ぷーちゃん♪,1452,5
59位,,剣士,ﾄﾞﾔ顔の達人。,1293,5
60位,,武道家,legel,1291,5
61位,,ウィザード,MBMM１２,1291,5
62位,,ランサー,くりゅ,1290,5
63位,,剣士,わんくろ,1290,5
64位,,悪魔,濁湯馬鈴薯,1288,5
65位,,アーチャー,gurai,1283,5
66位,,シーフ,ぷいきゅあ～,1283,5
67位,,黒魔術師,鬼一家の黒魔,1281,5
68位,,ウィザード,star＠wiz,1281,5
69位,,武道家,ラカリフサの村長,1280,5
70位,,リトルウィッチ,Harmonie,1279,5
71位,,黒魔術師,いぼのじろう,1278,5
72位,,武道家,瓏蓮,1278,5
73位,,霊術師,ハープちゃん,1275,5
74位,,黒魔術師,狼妖,1274,5
75位,,追放天使,真ﾉ天使（ｵﾄｺ）,1274,5
76位,,武道家,sunafu,1270,5
77位,,霊術師,ぶろんずごりら,1266,5
78位,,霊術師,芋がいい,1266,5
79位,,ランサー,システィール,1266,5
80位,,ランサー,chachami,1265,5
81位,,ランサー,ネオン♪゛,1263,5
82位,,アーチャー,Lanval,1260,5
83位,,ウィザード,創造神皇ダニエル,1260,5
84位,,シーフ,攻めがわ,1259,5
85位,,霊術師,狼闘,1257,5
86位,,戦士,§Alexandrite§,1257,5
87位,,光奏師,ゆゆちゃ,1256,5
88位,,獣人,PiPiPuRi,1255,5
89位,,アーチャー,微笑のテレサ,1255,5
90位,,追放天使,ServerDown,1255,5
91位,,リトルウィッチ,StoPBlTch,1254,5
92位,,シーフ,towaco．,1254,5
93位,,ランサー,ｱｼﾝﾒﾄﾘｰ,1253,5
94位,,リトルウィッチ,鬼一家の姫,1252,5
95位,,ビーストテイマー,waspinator,1252,5
96位,,ウィザード,しゃいん･れい,1252,5
97位,,戦士,こるじょん,1252,5
98位,,リトルウィッチ,みけぼん,1251,5
99位,,武道家,あとぅむ,1251,5
100位,,ランサー,ムロモン,1250,5
101位,,獣人,UltimateRAD,1247,5
102位,,光奏師,kicky,1247,5
103位,,シーフ,ジェシ‐おいたん,1244,5
104位,,黒魔術師,ふに゜,1243,5
105位,,ランサー,peace。,1243,5
106位,,剣士,隴燐,1242,5
107位,,武道家,うりゅうううう,1240,5
108位,,剣士,☆シグマワイ,1240,5
109位,,シーフ,＋カイト＋,1239,5
110位,,アーチャー,ちょめ助,1238,5
111位,,武道家,神風の隼,1238,5
112位,,リトルウィッチ,お寿司4,1235,5
113位,,ランサー,愛犬サクラ,1235,5
114位,,アーチャー,ねこみみ弐号,1234,5
115位,,光奏師,一色菫,1233,5
116位,,剣士,Asley_Cade,1228,5
117位,,ランサー,藤井聡太,1226,5
118位,,武道家,まるゴキ,1223,5
119位,,ウィザード,イフリィート,1221,5
120位,,霊術師,bakkyiii,1218,5
121位,,ウィザード,大動脈瘤,1217,5
122位,,霊術師,ちんき２,1216,5
123位,,アーチャー,〝AIO〟,1216,5
124位,,シーフ,瞬影,1216,5
125位,,ランサー,ﾛﾐｵ＆ｼﾞｭﾘｴｯﾄ,1215,5
126位,,黒魔術師,日影アゲハ,1214,5
127位,,ランサー,～破幻～,1214,5
128位,,戦士,じみ～,1214,5
129位,,霊術師,ψ七ちψ,1212,5
130位,,武道家,カピカピのおもち,1212,5
131位,,ウィザード,Manstyle,1212,5
132位,,光奏師,四ツ矢丸,1211,5
133位,,黒魔術師,ヴァシリッサ,1210,5
134位,,ランサー,記録の地平線,1210,5
135位,,獣人,狼煌,1209,5
136位,,獣人,べーやまぁ,1208,5
137位,,ビーストテイマー,ういオレンジ,1207,5
138位,,獣人,山佐の獣撃,1205,5
139位,,プリンセス,蛍猫姫♪,1205,5
140位,,ランサー,ちはるちゃんん,1205,5
141位,,ランサー,弓兵頭,1205,5
142位,,武道家,隻眼盗賊,1205,5
143位,,黒魔術師,meden,1203,5
144位,,ランサー,ふぁみりった,1203,5
145位,,ビショップ,神聖桜,1203,5
146位,,霊術師,Gazelle_yui,1202,5
147位,,ランサー,ｼﾞｪﾌﾃｨ,1201,5
148位,,武道家,Melttykiss☆,1201,5
149位,,武道家,ねこぱんつ,1201,3
150位,,アーチャー,￡impulse￡,1200,5
151位,,シーフ,WELLBE,1200,5
152位,,追放天使,ダーグル,1200,5
153位,,ビショップ,†御殴裏隙打郎†,1200,5
154位,,戦士,くびら,1200,5
155位,,ビーストテイマー,karu_g,1199,5
156位,,闘士,☆よなぐに☆,1198,5
157位,,剣士,DTゆうや,1198,5
158位,,アーチャー,シルスフィ,1197,5
159位,,霊術師,ふーにゃ,1195,5
160位,,戦士,カトリ。,1195,5
161位,,サマナー,∬ルシフェリア∬,1194,5
162位,,剣士,Graaazie,1192,5
163位,,ランサー,ちゃわ～ん＾＾,1191,5
164位,,プリンセス,狼妃,1190,5
165位,,シーフ,温泉ソムリエ,1189,5
166位,,ウィザード,Lenard,1187,5
167位,,シーフ,バイフリッツ,1186,5
168位,,霊術師,watta_gra,1185,5
169位,,リトルウィッチ,～ジェス～,1184,5
170位,,ランサー,つば○,1184,5
171位,,光奏師,Nigelle,1183,5
172位,,ランサー,ko_san,1183,5
173位,,アーチャー,魚有,1182,5
174位,,シーフ,nanakusa,1182,5
175位,,シーフ,backnumber大好き,1180,5
176位,,ランサー,covid,1178,5
177位,,ウルフマン,忠義の狗爪ココ,1175,5
178位,,ウィザード,残兵首領,1174,5
179位,,追放天使,Cens,1173,5
180位,,戦士,ポロさん,1173,5
181位,,黒魔術師,ひらぺん,1171,5
182位,,黒魔術師,FrouFrou,1171,5
183位,,霊術師,まえがちゃん,1171,5
184位,,霊術師,キッコーマソ,1170,5
185位,,ランサー,望みし永遠の混沌,1170,5
186位,,ランサー,Ａ・シャリアール,1170,5
187位,,ランサー,20％Over,1170,5
188位,,ウィザード,akimasaだよ。,1170,5
189位,,ウィザード,TAKUGON,1168,5
190位,,霊術師,bycm,1167,5
191位,,ランサー,小豆桔梗,1167,5
192位,,剣士,ﾀﾞｰﾄﾃﾄﾗ,1165,5
193位,,悪魔,魔法の壁,1163,5
194位,,武道家,瑞雲改二,1160,5
195位,,獣人,ひひまま,1159,5
196位,,武道家,比企谷はちまん,1159,5
197位,,剣士,カナト,1159,5
198位,,武道家,鬼一家,1158,5
199位,,武道家,かみまみ,1156,5
200位,,リトルウィッチ,Artesano,1154,5
201位,,戦士,Destron,1154,5
202位,,ウルフマン,ﾓｼﾞｬﾓｼﾞｬおじさん,1152,5
203位,,シーフ,漣鎖,1151,5
204位,,ウィザード,nayaata,1151,5
205位,,獣人,おーいえ,1144,5
206位,,ランサー,とっぽぎの踊り子,1142,5
207位,,剣士,くろしば,1142,5
208位,,メイド,みるきちん,1141,5
209位,,黒魔術師,紫りのん,1138,5
210位,,アルケミスト,Crewd,1136,5
211位,,霊術師,ﾎﾟｶﾎﾝﾀｽ,1134,5
212位,,武道家,宅見,1134,5
213位,,シーフ,じゅえちゃん,1134,5
214位,,黒魔術師,Lime。,1133,5
215位,,サマナー,帝愛会長,1133,5
216位,,武道家,いもむし♪,1133,5
217位,,獣人,わべ助,1132,5
218位,,リトルウィッチ,花咲乙女達の影に,1132,5
219位,,リトルウィッチ,RelMayer,1132,5
220位,,ランサー,Tummy,1132,5
221位,,ウィザード,hinaru,1129,5
222位,,シーフ,シッフー,1128,5
223位,,武道家,マンナンライフ３,1127,5
224位,,霊術師,吉田沙保里のASMR,1126,5
225位,,アーチャー,イリス・エリス,1126,5
226位,,戦士,ここぷ,1126,5
227位,,光奏師,My☆Dear,1124,5
228位,,リトルウィッチ,魔凜,1124,5
229位,,アーチャー,ぴちゃ,1124,5
230位,,剣士,MurderMan,1124,5
231位,,闘士,アンヘル＿,1123,5
232位,,マスケッティア,ズックにロック,1121,5
233位,,ウルフマン,ｂｏｗ‐ｗｏｗ,1121,5
234位,,ウィザード,フラウボー,1121,5
235位,,黒魔術師,ψ芽亜ψ,1120,5
236位,,アーチャー,ﾗﾐｰﾉｰｽﾞﾃﾄﾗ,1120,5
237位,,ランサー,ジンランサー,1120,5
238位,,戦士,５㍉,1120,5
239位,,剣士,ロビンフッド☆,1120,5
240位,,リトルウィッチ,かなぷる親父号,1119,5
241位,,武道家,BLAAKSHOUT,1116,5
242位,,プリンセス,麻梨亜,1115,5
243位,,追放天使,Xenn,1115,5
244位,,霊術師,○○○○●,1114,5
245位,,プリンセス,早見,1114,5
246位,,ウィザード,t_e_i,1113,5
247位,,ランサー,。ゆーにゃ。,1112,5
248位,,黒魔術師,黒蒼穹,1111,5
249位,,ランサー,ことちゃん,1111,5
250位,,武道家,shinki3,1110,5
251位,,ウルフマン,琥炭,1110,5
252位,,獣人,towaco．β,1108,5
253位,,戦士,オコノ,1108,5
254位,,光奏師,賀喜,1107,5
255位,,獣人,ブルーなしゅり,1105,5
256位,,アーチャー,流星の猫,1105,5
257位,,霊術師,‐MIYU‐,1103,5
258位,,ランサー,えいしぐ,1101,5
259位,,ランサー,nonameさん,1100,5
260位,,戦士,WEDGWOOD,1100,5
261位,,戦士,はるたそ,1100,5
262位,,剣士,swordko,1100,5
263位,,プリンセス,ファーナ。,1099,5
264位,,シーフ,September☆7th,1099,5
265位,,ランサー,Spallow_Tail,1097,5
266位,,リトルウィッチ,pomm,1095,5
267位,,ビショップ,（＝ω＝安,1095,5
268位,,ウルフマン,ざぶとん☆,1093,5
269位,,プリンセス,七槻四季,1093,3
270位,,悪魔,よなくま,1091,5
271位,,武道家,隠れ里,1091,5
272位,,追放天使,無我夢中♪,1090,5
273位,,戦士,カミソン,1090,5
274位,,リトルウィッチ,ネオロック,1087,5
275位,,ランサー,ニャ－さん,1087,5
276位,,シーフ,ふゆさんまん,1086,5
277位,,剣士,RORONOA＋ZORO,1085,5
278位,,剣士,風小僧,1084,5
279位,,ランサー,ゆるふわ系,1083,5
280位,,霊術師,双七,1082,5
281位,,ランサー,青なな,1082,5
282位,,シーフ,Pokerhero,1082,5
283位,,剣士,魔じぇ,1080,5
284位,,ランサー,パーニャ,1079,5
285位,,剣士,rotarisl,1079,5
286位,,霊術師,Leccee,1077,5
287位,,ランサー,アバハラキ,1076,5
288位,,追放天使,茶蕎麦,1076,5
289位,,ランサー,タウリエル,1075,5
290位,,獣人,EinherjarAlbedo,1074,5
291位,,追放天使,にゃんたきー,1074,5
292位,,リトルウィッチ,らいみん,1073,5
293位,,ランサー,となてぃう,1072,5
294位,,武道家,ココナッツン,1072,5
295位,,ランサー,梅酒ソーダ,1071,5
296位,,ビショップ,chinki,1070,5
297位,,剣士,monaka43,1070,5
298位,,武道家,モリタン♪,1069,5
299位,,獣人,ashely_keith,1068,5
300位,,リトルウィッチ,不安㍑,1065,5
301位,,ランサー,アゼルマ,1065,5
302位,,武道家,ノアだけはガチ,1065,5
303位,,アーチャー,てんち♪,1064,5
304位,,獣人,間衣華,1064,3
305位,,獣人,∮シルク∮,1062,5
306位,,獣人,卍gotcha卍,1061,5
307位,,追放天使,じぇにどん,1061,5
308位,,獣人,Gazelle_tim,1060,5
309位,,シーフ,てけぞー,1060,5
310位,,獣人,新しい世界への扉,1059,5
311位,,悪魔,Almagest,1058,5
312位,,プリンセス,伊吹姫奈,1058,5
313位,,武道家,怪盗るぱんⅢ,1058,5
314位,,ウィザード,Gazelle_sup,1057,5
315位,,ランサー,くまもん♪,1054,5
316位,,武道家,地下室,1054,5
317位,,武道家,ろっきんぽ,1054,5
318位,,獣人,白銀の威虎リオン,1053,5
319位,,光奏師,へくまr,1053,5
320位,,サマナー,キャロりん,1053,5
321位,,アーチャー,くろまS,1052,5
322位,,闘士,ぷちゅあ,1051,5
323位,,獣人,ナオタ！！！！！,1050,5
324位,,リトルウィッチ,くりゅう,1050,5
325位,,シーフ,めぎぃ,1048,5
326位,,剣士,マイシャローナ,1048,5
327位,,ランサー,雷蓮,1047,5
328位,,闘士,＊stitch＊,1046,5
329位,,ランサー,眠神☆ヒュノプス,1046,5
330位,,シーフ,うりゅりん♂,1046,5
331位,,アーチャー,梨莉子,1045,5
332位,,ウルフマン,ふろーる犬,1045,5
333位,,ランサー,あいこすまるち,1044,5
334位,,ウィザード,夏の残り火,1041,5
335位,,追放天使,ごるでん,1041,3
336位,,サマナー,納豆かけ御飯,1040,5
337位,,霊術師,メラメライド,1039,5
338位,,ランサー,カヤちゃん,1038,5
339位,,戦士,シュガ♪,1038,5
340位,,霊術師,ナツメグ。,1037,5
341位,,霊術師,アミリア´,1037,5
342位,,プリンセス,未來♪,1037,5
343位,,サマナー,ちくわまる,1037,5
344位,,ランサー,ranko_star,1037,5
345位,,ランサー,こまめちゃん☆,1037,5
346位,,ランサー,Vendome,1037,5
347位,,武道家,kabeちゃん,1037,5
348位,,悪魔,ｲｾﾘｱ・ｸｲｰﾝ,1036,5
349位,,ランサー,sherry,1036,5
350位,,霊術師,●●●●●●,1035,5
351位,,ランサー,†微笑のテレサ†,1035,5
352位,,光奏師,HotLip,1034,5
353位,,ウルフマン,J･Lal,1034,5
354位,,ネクロマンサー,か～ら,1032,5
355位,,霊術師,レアミート,1031,5
356位,,サマナー,笛吹奏,1031,5
357位,,ランサー,ダンス山本,1031,5
358位,,剣士,Kabunushiⅲ,1031,5
359位,,サマナー,nerumo,1030,5
360位,,武道家,dorororo,1030,5
361位,,ウィザード,水縹,1030,5
362位,,獣人,化獣語,1029,5
363位,,霊術師,すとれるか,1028,5
364位,,武道家,ﾌﾗﾝｼｳﾑ,1027,5
365位,,ランサー,ツドイ,1027,4
366位,,悪魔,ﾋﾟｰｽ☆,1025,5
367位,,シーフ,スケベん,1025,5
368位,,戦士,Ghix,1025,5
369位,,霊術師,ブラック・モア,1024,5
370位,,ランサー,セレスティーナ,1023,5
371位,,追放天使,AirMan320,1023,5
372位,,ビショップ,グッロチ,1023,5
373位,,アルケミスト,dellapeste,1022,5
374位,,獣人,肋木,1022,5
375位,,武道家,黒ﾚﾝ,1022,5
376位,,シーフ,山佐花月,1022,5
377位,,シーフ,Sinfulove,1022,5
378位,,ウィザード,のんた～ん,1022,5
379位,,ウィザード,♪復活レオン555,1022,5
380位,,戦士,ZODIAC6168,1022,5
381位,,戦士,赤むつ,1022,5
382位,,剣士,アイラル,1022,5
383位,,剣士,コッコロたん,1022,5
384位,,黒魔術師,麻李亜,1021,5
385位,,ランサー,Latuni,1021,5
386位,,シーフ,ｺﾊﾞｹｿ,1021,5
387位,,マスケッティア,右手には約束を。,1020,5
388位,,闘士,鶯桜國愛,1020,5
389位,,武道家,yamada3000,1020,5
390位,,武道家,わべ丸,1020,5
391位,,武道家,ふろーる,1020,5
392位,,黒魔術師,トケンカ_柘榴,1019,5
393位,,ビーストテイマー,LaLaLaLALALA,1019,5
394位,,ウィザード,さーやん♪,1019,5
395位,,獣人,こはく。,1018,5
396位,,アーチャー,A・シャリアール,1018,5
397位,,追放天使,фButterーFlyф,1018,5
398位,,ウィザード,Lepperhoff,1018,5
399位,,ウィザード,かなWIZ,1018,5
400位,,武道家,ぺしゅん,1018,4
401位,,ランサー,モツ影,1017,5
402位,,悪魔,幻魔狼士,1016,5
403位,,ランサー,花鳥くん,1016,5
404位,,獣人,双子マン,1015,5
405位,,闘士,Ⅷ秋桜Ⅷ,1015,5
406位,,リトルウィッチ,上下左右回転使い,1015,5
407位,,アーチャー,ジニー。ナイツ,1015,5
408位,,ウィザード,靈猫,1015,5
409位,,霊術師,ばるるん,1014,5
410位,,ネクロマンサー,BlackBoss,1014,5
411位,,ランサー,§美影意志§,1014,5
412位,,武道家,武田徹夜,1014,5
413位,,ウィザード,ちゃこたりあん,1014,5
414位,,獣人,役満チャンス,1013,5
415位,,霊術師,FineWeather,1013,5
416位,,アーチャー,Manaco,1013,5
417位,,ランサー,砕龍´,1013,5
418位,,武道家,Bーふ,1013,5
419位,,武道家,きしえる,1013,5
420位,,武道家,シンメ,1013,5
421位,,ビショップ,☆志音☆,1013,5
422位,,ウィザード,ひろぽんwiz,1013,5
423位,,戦士,LilaNia,1012,5
424位,,剣士,kekeⅱ,1012,5
425位,,メイド,あざといたぬき,1011,5
426位,,サマナー,ほっかほか,1011,5
427位,,黒魔術師,asnon,1010,5
428位,,光奏師,RosaiDorfman,1010,5
429位,,武道家,あいこすぅ,1010,5
430位,,獣人,発達した筋肉,1010,4
431位,,リトルウィッチ,Liaison,1010,4
432位,,霊術師,ｶﾄﾗｰ･ﾍﾞｹｯﾄ,1009,5
433位,,リトルウィッチ,京子たん,1009,5
434位,,プリンセス,上弦の陸【堕姫】,1009,5
435位,,ランサー,イリナ。,1009,5
436位,,ランサー,0nak4Su1ta,1009,5
437位,,アルケミスト,Vitamin3000,1008,5
438位,,黒魔術師,ねこじゅつし,1008,5
439位,,霊術師,○カマです。。,1008,5
440位,,霊術師,ﾈｸﾛ。,1007,5
441位,,武道家,1901,1007,5
442位,,剣士,GrantKeeneth,1007,5
443位,,霊術師,雪奈。,1006,5
444位,,ビショップ,圭一さん,1006,5
445位,,ウィザード,きめれんとん,1006,5
446位,,ウィザード,Матрёшка,1006,5
447位,,ウィザード,け～む,1006,5
448位,,ランサー,凛さん,1005,5
449位,,武道家,FASIAL,1005,5
450位,,追放天使,Rasputin,1005,5
451位,,ビショップ,アタックチャンス,1005,5
452位,,リトルウィッチ,VortexRing,1004,5
453位,,武道家,∮したっぱ∮,1004,5
454位,,ウルフマン,毛玉ワンコ,1004,5
455位,,サマナー,游々,1003,5
456位,,武道家,ice1,1003,5
457位,,武道家,影偲,1003,5
458位,,シーフ,旗振りたぬき,1003,5
459位,,ウィザード,☆白魔導師☆,1003,5
460位,,アルケミスト,じーす,1002,5
461位,,霊術師,ロッソ・ネロ,1002,5
462位,,霊術師,なついち,1002,5
463位,,リトルウィッチ,電気社長,1002,5
464位,,サマナー,うーろんちゃ,1002,5
465位,,追放天使,DEEP☆BLUE_粋,1002,5
466位,,剣士,天城颯馬,1002,5
467位,,獣人,ちきんかれー,1001,5
468位,,霊術師,悪い子猫ちゃん,1001,5
469位,,霊術師,ワ・ッ・チ,1001,5
470位,,悪魔,ﾉﾝｶﾌｪｲﾝｺｰﾋｰ,1001,5
471位,,追放天使,コルして下さい！,1001,5
472位,,ウィザード,伊勢守,1001,5
473位,,戦士,らいおんキング,1001,5
474位,,戦士,リカルの遺志,1001,5
475位,,黒魔術師,しらたま団子ＬＬ,1000,5
476位,,霊術師,Maximoff,1000,5
477位,,ネクロマンサー,ゆーあい蜜柑,1000,5
478位,,ビーストテイマー,ShootingStar☆彡,1000,5
479位,,ビーストテイマー,ｼｬﾙﾛｯﾄ・ﾍﾞｲｶｰ,1000,5
480位,,武道家,風呂屋の闘争,1000,5
481位,,ウィザード,あじゃみ,1000,5
482位,,ウィザード,ミ～ティア,1000,5
483位,,戦士,ヘビー,1000,5
484位,,剣士,花ピアス☆,1000,5
485位,,武道家,Ⅹアイルトンセナ,999,5
486位,,悪魔,白南天,998,5
487位,,ランサー,杏猫♪,998,5
488位,,ウィザード,Ⅹ愛Ⅹ,998,5
489位,,シーフ,ζKleinζ,997,5
490位,,ウィザード,まこっつ,997,5
491位,,リトルウィッチ,はなみよう,996,5
492位,,武道家,軍隊長,995,5
493位,,シーフ,ガンバードⅡ,995,5
494位,,戦士,§yosshie§,995,5
495位,,ランサー,minas,994,5
496位,,ビショップ,ぐおんさん,994,5
497位,,獣人,ドブネズミ,993,5
498位,,メイド,べホイミ,992,5
499位,,アーチャー,熱風☆,991,5
500位,,ランサー,さなっしーJr,991,5
501位,,戦士,捨ノ型・生生流転,991,5
502位,,剣士,Starman,990,5
503位,,シーフ,ShakeShack,989,5
504位,,戦士,じょなす,988,5
505位,,剣士,ﾛｰﾗﾝ,988,5
506位,,黒魔術師,まろしば,987,5
507位,,武道家,ねこくろ,987,5
508位,,戦士,καЯμγα,987,5
509位,,剣士,ｷｰｽ･ｶｲ,987,5
510位,,黒魔術師,おこの姫,986,5
511位,,リトルウィッチ,いなっぴー,986,5
512位,,プリンセス,ともぴ～☆☆,986,5
513位,,戦士,鼻毛特攻隊,986,5
514位,,霊術師,どうもありがとう,985,5
515位,,ビーストテイマー,真華,985,5
516位,,獣人,uwiclo,983,5
517位,,光奏師,そとわくJ,983,5
518位,,獣人,Leffe,982,5
519位,,アーチャー,ピィーポ,982,5
520位,,戦士,ローザパークス,982,5
521位,,メイド,マッドストーム,981,5
522位,,獣人,Raphtalia,981,5
523位,,シーフ,パパケット,981,5
524位,,獣人,xiviler,980,5
525位,,リトルウィッチ,ゆかるり,980,5
526位,,プリンセス,ぅっっ,980,5
527位,,光奏師,小年,979,5
528位,,悪魔,レキオウL,979,5
529位,,ビショップ,正面衝突,979,5
530位,,黒魔術師,アマランテ,978,5
531位,,ネクロマンサー,くろちゃん♪,978,5
532位,,武道家,魯粛子敬。,978,5
533位,,ウィザード,フィガレット,978,5
534位,,シーフ,すべるバー,977,5
535位,,ウィザード,丱ARF丱,977,5
536位,,戦士,MmuzKnight,977,5
537位,,霊術師,むぅ～たん♪,976,5
538位,,プリンセス,アプリコッテ,976,5
539位,,ランサー,ググれカス,976,5
540位,,追放天使,Code：001,976,5
541位,,ビショップ,なるほどさん。,976,5
542位,,戦士,アダマンティン,976,5
543位,,サマナー,melonpanda,975,5
544位,,ランサー,竜槍ｽﾏｳｸﾞ,975,5
545位,,武道家,Ｓｔａｒｍａｎ,975,5
546位,,獣人,アンジョルラス,974,5
547位,,武道家,ぢょんさん,974,5
548位,,武道家,安田理容店,974,5
549位,,シーフ,☆ヒョク☆,974,5
550位,,ウルフマン,隻眼の魔術師,974,5
551位,,霊術師,みあ！,973,5
552位,,ランサー,レネシス,973,5
553位,,ウィザード,ルースター,973,5
554位,,ウィザード,氷紳士,973,5
555位,,霊術師,MurderQueenЯR,972,5
556位,,アーチャー,飛鳥の鬼姫,972,5
557位,,ランサー,こるるちゃん,972,5
558位,,武道家,葡萄家ぷーちゃん,972,5
559位,,戦士,RED_ORCA,972,5
560位,,霊術師,堕胎された胎児,971,5
561位,,悪魔,地獄花,971,5
562位,,プリンセス,かな姫,971,5
563位,,プリンセス,ももか姫,971,5
564位,,ビーストテイマー,スフレ♪,971,5
565位,,シーフ,しゃんでぃ,971,5
566位,,ビショップ,gerber,971,5
567位,,ウィザード,近ちゃん,971,5
568位,,ウィザード,メルクリウスﾆｰﾄ,971,5
569位,,戦士,ツムりん,971,5
570位,,戦士,ﾌﾞﾗｯｸﾅｲﾄ,971,5
571位,,シーフ,飛ばねぇブタ,970,5
572位,,シーフ,アウトサイド,970,5
573位,,戦士,日軍,970,5
574位,,黒魔術師,雪野凜檎,969,5
575位,,霊術師,水禺刀,969,5
576位,,アーチャー,Judymaria,969,5
577位,,ランサー,ｼｪｷﾅｰ･聖鎖･ﾗﾌｧｴﾙ,969,5
578位,,戦士,ジョン・ウィック,969,5
579位,,霊術師,うぇぶぉ,968,5
580位,,悪魔,ターメリック。,968,5
581位,,ランサー,ξ塁ξ,968,5
582位,,追放天使,ぺんぎんそるじゃ,968,5
583位,,追放天使,羽ボウキ,968,5
584位,,ウィザード,☆チェ・ジウ☆,968,5
585位,,戦士,レッド（白鯖）,968,5
586位,,剣士,オソマ,968,5
587位,,黒魔術師,ふらりん,967,5
588位,,獣人,バーフェン,967,5
589位,,悪魔,でびぃ夫人,967,5
590位,,ランサー,MBMMの使者,967,5
591位,,武道家,冥界王レイリー,967,5
592位,,ビショップ,ヘヴンリイージス,967,5
593位,,ウィザード,♪ゆうちゃん,967,5
594位,,ウィザード,ユリアちゃん,967,5
595位,,ウィザード,えぼせぶん,967,5
596位,,ウィザード,Ｓｈａｆｔ☆,967,5
597位,,戦士,ミルク_tea,967,5
598位,,黒魔術師,exiatence4,966,5
599位,,プリンセス,てん子,966,5
600位,,ビショップ,ノーテンキ,966,5
601位,,リトルウィッチ,ICouldDieForYou,966,3
602位,,リトルウィッチ,追跡なう,965,5
603位,,ランサー,ice3,965,5
604位,,ランサー,マリジェンヌ,965,5
605位,,黒魔術師,♪BEVEL♪,964,5
606位,,プリンセス,餃子姫,964,5
607位,,サマナー,はなおとめ,964,5
608位,,アーチャー,TomoCruise4,964,5
609位,,ランサー,＄槍兵＄,964,5
610位,,シーフ,葦嵩,964,5
611位,,戦士,DSKO156,964,5
612位,,剣士,白丸狼,964,5
613位,,アルケミスト,EquilibrioAlba,963,5
614位,,マスケッティア,akubo,963,5
615位,,黒魔術師,そっきん,963,5
616位,,霊術師,♪ズックにロック,963,5
617位,,ランサー,とこよ,963,5
618位,,ランサー,ﾆｬｧﾆｬ,963,5
619位,,剣士,§棗,963,5
620位,,ウィザード,ジェルア,963,4
621位,,黒魔術師,れい嬢,962,5
622位,,ランサー,☆渡月橋☆,962,5
623位,,武道家,だるまさん,962,5
624位,,ビショップ,ホボ・ブラジル,962,5
625位,,ビショップ,馬之助,962,5
626位,,戦士,龍漸,962,5
627位,,戦士,槭凛海,962,5
628位,,アルケミスト,月城よた,961,5
629位,,メイド,☆ﾏﾐﾑﾒｲﾄﾞ☆,961,5
630位,,光奏師,Sanremo,961,5
631位,,霊術師,しんくれあ,961,5
632位,,霊術師,てぃんき,961,5
633位,,リトルウィッチ,Sheena☆ｼﾙｷｰ,961,5
634位,,リトルウィッチ,∮Cocoa∮,961,5
635位,,ランサー,ﾊﾝﾏｰｶﾝﾏｰ,961,5
