,-,職業,キャラクター,レベル,転生回数
1,-,,モニモニ,1500,5
2,-,,ぴあどら,1500,5
3,-,,Maki,1500,5
4,-,,ζｃanotarosζ,1500,5
5,-,,あじまる屋さん,1500,5
6,-,,CIAOちゅ～る,1500,5
7,-,,ぺんぺん,1500,5
8,-,,蒼佑,1500,5
9,-,,舞葵,1500,5
10,-,,Prim,1500,5
11,-,,おつぼちゃん,1500,5
12,-,,夕さまぁ。,1500,5
13,-,,ねこのて,1500,5
14,-,,黙れドン太郎,1500,5
15,-,,やわやわ戦車,1500,5
16,-,,レジェンド左橋,1500,5
17,-,,神奈備命,1500,5
18,-,,捨てキング,1500,5
19,-,,apecano,1500,5
20,-,,フルーツキャノン,1500,5
21,-,,あるもんて,1500,5
22,-,,sketoudara,1500,5
23,-,,強キ者,1500,5
24,-,,そうこみん３,1500,5
25,-,,ぷりちーこ,1500,5
26,-,,うるてぃめっと,1500,5
27,-,,Saphir,1500,5
28,-,,CR大日本帝国,1500,5
29,-,,ジェノ氏,1500,5
30,-,,タヌキ,1500,5
31,-,,家系らーめん,1500,5
32,-,,DEATHNOTE,1500,5
33,-,,パトリック,1500,5
34,-,,みどりん,1500,5
35,-,,ノワール・ヴィ,1500,5
36,-,,takasaki,1500,5
37,-,,non1341,1500,5
38,-,,ドロップに期待,1500,5
39,-,,ソムリエ,1500,5
40,-,,MaLyi,1500,5
41,-,,えるふぁいやー！,1500,5
42,-,,うに姫。,1500,5
43,-,,海月さん,1500,5
44,-,,うーたろう,1500,5
45,-,,ていたらく,1500,5
46,-,,モンステラ,1500,5
47,-,,金のうにゃ缶,1500,5
48,-,,saburu1,1500,5
49,-,,まーち,1500,5
50,-,,じゃむにあ,1500,5
