,-,職業,キャラクター,レベル,転生回数
1,-,,ψXENOψ,2000,5
2,-,,たいやきあんこ,2000,5
3,-,,mttt,2000,5
4,-,,アリス・ワンダー,1985,5
5,-,,カジュアル,1979,5
6,-,,ラクサスドレアン,1971,5
7,-,,レジェンド石橋,1958,5
8,-,,Oddesy,1950,5
9,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1950,5
10,-,,快活ねえさん,1949,5
11,-,,思いやりGDX,1947,5
12,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1936,5
13,-,,アクシズ教神官,1918,5
14,-,,xたまきちx,1918,5
15,-,,蜜月抄,1918,5
16,-,,猫邪,1918,5
17,-,,あぷりこ,1917,5
18,-,,しらすたっぷ。,1915,5
19,-,,御暇さん,1914,5
20,-,,二階堂パンパース,1910,5
21,-,,れもんψ,1909,5
22,-,,うにゃDX,1907,5
23,-,,＊鬼鮫＊,1900,5
24,-,,愛泉,1899,5
25,-,,krisu,1891,5
26,-,,ハイドシークス,1891,5
27,-,,ほしめろちゃん,1890,5
28,-,,ろずこ,1884,5
29,-,,Miki_,1882,5
30,-,,ﾌｪﾘｱ,1879,5
31,-,,marui11111,1877,5
32,-,,サイバーナイト,1870,5
33,-,,☆キノ♪,1864,5
34,-,,永遠の暗闇,1858,5
35,-,,むぎちゃ。,1857,5
36,-,,戦略破壊魔術兵器,1851,5
37,-,,黒虎ちゃん,1850,5
38,-,,ねこなのクゥーン,1850,5
39,-,,☆まろむぎ☆,1848,5
40,-,,キングプー,1845,5
41,-,,ｱﾆﾘｿ,1844,5
42,-,,ああ播磨灘,1844,5
43,-,,ルベーグ2世,1842,5
44,-,,†フィル†,1842,5
45,-,,ΨtinariΨ,1842,5
46,-,,ウリ☆,1841,5
47,-,,shogi,1840,5
48,-,,VR戦士,1840,5
49,-,,☆あおり☆,1840,5
50,-,,ちよし姫,1840,5
