,-,職業,キャラクター,レベル,転生回数
1,-,,ともたん333,671,15
2,-,,たいやきあんこ,1832,5
3,-,,ψXENOψ,1830,5
4,-,,mttt,1826,5
5,-,,レジェンド石橋,1826,5
6,-,,二階堂パンパース,1825,5
7,-,,アリス・ワンダー,1823,5
8,-,,☆あおり☆,1822,5
9,-,,ｱﾆﾘｿ,1819,5
10,-,,ハイドシークス,1819,5
11,-,,ζhaluluζ,1817,5
12,-,,思いやりGDX,1814,5
13,-,,＊鬼鮫＊,1812,5
14,-,,krisu,1812,5
15,-,,うにゃDX,1806,5
16,-,,れもんψ,1805,5
17,-,,ろずこ,1805,5
18,-,,marui11111,1804,5
19,-,,快活ねえさん,1802,5
20,-,,ルベーグ2世,1801,5
21,-,,ラクサスドレアン,1800,5
22,-,,キングプー,1800,5
23,-,,アバブ,1800,5
24,-,,腐敗キノコ,1800,5
25,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1800,5
26,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1795,5
27,-,,しらすたっぷ。,1793,5
28,-,,サクラサケ,1789,5
29,-,,Oddesy,1788,5
30,-,,御暇さん,1788,5
31,-,,ﾌｪﾘｱ,1788,5
32,-,,shogi,1787,5
33,-,,愛泉,1784,5
34,-,,nonamealcemist,1783,5
35,-,,戦略破壊魔術兵器,1779,5
36,-,,元団長さん,1778,5
37,-,,たっぷ。,1776,5
38,-,,Luvric_ver0,1776,5
39,-,,Hard_A,1775,5
40,-,,ああ播磨灘,1773,5
41,-,,やまCha☆,1766,5
42,-,,errr,1763,5
43,-,,ξスロウξ,1761,5
44,-,,ずっさん,1755,5
45,-,,ちぇころん,1755,5
46,-,,☆☆うっちぃ☆☆,1755,5
47,-,,グライムズ01,1754,5
48,-,,†LightSide†,1753,5
49,-,,マハーデーヴィー,1753,5
50,-,,オナルドダック,1752,5
