,-,職業,キャラクター,レベル,転生回数
1,-,,Saphir,1500,5
2,-,,襲う波,1500,5
3,-,,ヤニカス幼女,1500,5
4,-,,粉砕の祈り,1500,5
5,-,,ベイムババア,1500,5
6,-,,ｺﾞｰﾙﾃﾞﾝﾐｻﾐｻ,1500,5
7,-,,みか☆えりす,1500,5
8,-,,パーマ＠,1500,5
9,-,,ELGIN,1500,5
10,-,,ましろ,1500,5
11,-,,背中の壺,1500,5
12,-,,きんぎょ。,1500,5
13,-,,EternalSky,1500,5
14,-,,アリスワンダー,1500,5
15,-,,潤羽るしふぁー,1500,5
16,-,,ぷぴぃ銃,1500,5
17,-,,える嬢,1500,5
18,-,,akairosignal,1500,5
19,-,,ジェノ氏,1500,5
20,-,,ﾓｰﾈﾙ,1500,5
21,-,,ねるねる,1500,5
22,-,,ふぁるけってぃあ,1500,5
23,-,,マヌケ,1500,5
24,-,,しぐっぽい,1500,5
25,-,,ｳｰﾆｬｰﾙｰﾊﾟｰ,1500,5
26,-,,レジェンド校長,1500,5
27,-,,ねむみちゃん,1500,5
28,-,,ワイアットアープ,1500,5
29,-,,すなふちゃん,1500,5
30,-,,きんちゃん2026,1500,5
31,-,,penta,1500,5
32,-,,向上箱狙いめっち,1500,5
33,-,,ヒママ,1500,5
34,-,,しろ,1500,5
35,-,,さけのいきおい！,1500,5
36,-,,somu,1500,5
37,-,,メイド渡良瀬,1500,5
38,-,,Polyester,1500,5
39,-,,ちかちゃ,1500,5
40,-,,オタマデュクシ,1500,5
41,-,,安倍晋三,1500,5
42,-,,リリアート,1500,5
43,-,,ぷっしゃー,1500,5
44,-,,DORP,1500,5
45,-,,tori3,1500,5
46,-,,はだかの小坊主,1500,5
47,-,,事をすませば,1500,5
48,-,,レイン,1500,5
49,-,,ﾊｰﾌﾑｰﾝｶｯﾄ,1500,5
50,-,,yuri,1500,5
