,-,職業,キャラクター,レベル,転生回数
1,-,,apecano,1500,5
2,-,,レジェンド左橋,1500,5
3,-,,神奈備命,1500,5
4,-,,捨てキング,1500,5
5,-,,黙れドン太郎,1500,5
6,-,,ねこのて,1500,5
7,-,,やわやわ戦車,1500,5
8,-,,あるもんて,1500,5
9,-,,フルーツキャノン,1500,5
10,-,,sketoudara,1500,5
11,-,,強キ者,1500,5
12,-,,ぴあどら,1500,5
13,-,,モニモニ,1500,5
14,-,,ζｃanotarosζ,1500,5
15,-,,Maki,1500,5
16,-,,あじまる屋さん,1500,5
17,-,,DEATHNOTE,1500,5
18,-,,パトリック,1500,5
19,-,,みどりん,1500,5
20,-,,ノワール・ヴィ,1500,5
21,-,,takasaki,1500,5
22,-,,non1341,1500,5
23,-,,ドロップに期待,1500,5
24,-,,ソムリエ,1500,5
25,-,,MaLyi,1500,5
26,-,,えるふぁいやー！,1500,5
27,-,,うに姫。,1500,5
28,-,,海月さん,1500,5
29,-,,うーたろう,1500,5
30,-,,ていたらく,1500,5
31,-,,モンステラ,1500,5
32,-,,金のうにゃ缶,1500,5
33,-,,saburu1,1500,5
34,-,,夕さまぁ。,1500,5
35,-,,ジェノ氏,1500,5
36,-,,タヌキ,1500,5
37,-,,Saphir,1500,5
38,-,,うるてぃめっと,1500,5
39,-,,そうこみん３,1500,5
40,-,,ぷりちーこ,1500,5
41,-,,家系らーめん,1500,5
42,-,,四十肩,1500,5
43,-,,すばっちゃ,1500,5
44,-,,Prim,1500,5
45,-,,おつぼちゃん,1500,5
46,-,,甘栗うまい！,1500,5
47,-,,penta,1500,5
48,-,,いたさん,1500,5
49,-,,じゃむにあ,1500,5
50,-,,塵地螺鈿飾剣,1500,5
