,-,職業,キャラクター,レベル,転生回数
1,-,,mttt,1825,5
2,-,,たいやきあんこ,1822,5
3,-,,ψXENOψ,1816,5
4,-,,レジェンド石橋,1815,5
5,-,,krisu,1811,5
6,-,,☆あおり☆,1810,5
7,-,,二階堂パンパース,1808,5
8,-,,アリス・ワンダー,1807,5
9,-,,ｱﾆﾘｿ,1803,5
10,-,,思いやりGDX,1802,5
11,-,,ルベーグ2世,1801,5
12,-,,ζhaluluζ,1800,5
13,-,,＊鬼鮫＊,1798,5
14,-,,ろずこ,1789,5
15,-,,うにゃDX,1788,5
16,-,,shogi,1786,5
17,-,,キングプー,1782,5
18,-,,ﾌｪﾘｱ,1781,5
19,-,,アバブ,1778,5
20,-,,腐敗キノコ,1774,5
21,-,,元団長さん,1772,5
22,-,,ハイドシークス,1768,5
23,-,,やまCha☆,1766,5
24,-,,たっぷ。,1763,5
25,-,,愛泉,1762,5
26,-,,れもんψ,1761,5
27,-,,ああ播磨灘,1761,5
28,-,,errr,1760,5
29,-,,Luvric_ver0,1758,5
30,-,,戦略破壊魔術兵器,1757,5
31,-,,nonamealcemist,1756,5
32,-,,Oddesy,1754,5
33,-,,グライムズ01,1754,5
34,-,,快活ねえさん,1754,5
35,-,,☆☆うっちぃ☆☆,1753,5
36,-,,ずっさん,1752,5
37,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1752,5
38,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1751,5
39,-,,Unlimited快楽園,1750,5
40,-,,ラクサスドレアン,1750,5
41,-,,マハーデーヴィー,1748,5
42,-,,羽熊,1748,5
43,-,,marui11111,1748,5
44,-,,†ユファ†,1745,5
45,-,,ちゃらめる,1745,5
46,-,,究ﾙ極ﾙ完ﾙ全ﾙ体,1745,5
47,-,,夜廻まるか,1744,5
48,-,,オナルドダック,1741,5
49,-,,しらすたっぷ。,1741,5
50,-,,†LightSide†,1740,5
