,-,職業,キャラクター,レベル,転生回数
1,-,,ソムリエ,1440,5
2,-,,塵地螺鈿飾剣,1427,5
3,-,,Maki,1411,5
4,-,,ていたらく,1400,5
5,-,,うに姫。,1378,5
6,-,,seef,1371,5
7,-,,レジェンド左橋,1368,5
8,-,,ねこのて,1366,5
9,-,,みどりん,1354,5
10,-,,penta,1353,5
11,-,,捨てキング,1351,5
12,-,,ドロップに期待,1350,5
13,-,,non1341,1347,5
14,-,,ノワール・ヴィ,1347,5
15,-,,saburu1,1345,5
16,-,,魔女のお茶会,1322,5
17,-,,CR大日本帝国,1319,5
18,-,,ELGIN,1317,5
19,-,,強キ者,1315,5
20,-,,GP03ﾃﾞﾝﾄﾞﾛﾋﾞｳﾑ,1315,5
21,-,,野獣と化した先輩,1308,5
22,-,,ｳﾆｬﾙﾗﾄﾎﾃﾌﾟ,1308,5
23,-,,黙れドン太郎,1307,5
24,-,,蒼佑,1307,5
25,-,,takasaki,1306,5
26,-,,あるもんて,1306,5
27,-,,ζｃanotarosζ,1306,5
28,-,,FILINER,1304,5
29,-,,ヌ・ルカ,1303,5
30,-,,やわやわ戦車,1303,5
31,-,,ねーさま,1302,5
32,-,,ジェノ氏,1302,5
33,-,,あじまる屋さん,1302,5
34,-,,甘栗うまい！,1299,5
35,-,,聖少女領域,1296,5
36,-,,♪つんぬこ♪,1295,5
37,-,,うるてぃめっと,1293,5
38,-,,鞄専ちゃん,1290,5
39,-,,焼き飯食べたい,1287,5
40,-,,背中の壺【2025】,1285,5
41,-,,トルテ,1283,5
42,-,,￡＋,1282,5
43,-,,快活の原罪,1278,5
44,-,,大うえっでしぅ,1276,5
45,-,,apecano,1273,5
46,-,,Mageblood,1273,5
47,-,,えりぃと,1272,5
48,-,,まぁや,1269,5
49,-,,闇鴉,1267,5
50,-,,ぽき,1267,5
