,-,職業,キャラクター,レベル,転生回数
1,-,,カマキリ令嬢,2029,5
2,-,,UnBiR,2029,5
3,-,,ぷーちゃん♪,2018,5
4,-,,シル星,2016,5
5,-,,狼輝,2013,5
6,-,,りんじょー,2010,5
7,-,,おーいえ,2008,5
8,-,,Narmaya,2008,5
9,-,,あざといたぬき,2007,5
10,-,,ψ七ちψ,2007,5
11,-,n25,野獣パイセン,2005,5
12,-,,アーリア。,2004,5
13,-,,しらたま団子ＬＬ,2004,5
14,-,,愛犬サクラ,2002,5
15,-,,DXUキャプテンUSA,2002,5
16,-,,＋カイト＋,2002,5
17,-,,【ポッセ】,2002,5
18,-,,〝AIO〟,2002,5
19,-,,ぼのの,2002,5
20,-,,とろっとろ牛すじ,2002,5
21,-,,ループド,2002,5
22,-,,お～い恋茶,2001,5
23,-,,長谷川千雨,2000,5
24,-,,ｂｏｗ‐ｗｏｗ,2000,5
25,-,,弓兵頭,2000,5
26,-,,みゅうごろう,2000,5
27,-,,あなたのハートに,2000,5
28,-,,大動脈瘤,2000,5
29,-,,甘栗うっまW,2000,5
30,-,,伊勢七海,2000,5
31,-,,Vitamin3000,2000,5
32,-,,捨ノ型・生生流転,2000,5
33,-,,ぬりぼう,2000,5
34,-,,おぃ、止まれ！？,2000,5
35,-,,sunafu,1999,5
36,-,,メリデ♪,1991,5
37,-,,か～ら,1990,5
38,-,,darkfy,1987,5
39,-,,鷸榧,1985,5
40,-,,レバナス父ちゃん,1979,5
41,-,,たこち,1979,5
42,-,,yamada3000,1975,5
43,-,,11000円,1971,5
44,-,,狼獄,1969,5
45,-,,ねこみみ弐号,1965,5
46,-,,卵人,1965,5
47,-,,katsuxxx,1959,5
48,-,,ﾙﾙｰｼｭ・ﾗﾝﾍﾟﾙｰｼﾞ,1957,5
49,-,,サトノレイナス,1956,5
50,-,,瑞穂りん,1955,5
