,-,職業,キャラクター,レベル,転生回数
1,-,,野獣先輩,1400,5
2,-,,とったん,1394,5
3,-,,ラートム,1366,5
4,-,,かいふう。,1350,5
5,-,,スペちゃん,1322,5
6,-,,離婚おじさん,1209,5
7,-,,penta,1184,5
8,-,,あほちん,1142,5
9,-,,あかしょん,1131,5
10,-,,万人の死角,1113,5
11,-,,メイ,1103,5
12,-,,カフェモカ,1102,5
13,-,,くろひな,1081,5
14,-,,とりんだめあ,1080,5
15,-,,フィリップス,1076,5
16,-,,可愛い子ちゃん,1065,5
17,-,,ちいさめ,1063,5
18,-,,貧乏貴族,1063,5
19,-,,ルフィ,1057,5
20,-,,シャカビーチ,1056,5
21,-,,viviD,1049,5
22,-,,脳筋ちゃん,1047,5
23,-,,ココ,1045,5
24,-,,ローズ・スィ,1042,5
25,-,,ウーマナイザー響,1038,5
26,-,,タカツキ・BT,1032,5
27,-,,しめじ,1028,5
28,-,,パスタン,1027,5
29,-,,ニコニコ葬送曲,1026,5
30,-,,銭投げウーマン,1025,5
31,-,,しましまーる。,1025,5
32,-,,サナ,1024,5
33,-,,びっちょりアルケ,1023,5
34,-,,メタルンバ,1022,5
35,-,,∮Moca∮,1020,5
36,-,,arccos01,1020,5
37,-,,トルトン,1019,5
38,-,,ﾁｮｲ悪ｱﾁｬ,1019,5
39,-,,デパス斎藤,1018,5
40,-,,マッチョメン,1017,5
41,-,,どぼんぐ,1017,5
42,-,,Miyavv,1014,5
43,-,,骸月,1014,5
44,-,,鬼にカネボウ,1014,5
45,-,,あすふぁ,1014,5
46,-,,ぶりんばんばん,1013,5
47,-,,LostMemory♪,1011,5
48,-,,逆襲のメタル,1011,5
49,-,,琥丹,1010,5
50,-,,Gewalt,1009,5
