,-,職業,キャラクター,レベル,転生回数
1,-,,rstesttest,2034,5
2,-,,きんぎょ。,1333,5
3,-,,ベイムババア,1299,5
4,-,,EternalSky,1257,5
5,-,,akairosignal,1254,5
6,-,,ぷわぷわぽぷら,1253,5
7,-,,wave,1252,5
8,-,,エンヘイおね,1251,5
9,-,,赤石ずん子,1251,5
10,-,,病気のヒペリオン,1251,5
11,-,,ELGIN,1201,5
12,-,,芭蕉天ノイ,1173,5
13,-,,でかとまと,1163,5
14,-,,ぜおにゃん,1158,5
15,-,,のっぽパン,1154,5
16,-,,ちゃかちか,1120,5
17,-,,ケイ,1111,5
18,-,,リコフェリア,1102,5
19,-,,える嬢,1100,5
20,-,,ランテット強襲型,1071,5
21,-,,桃太郎,1061,5
22,-,,♯金色夕さま,1060,5
23,-,,しるま,1058,5
24,-,,helt,1053,5
25,-,,よーいどーん,1043,5
26,-,,RccA,1036,5
27,-,,くれど,1024,5
28,-,,ﾓｰﾈﾙ,1023,5
29,-,,白上のﾊﾟｲﾅｯﾌﾟﾙ,1015,5
30,-,,さぶる,1000,5
31,-,,ふぁるけってぃあ,990,5
32,-,,しみにー,986,5
33,-,,まるまれん,979,5
34,-,,にゃそ,968,5
35,-,,ぽっぽんち,966,5
36,-,,ノクサスワンコ,963,5
37,-,,Shirusanai,960,5
38,-,,めぐ姉,955,5
39,-,,ー雨ー,952,5
40,-,,アイス,944,5
41,-,,かげちよ,938,5
42,-,,ふぇると,938,5
43,-,,毒林檎。,937,5
44,-,,みか☆えりす,936,5
45,-,,跳弾のシイナ,936,5
46,-,,Saphir,934,5
47,-,,しぐっぽい,934,5
48,-,,ｳｰﾆｬｰﾙｰﾊﾟｰ,932,5
49,-,,マヌケ,931,5
50,-,,アキラ,926,5
