,-,職業,キャラクター,レベル,転生回数
1,-,,ELGIN,1500,5
2,-,,ヤニカス幼女,1500,5
3,-,,EternalSky,1500,5
4,-,,襲う波,1500,5
5,-,,える嬢,1500,5
6,-,,背中の壺,1500,5
7,-,,ベイムババア,1500,5
8,-,,粉砕の祈り,1500,5
9,-,,ジェノ氏,1500,5
10,-,,きんぎょ。,1500,5
11,-,,ふぁるけってぃあ,1500,5
12,-,,ｺﾞｰﾙﾃﾞﾝﾐｻﾐｻ,1500,5
13,-,,レジェンド校長,1500,5
14,-,,アリスワンダー,1500,5
15,-,,ワイアットアープ,1500,5
16,-,,パーマ＠,1500,5
17,-,,penta,1500,5
18,-,,ぷぴぃ銃,1500,5
19,-,,向上箱狙いめっち,1500,5
20,-,,ましろ,1500,5
21,-,,ヒママ,1500,5
22,-,,ねるねる,1500,5
23,-,,しろ,1500,5
24,-,,マヌケ,1500,5
25,-,,ｳｰﾆｬｰﾙｰﾊﾟｰ,1500,5
26,-,,ねむみちゃん,1500,5
27,-,,somu,1500,5
28,-,,メイド渡良瀬,1500,5
29,-,,ちかちゃ,1500,5
30,-,,オタマデュクシ,1500,5
31,-,,安倍晋三,1500,5
32,-,,リリアート,1500,5
33,-,,tori3,1500,5
34,-,,DORP,1500,5
35,-,,はだかの小坊主,1500,5
36,-,,事をすませば,1500,5
37,-,,レイン,1500,5
38,-,,まーりも,1500,5
39,-,,yuri,1500,5
40,-,,天天天,1500,5
41,-,,オルガ,1500,5
42,-,,もりっしー,1500,5
43,-,,ここぴ～,1500,5
44,-,,Maki_,1500,5
45,-,,ﾊｰﾌﾑｰﾝｶｯﾄ,1500,5
46,-,,ンンポポ,1500,5
47,-,,Nanta,1500,5
48,-,,ﾌﾞﾘｰﾀﾞｰのﾌﾟﾛ,1500,5
49,-,,§めぐ姉§,1500,5
50,-,,カルデラ,1500,5
