,サマナー,ぷーちゃん♪,1500,5
633位,,武道家,Bーふ,1013,5
634位,,武道家,シンメ,1013,5
635位,,シーフ,きしえる,1013,5
636位,,リトルウィッチ,燐ちゃん,1012,5
637位,,アーチャー,アーティ。,1012,5
638位,,アーチャー,黒梅酒,1012,5
639位,,戦士,☆桜咲♪♪,1012,5
640位,,剣士,kekeⅱ,1012,5
641位,,黒魔術師,ﾆｺ・ロビン,1011,5
642位,,ビーストテイマー,スフレ♪,1011,5
643位,,ビーストテイマー,huzuki,1011,5
644位,,ランサー,☆ありすたん♪,1011,5
645位,,追放天使,BUS。,1011,3
646位,,光奏師,RosaiDorfman,1010,5
647位,,霊術師,ｶﾄﾗｰ･ﾍﾞｹｯﾄ,1010,5
648位,,プリンセス,おとぎ国の大樹,1010,5
649位,,武道家,ねこくろ,1010,5
650位,,ウィザード,ベラー,1010,5
651位,,リトルウィッチ,京子たん,1009,5
652位,,ランサー,0nak4Su1ta,1009,5
653位,,戦士,羅列,1009,5
654位,,アルケミスト,じーす,1008,5
655位,,アルケミスト,Vitamin3000,1008,5
656位,,黒魔術師,ねこじゅつし,1008,5
657位,,闘士,ふぅりんっ,1008,5
658位,,闘士,れじぇっちょ,1008,5
659位,,霊術師,○カマです。。,1008,5
660位,,シーフ,tantan_07,1008,5
661位,,シーフ,ガンバードⅡ,1008,5
662位,,追放天使,DTてんし,1008,5
663位,,アルケミスト,ひらめち,1007,5
664位,,獣人,化石の記憶,1007,5
665位,,リトルウィッチ,ゆかるり,1007,5
666位,,リトルウィッチ,まなぷりん歌姫,1007,5
667位,,武道家,1901,1007,5
668位,,ウィザード,トリプルぷるぷる,1007,5
669位,,戦士,GrantKeeneth,1007,5
670位,,獣人,ﾎﾟｰﾄｶﾞｽ・D．ｴｰｽ,1006,5
671位,,霊術師,かーらτ,1006,5
672位,,プリンセス,よもぎ姫,1006,5
673位,,アーチャー,みころっく,1006,5
674位,,ウィザード,Матрёшка,1006,5
675位,,ウィザード,け～む,1006,5
676位,,光奏師,つばまる。,1005,5
677位,,武道家,∮したっぱ∮,1005,5
678位,,武道家,FASIAL,1005,5
679位,,ウィザード,呉竹鞘御杖刀,1005,5
680位,,光奏師,ささくれ痛い乃介,1005,3
681位,,光奏師,DTじゅーじん,1004,5
682位,,ビショップ,ホボ・ブラジル,1004,5
683位,,サマナー,游々,1003,5
684位,,アーチャー,ひろぽんarc,1003,5
685位,,武道家,冥界王レイリー,1003,5
686位,,ウィザード,☆白魔導師☆,1003,5
687位,,マスケッティア,射之助,1002,5
688位,,光奏師,カマキり令嬢,1002,5
689位,,霊術師,悪い子猫ちゃん,1002,5
690位,,霊術師,なついち,1002,5
691位,,プリンセス,電気社長,1002,5
692位,,サマナー,うーろんちゃ,1002,5
693位,,武道家,is2235,1002,5
694位,,シーフ,スターリング＿,1002,5
695位,,ウルフマン,マスオ。,1002,5
696位,,剣士,天城颯馬,1002,5
697位,,光奏師,そとわくJ,1001,5
698位,,霊術師,ワ・ッ・チ,1001,5
699位,,悪魔,ﾉﾝｶﾌｪｲﾝｺｰﾋｰ,1001,5
700位,,ランサー,κarura,1001,5
701位,,ランサー,MP槍♪,1001,5
702位,,ビショップ,コルして下さい！,1001,5
703位,,ウィザード,fucoxanthinol,1001,5
704位,,戦士,リカルの遺志,1001,5
705位,,戦士,らいおんキング,1001,5
706位,,剣士,καЯμγα,1001,5
707位,,シーフ,ダム坊,1001,4
708位,,アーチャー,7thワールド,1001,2
709位,,アーチャー,夏菜子お,1001,1
710位,,黒魔術師,眼鏡はいいぞ,1000,5
711位,,黒魔術師,しらたま団子ＬＬ,1000,5
712位,,霊術師,Maximoff,1000,5
713位,,ビーストテイマー,真華,1000,5
714位,,ビーストテイマー,ShootingStar☆彡,1000,5
715位,,ビーストテイマー,ｼｬﾙﾛｯﾄ・ﾍﾞｲｶｰ,1000,5
716位,,ランサー,Sparituda,1000,5
717位,,ランサー,LilaMia,1000,5
718位,,武道家,風呂屋の闘争,1000,5
719位,,武道家,ζsilentζ,1000,5
720位,,追放天使,『ポッセ』,1000,5
721位,,ウィザード,ミ～ティア,1000,5
722位,,戦士,鼻毛特攻隊,1000,5
723位,,戦士,ジョン・ウィック,1000,5
724位,,剣士,花ピアス☆,1000,5
725位,,光奏師,Sanremo,999,5
726位,,悪魔,でびぃ夫人,999,5
727位,,プリンセス,伝説の左,999,5
728位,,黒魔術師,天翔＇龍閃,998,5
729位,,悪魔,白南天,998,5
730位,,シーフ,なるお,998,5
731位,,ウィザード,まこっつ,998,5
732位,,シーフ,ζKleinζ,997,5
733位,,武道家,ふぅぅ・ω・）†,996,5
734位,,戦士,Ф黒大和Ф,996,5
735位,,プリンセス,Sheena☆ｼﾙｷｰ,995,5
736位,,アーチャー,わんぬこりん,995,5
737位,,ランサー,minas,994,5
738位,,光奏師,ドブネズミ,993,5
739位,,ビショップ,エルゴプラクシー,993,5
740位,,メイド,べホイミ,992,5
741位,,プリンセス,世界で1番お姫様,992,5
742位,,アーチャー,カクラ,992,5
743位,,ランサー,メリデ♪,992,5
744位,,剣士,斬之助,992,5
745位,,リトルウィッチ,裏BONUS,991,5
746位,,アーチャー,熱風☆,991,5
747位,,剣士,アントニオ洋,991,5
748位,,ウィザード,Ψ人生Ψ,991,3
749位,,霊術師,しんくれあ,990,5
750位,,追放天使,万物創生,990,5
751位,,追放天使,2時間1分19秒,990,5
752位,,ウィザード,舞之助,990,5
753位,,戦士,日軍,990,5
754位,,剣士,むこうぶっち,990,5
755位,,剣士,Starman,990,5
756位,,ウルフマン,ジャガージャック,990,4
757位,,ウィザード,ジェルア,990,4
758位,,黒魔術師,おこの姫,989,5
759位,,ランサー,眠れる女子,989,5
760位,,シーフ,ShakeShack,989,5
761位,,剣士,エコシュウ,989,5
762位,,闘士,どすこいULT,988,5
763位,,ランサー,銀嶺弧雀,988,5
764位,,武道家,まぼろし探偵,988,5
765位,,剣士,ﾛｰﾗﾝ,988,5
766位,,黒魔術師,まろしば,987,5
767位,,霊術師,優しぃ嘘,987,5
768位,,霊術師,Mrスピエモン,987,5
769位,,霊術師,MurderQueenЯR,987,5
770位,,ビーストテイマー,リリ～ちゃん♪,987,5
771位,,ランサー,こぼーん,987,5
772位,,剣士,テトラぽっど,987,5
773位,,剣士,Garugo,987,5
774位,,光奏師,RedSpiderLily,986,5
775位,,光奏師,ゴキおじ,986,5
776位,,アーチャー,ミ～仔,986,5
777位,,ランサー,ウィンリ１,986,5
778位,,武道家,マエタン,986,5
779位,,シーフ,天攻,986,5
780位,,霊術師,むぅ～たん♪,985,5
781位,,ネクロマンサー,くろちゃん♪,985,5
782位,,ランサー,ググれカス,985,5
783位,,シーフ,埋火,985,5
784位,,プリンセス,☆胡蝶蘭☆,985,2
785位,,サマナー,ららみ～,984,5
786位,,アーチャー,猫杏♪,984,5
787位,,ランサー,kishigami3,984,5
788位,,シーフ,ゼルドリッツ,984,5
789位,,黒魔術師,フォルメンテーラ,982,5
790位,,霊術師,人生に迷った,982,5
791位,,悪魔,ね、くろちゃん,982,5
792位,,リトルウィッチ,FairyinyourHart,982,5
793位,,アーチャー,撃業,982,5
794位,,ランサー,Sikaore,982,5
795位,,武道家,灰なな,982,5
796位,,獣人,Raphtalia,981,5
797位,,獣人,アンジョルラス,981,5
798位,,プリンセス,ﾌﾟﾘﾝｾｽ・ﾌﾟﾘｽﾞﾝ,981,5
799位,,プリンセス,メルティアーノ♪,981,5
800位,,ランサー,D･Cherish,981,5
801位,,シーフ,☆ヒョク☆,981,5
802位,,シーフ,パパケット,981,5
803位,,ビショップ,ルーシェル☆,981,5
804位,,戦士,ツムりん,981,5
805位,,リトルウィッチ,ﾙﾅﾙﾅ,981,3
806位,,プリンセス,ぅっっ,980,5
807位,,武道家,斗真君,980,5
808位,,ウィザード,武タケル,980,5
809位,,戦士,アイモモン,980,5
810位,,剣士,マサオ,980,5
811位,,剣士,カラー、,980,5
812位,,サマナー,㈱666,980,1
813位,,霊術師,ＮARUMI,979,5
814位,,リトルウィッチ,優奈☆,979,5
815位,,ランサー,朱の蒼月,979,5
816位,,ランサー,六華壟,979,5
817位,,ランサー,＄槍兵＄,979,5
818位,,武道家,魯粛子敬。,979,5
819位,,ビショップ,独房502号室,979,5
820位,,ウィザード,魔法道長,979,5
821位,,戦士,鮃鮃鮃,979,5
822位,,ウィザード,安井ねこ,979,2
823位,,ランサー,マリジェンヌ,978,5
824位,,ウィザード,フィガレット,978,5
825位,,武道家,ごまさん,978,3
826位,,黒魔術師,リュミルア,977,5
827位,,光奏師,Emiel,977,5
828位,,ランサー,小夜紅葉,977,5
829位,,シーフ,すべるバー,977,5
830位,,追放天使,嵐あらし,977,5
831位,,ウィザード,丱ARF丱,977,5
832位,,戦士,MmuzKnight,977,5
833位,,リトルウィッチ,METALLION,976,5
834位,,リトルウィッチ,ハイシェン,976,5
835位,,ビーストテイマー,マリイちゃん,976,5
836位,,ランサー,みさねこ,976,5
837位,,ランサー,ringrangrung,976,5
838位,,追放天使,Code：001,976,5
839位,,ビショップ,なるほどさん。,976,5
840位,,剣士,みるぱ,976,5
841位,,ビショップ,†ごまちゃん†,976,3
842位,,リトルウィッチ,テイム委員会,975,5
843位,,サマナー,melonpanda,975,5
844位,,ランサー,MBMMの使者,975,5
845位,,ランサー,竜槍ｽﾏｳｸﾞ,975,5
846位,,武道家,紫あじさい,975,5
847位,,武道家,Ｓｔａｒｍａｎ,975,5
848位,,ビショップ,GS横島忠夫,975,5
849位,,ウルフマン,カマセ犬,975,5
850位,,ウィザード,☆チェ・ジウ☆,975,5
851位,,ウィザード,♪ゆうちゃん,975,5
852位,,ウィザード,ユリアちゃん,975,5
853位,,戦士,けんしくん,975,5
854位,,闘士,育毛トニック,974,5
855位,,悪魔,高所シリーズの人,974,5
856位,,武道家,安田理容店,974,5
857位,,霊術師,レイセフト,973,5
858位,,霊術師,みあ！,973,5
859位,,リトルウィッチ,ゆにゃ,973,5
860位,,リトルウィッチ,氷裂姫,973,5
861位,,サマナー,CandyAlice,973,5
862位,,ビショップ,ジャイロべっぷ,973,5
863位,,ビショップ,馬之助,973,5
864位,,ウィザード,ライジング,973,5
865位,,戦士,稟賦,973,5
866位,,剣士,ψAeolusψ,973,5
867位,,ネクロマンサー,SALUさん,972,5
868位,,ビーストテイマー,ﾛﾏﾈｺﾝﾃｨ,972,5
869位,,アーチャー,飛鳥の鬼姫,972,5
870位,,ランサー,ハッピーパウダー,972,5
871位,,武道家,kontyan,972,5
872位,,武道家,葡萄家ぷーちゃん,972,5
873位,,武道家,ビートルかぶ太,972,5
874位,,ウルフマン,旋の爪術士,972,5
875位,,剣士,とと丸③,972,5
876位,,リトルウィッチ,Artesano＋,972,3
877位,,黒魔術師,冥王リン,972,2
878位,,アルケミスト,Gazelle_tea,971,5
879位,,闘士,メイ。,971,5
880位,,霊術師,堕胎された胎児,971,5
881位,,悪魔,地獄花,971,5
882位,,リトルウィッチ,かな姫,971,5
883位,,プリンセス,ice22,971,5
884位,,ランサー,雪餅草,971,5
885位,,ランサー,粉末緑茶,971,5
886位,,武道家,武道s,971,5
887位,,武道家,蹴小僧,971,5
888位,,シーフ,しゃんでぃ,971,5
889位,,ウィザード,メルクリウスﾆｰﾄ,971,5
890位,,黒魔術師,ふらりん,970,5
891位,,サマナー,わらぶき,970,5
892位,,ランサー,shelias,970,5
893位,,ランサー,ｼｪｷﾅｰ･聖鎖･ﾗﾌｧｴﾙ,970,5
894位,,シーフ,アウトサイド,970,5
895位,,ビショップ,きのこ雑炊,970,5
896位,,剣士,しるおじ,970,5
897位,,光奏師,ろんちき。,969,5
898位,,悪魔,ターメリック。,969,5
899位,,プリンセス,ｺｽﾓｽ,969,5
900位,,アーチャー,Judymaria,969,5
901位,,ランサー,♪らんラン♪,969,5
902位,,ランサー,果糖ぶどう糖液糖,969,5
903位,,ウルフマン,フォラカ,969,5
904位,,ウィザード,赤なな,969,5
905位,,霊術師,うぇぶぉ,968,5
906位,,リトルウィッチ,お姫ちゃまよん♪,968,5
907位,,ランサー,ξ塁ξ,968,5
908位,,追放天使,羽ボウキ,968,5
909位,,戦士,レッド（白鯖）,968,5
910位,,黒魔術師,ハナピ,967,5
911位,,獣人,陳登,967,5
912位,,獣人,バーフェン,967,5
913位,,光奏師,かなでし,967,5
914位,,悪魔,げんこつ隊長,967,5
915位,,ランサー,フィル二,967,5
916位,,ランサー,ﾌｧｲｱｰﾌﾟﾘﾝ,967,5
917位,,武道家,ⅹ太陽ⅹ,967,5
918位,,シーフ,銀色、遥か,967,5
919位,,ビショップ,うさんぽ～,967,5
920位,,ビショップ,リヒエル,967,5
921位,,ウィザード,Ｓｈａｆｔ☆,967,5
922位,,戦士,ミルク_tea,967,5
923位,,獣人,アシメゴースト,966,5
924位,,リトルウィッチ,Angel；Heart,966,5
925位,,プリンセス,てん子,966,5
926位,,ランサー,トヨトヨ,966,5
927位,,武道家,主席補佐官,966,5
928位,,武道家,平成最後の春,966,5
929位,,ウィザード,ヴェロックス,966,5
930位,,戦士,リポデ,966,5
931位,,獣人,エクスセンス,966,4
932位,,ビショップ,※クロノⅨ※,966,0
933位,,アルケミスト,小魚ふりかけ,965,5
934位,,光奏師,しろりーぬ,965,5
935位,,霊術師,アリ・エンジェル,965,5
936位,,霊術師,ﾈｵﾝﾃﾄﾗ,965,5
937位,,ネクロマンサー,John_Necramancer,965,5
938位,,リトルウィッチ,しのぶ♪,965,5
939位,,プリンセス,餃子姫,965,5
940位,,アーチャー,桃喰綺羅莉,965,5
941位,,ランサー,☆海賊√,965,5
942位,,ランサー,おやこどん☆,965,5
943位,,武道家,tyatoraneko,965,5
944位,,武道家,飲酒は２０歳から,965,5
945位,,武道家,さび猫,965,5
946位,,ウルフマン,ⅹサイファーⅹ,965,5
947位,,戦士,Ｈ・Ｌ・ファット,965,5
948位,,剣士,ユケス,965,5
949位,,獣人,ヒカリファイナル,964,5
950位,,霊術師,コペーン,964,5
951位,,リトルウィッチ,伊吹星名,964,5
952位,,アーチャー,シリウス☆,964,5
953位,,アーチャー,TomoCruise4,964,5
954位,,武道家,Gonzalo,964,5
955位,,武道家,林ミ方,964,5
956位,,シーフ,葦嵩,964,5
957位,,ウィザード,汰久,964,5
958位,,ウィザード,ご飯おかわり。,964,5
959位,,戦士,碧空,964,5
960位,,戦士,のー戦士,964,5
961位,,剣士,白丸狼,964,5
962位,,アルケミスト,ｳｿｯﾌﾞ,963,5
963位,,闘士,Leather,963,5
964位,,霊術師,♪ズックにロック,963,5
965位,,悪魔,権謀術数,963,5
966位,,リトルウィッチ,かーら∂,963,5
967位,,武道家,ゴット☆ドン,963,5
968位,,武道家,これぞ流派,963,5
969位,,追放天使,ひろぽん666,963,5
970位,,アルケミスト,かめちゃミスト,962,5
971位,,黒魔術師,れい嬢,962,5
972位,,獣人,一角平八郎義隆,962,5
973位,,光奏師,レネの日記,962,5
974位,,光奏師,Aioraito,962,5
975位,,ランサー,☆いくらどん,962,5
976位,,ランサー,ﾙｲｰｽﾞ,962,5
977位,,ランサー,ﾊﾝﾏｰｶﾝﾏｰ,962,5
978位,,ランサー,キャンドルスピン,962,5
979位,,ウルフマン,ギュロア,962,5
980位,,ウルフマン,グレープミント,962,5
981位,,ウィザード,ﾗｽﾎﾞｽの前は厨ﾎﾞｽ,962,5
982位,,ウィザード,ぽち♂,962,5
983位,,戦士,関節のパニック,962,5
984位,,戦士,rding,962,5
985位,,戦士,槭凛海,962,5
986位,,剣士,月下獨酌,962,5
987位,,剣士,ｶｳﾎﾞｰｲｵﾝｻﾞﾙｰﾌ,962,5
988位,,剣士,臆病なｶｰﾚｯｼﾞ君,962,5
989位,,メイド,☆ﾏﾐﾑﾒｲﾄﾞ☆,961,5
990位,,霊術師,§社長秘書§,961,5
991位,,霊術師,Ｐあぶ,961,5
992位,,霊術師,てぃんき,961,5
993位,,リトルウィッチ,みみながにゃんこ,961,5
994位,,リトルウィッチ,∮Cocoa∮,961,5
995位,,ランサー,サララⅢ,961,5
996位,,ランサー,Juicy☆彡,961,5
997位,,ランサー,♪OCEANS♪,961,5
998位,,武道家,ナカリシカ,961,5
999位,,シーフ,〓林武〓,961,5
