,-,職業,キャラクター,レベル,転生回数
1,-,,赤石ずん子,1405,5
2,-,,ライラック,1403,5
3,-,,野獣先輩,1400,5
4,-,,とったん,1394,5
5,-,,ラートム,1366,5
6,-,,かいふう。,1350,5
7,-,,スペちゃん,1322,5
8,-,,しゃろろん,1313,5
9,-,,サイレン,1253,5
10,-,,離婚おじさん,1209,5
11,-,,penta,1184,5
12,-,,えーくす,1183,5
13,-,,あほちん,1142,5
14,-,,あかしょん,1131,5
15,-,,万人の死角,1113,5
16,-,,メイ,1103,5
17,-,,カフェモカ,1102,5
18,-,,くろひな,1081,5
19,-,,とりんだめあ,1080,5
20,-,,フィリップス,1076,5
21,-,,可愛い子ちゃん,1065,5
22,-,,ちいさめ,1063,5
23,-,,貧乏貴族,1063,5
24,-,,ルフィ,1057,5
25,-,,シャカビーチ,1056,5
26,-,,viviD,1049,5
27,-,,脳筋ちゃん,1047,5
28,-,,ココ,1045,5
29,-,,ローズ・スィ,1042,5
30,-,,ウーマナイザー響,1038,5
31,-,,タカツキ・BT,1032,5
32,-,,しめじ,1028,5
33,-,,パスタン,1027,5
34,-,,ニコニコ葬送曲,1026,5
35,-,,銭投げウーマン,1025,5
36,-,,しましまーる。,1025,5
37,-,,サナ,1024,5
38,-,,びっちょりアルケ,1023,5
39,-,,メタルンバ,1022,5
40,-,,しゃろん,1020,5
41,-,,∮Moca∮,1020,5
42,-,,arccos01,1020,5
43,-,,トルトン,1019,5
44,-,,ﾁｮｲ悪ｱﾁｬ,1019,5
45,-,,デパス斎藤,1018,5
46,-,,マッチョメン,1017,5
47,-,,どぼんぐ,1017,5
48,-,,Miyavv,1014,5
49,-,,骸月,1014,5
50,-,,兎咲ミミ,1014,5
