,-,職業,キャラクター,レベル,転生回数
1,-,,rstesttest,2034,5
2,-,,ぜおにゃん,1384,5
3,-,,きんぎょ。,1362,5
4,-,,ベイムババア,1361,5
5,-,,ねるねる,1359,5
6,-,,ふぁるけってぃあ,1357,5
7,-,,ぷぴぃ銃,1327,5
8,-,,ELGIN,1326,5
9,-,,ジェノ氏,1325,5
10,-,,える嬢,1322,5
11,-,,EternalSky,1320,5
12,-,,マヌケッティア,1311,5
13,-,,マヌケ,1301,5
14,-,,のっぽパン,1299,5
15,-,,♯金色夕さま,1299,5
16,-,,yabaikei,1298,5
17,-,,wave,1296,5
18,-,,ｳｰﾆｬｰﾙｰﾊﾟｰ,1296,5
19,-,,Lucian,1294,5
20,-,,Maki_,1293,5
21,-,,めたもるふぉーぜ,1292,5
22,-,,霊ゆるふ,1288,5
23,-,,リリアート,1286,5
24,-,,芭蕉天ノイ,1280,5
25,-,,赤石ずん子,1278,5
26,-,,ごーるどちむちむ,1274,5
27,-,,DORP,1274,5
28,-,,アリスワンダー,1270,5
29,-,,よーいどーん,1269,5
30,-,,くれど,1269,5
31,-,,akairosignal,1268,5
32,-,,さぶる,1268,5
33,-,,錨金具,1268,5
34,-,,背中の壺,1267,5
35,-,,ヤニカス幼女,1265,5
36,-,,レジェンド校長,1265,5
37,-,,ヒママ,1264,5
38,-,,ごーるどめりでん,1263,5
39,-,,リリス,1263,5
40,-,,somu,1263,5
41,-,,tori3,1263,5
42,-,,ぷわぷわぽぷら,1262,5
43,-,,撃ち貫くのみ,1261,5
44,-,,チェルシ,1261,5
45,-,,undeuxtrois,1260,5
46,-,,白上のﾊﾟｲﾅｯﾌﾟﾙ,1259,5
47,-,,RccA,1258,5
48,-,,でかとまと,1258,5
49,-,,桃太郎,1258,5
50,-,,まーりも,1258,5
