,-,職業,キャラクター,レベル,転生回数
1,-,,カジュアル,2000,5
2,-,,ラクサスドレアン,2000,5
3,-,,ψXENOψ,2000,5
4,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,2000,5
5,-,,たいやきあんこ,2000,5
6,-,,mttt,2000,5
7,-,,レジェンド石橋,2000,5
8,-,,アリス・ワンダー,2000,5
9,-,,思いやりGDX,1999,5
10,-,,krisu,1988,5
11,-,,xたまきちx,1983,5
12,-,,うにゃDX,1981,5
13,-,,Oddesy,1978,5
14,-,,marui11111,1978,5
15,-,,快活ねえさん,1974,5
16,-,,Miki_,1967,5
17,-,,蜜月抄,1964,5
18,-,,＊鬼鮫＊,1960,5
19,-,,あぷりこ,1960,5
20,-,,ハイドシークス,1957,5
21,-,,愛泉,1950,5
22,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1947,5
23,-,,ルベーグ2世,1942,5
24,-,,ﾌｪﾘｱ,1938,5
25,-,,サイバーナイト,1937,5
26,-,,アクシズ教神官,1934,5
27,-,,御暇さん,1933,5
28,-,,ほしめろちゃん,1932,5
29,-,,猫邪,1929,5
30,-,,ろずこ,1928,5
31,-,,ウリ☆,1926,5
32,-,,ちよし姫,1924,5
33,-,,氷華舞い散る,1920,5
34,-,,☆☆うっちぃ☆☆,1916,5
35,-,,しらすたっぷ。,1915,5
36,-,,れもんψ,1914,5
37,-,,腐敗キノコ,1912,5
38,-,,ああ播磨灘,1912,5
39,-,,二階堂パンパース,1910,5
40,-,,WaterLilyFlower,1905,5
41,-,,永遠の暗闇,1904,5
42,-,,☆まろむぎ☆,1903,5
43,-,,黒虎ちゃん,1902,5
44,-,,MVアグスタ,1900,5
45,-,,ふぇの,1892,5
46,-,,戦略破壊魔術兵器,1891,5
47,-,,☆キノ♪,1889,5
48,-,,むぎちゃ。,1886,5
49,-,,痛風姉さん,1882,5
50,-,,緋色＄,1880,5
