,-,職業,キャラクター,レベル,転生回数
1,-,,カマキリ令嬢,2033,5
2,-,,UnBiR,2032,5
3,-,,ぷーちゃん♪,2021,5
4,-,,シル星,2021,5
5,-,,狼輝,2017,5
6,-,,りんじょー,2014,5
7,-,,あざといたぬき,2012,5
8,-,,Narmaya,2012,5
9,-,,野獣パイセン,2010,5
10,-,,ψ七ちψ,2008,5
11,-,,おーいえ,2008,5
12,-,,DXUキャプテンUSA,2004,5
13,-,,アーリア。,2004,5
14,-,,しらたま団子ＬＬ,2004,5
15,-,,愛犬サクラ,2003,5
16,-,,お～い恋茶,2003,5
17,-,,＋カイト＋,2002,5
18,-,,【ポッセ】,2002,5
19,-,,sunafu,2002,5
20,-,,〝AIO〟,2002,5
21,-,,ぼのの,2002,5
22,-,,とろっとろ牛すじ,2002,5
23,-,,ループド,2002,5
24,-,,長谷川千雨,2000,5
25,-,,ｂｏｗ‐ｗｏｗ,2000,5
26,-,,弓兵頭,2000,5
27,-,,みゅうごろう,2000,5
28,-,,あなたのハートに,2000,5
29,-,,大動脈瘤,2000,5
30,-,,甘栗うっまW,2000,5
31,-,,伊勢七海,2000,5
32,-,,か～ら,2000,5
33,-,,Vitamin3000,2000,5
34,-,,メリデ♪,2000,5
35,-,,捨ノ型・生生流転,2000,5
36,-,,ヒュレイカ．,2000,5
37,-,,たこち,2000,5
38,-,,ぬりぼう,2000,5
39,-,,おぃ、止まれ！？,2000,5
40,-,,瑞穂りん,1998,5
41,-,,11000円,1991,5
42,-,,鷸榧,1989,5
43,-,,darkfy,1987,5
44,-,,卵人,1979,5
45,-,,レバナス父ちゃん,1979,5
46,-,,yamada3000,1976,5
47,-,,§エス§,1975,5
48,-,,狼獄,1969,5
49,-,,LAMUNATION,1968,5
50,-,,ねこみみ弐号,1965,5
