,-,職業,キャラクター,レベル,転生回数
1,-,,カカオ零,2026,5
2,-,,mttt,2025,5
3,-,,krisu,2023,5
4,-,,ドカ食い気絶部,2020,5
5,-,,永遠の暗闇,2017,5
6,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,2014,5
7,-,,たいやきあんこ,2013,5
8,-,,うにゃDX,2013,5
9,-,,hanacyan,2011,5
10,-,,サイバーナイト,2010,5
11,-,,ﾌｪﾘｱ,2010,5
12,-,,思いやりGDX,2010,5
13,-,,ウリ☆,2010,5
14,-,,ちよし姫,2010,5
15,-,,対立ちゃん,2007,5
16,-,,もぐらⅲ,2006,5
17,-,,ろずこ,2006,5
18,-,,マハーデーヴィー,2006,5
19,-,,ちゃらめる,2006,5
20,-,,ﾛｰﾈﾙ,2006,5
21,-,,marui11111,2006,5
22,-,,ψXENOψ,2005,5
23,-,,ほしめろちゃん,2005,5
24,-,,ξスロウξ,2004,5
25,-,,ずっさん,2004,5
26,-,,アクシズ教神官,2004,5
27,-,,黒虎ちゃん,2004,5
28,-,,アリス・ワンダー,2004,5
29,-,,Bird_of_Hermes,2004,5
30,-,,うなぎ。,2004,5
31,-,,vellr1a,2004,5
32,-,,ΨtinariΨ,2003,5
33,-,,てっぷ。,2003,5
34,-,,Oddesy,2002,5
35,-,,御暇さん,2002,5
36,-,,HGRY,2002,5
37,-,,アバブ,2002,5
38,-,,ゆきちゃま,2002,5
39,-,,マゼ・ドレーク,2002,5
40,-,,猫邪,2002,5
41,-,,ｱﾆﾘｿ,2001,5
42,-,,りるどーぷ,2001,5
43,-,,☆キノ♪,2001,5
44,-,,甘酒ココア,2001,5
45,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,2001,5
46,-,,FILIBUSTER,2001,5
47,-,,カカオ戌,2001,5
48,-,,nishi,2000,5
49,-,,ライブリー,2000,5
50,-,,￡ＢＲＡＶＥ￡,2000,5
