,ビショップ,狼輝,1430,5
2位,,サマナー,ぷーちゃん♪,1429,5
3位,,ランサー,狗神めありー,1423,5
4位,,ランサー,ワユ,1420,5
5位,,武道家,岡部_誠,1417,5
6位,,戦士,地方都市のﾒﾒﾝﾄﾓﾘ,1416,5
7位,,武道家,暇潰,1415,5
8位,,霊術師,舞牡丹,1413,5
9位,,獣人,ｹﾓ蔵,1411,5
10位,,黒魔術師,￡Gazelle,1405,5
11位,,アルケミスト,tantan_01,1404,5
12位,,霊術師,ちんき。,1403,5
13位,,ランサー,さなっしー,1402,5
14位,,霊術師,あなたのハートに,1401,5
15位,,武道家,はちみつ。,1401,5
16位,,獣人,解離,1400,5
17位,,霊術師,ボイン姉ちゃん,1400,5
18位,,プリンセス,未美凛,1400,5
19位,,プリンセス,Le・Ciel,1400,5
20位,,アーチャー,＄神様家族＄,1400,5
21位,,武道家,ヒャム,1400,5
22位,,剣士,正午の紅茶,1400,5
23位,,悪魔,えんまねこ,1398,5
24位,,プリンセス,やっくる♪,1392,5
25位,,霊術師,カマキリ令嬢,1384,5
26位,,剣士,RAD大好き,1382,5
27位,,霊術師,鬼一家の霊術師,1380,5
28位,,ランサー,ニート太郎,1380,5
29位,,ランサー,わかまつあいな,1378,5
30位,,戦士,コボルト秘密ULT,1376,5
31位,,プリンセス,おつまみさん,1365,5
32位,,ランサー,紙ねろ,1362,5
33位,,戦士,AnotherOrion,1360,5
34位,,武道家,セっツ,1354,5
35位,,黒魔術師,闇卵,1346,5
36位,,黒魔術師,アーリア。,1346,5
37位,,アルケミスト,きれのじろう,1342,5
38位,,ビショップ,シル星,1336,5
39位,,サマナー,みゅうごろう,1331,5
40位,,ランサー,べろちゅっちゅ,1330,5
41位,,ウィザード,9rpm,1330,5
42位,,ビショップ,こるてんし（仮）,1320,5
43位,,ビーストテイマー,フウリン,1314,5
44位,,黒魔術師,メロメロイド,1311,5
45位,,武道家,暇つぶ,1310,5
46位,,シーフ,るてさん。,1302,5
47位,,アルケミスト,ゆゆたそ,1299,5
48位,,剣士,ﾄﾞﾔ顔の達人。,1293,5
49位,,武道家,legel,1291,5
50位,,ウィザード,MBMM１２,1291,5
51位,,戦士,餅の･∀･凍結,1289,5
52位,,戦士,わんくろ,1289,5
53位,,メイド,つばきひめ,1287,5
54位,,アーチャー,gurai,1283,5
55位,,武道家,さらまんだーγ,1283,5
56位,,シーフ,ぷいきゅあ～,1281,5
57位,,武道家,ラカリフサの村長,1280,5
58位,,黒魔術師,いぼのじろう,1278,5
59位,,武道家,瓏蓮,1278,5
60位,,黒魔術師,鬼一家の黒魔,1277,5
61位,,リトルウィッチ,Harmonie,1277,5
62位,,霊術師,tantan_08,1276,5
63位,,霊術師,ハープちゃん,1275,5
64位,,黒魔術師,狼妖,1274,5
65位,,ランサー,くりゅ,1270,5
66位,,武道家,勃起,1270,5
67位,,武道家,sunafu,1270,5
68位,,悪魔,濁湯馬鈴薯,1267,5
69位,,霊術師,芋がいい,1266,5
70位,,ランサー,バジル・ユバ,1265,5
71位,,追放天使,真ﾉ天使（ｵﾄｺ）,1264,5
