1位,,霊術師,やまCha☆,1737,5
2位,,闘士,ハイドシークス,1734,5
3位,,霊術師,mttt,1729,5
4位,,闘士,ちぇころん,1683,5
5位,,闘士,ｼｮﾝﾎﾞﾘ沈殿丸,1645,5
6位,,闘士,ゴニウロ,1630,5
7位,,霊術師,搾り汁1,1597,5
8位,,闘士,またんきω,1574,5
9位,,闘士,Tollegal,1553,5
10位,,霊術師,‐Caspar‐,1532,5
11位,,闘士,ミコサマン,1486,5
12位,,霊術師,にゃ〜ん（笑）,1463,5
13位,,霊術師,lave｡,1463,5
14位,,霊術師,煩吉,1456,5
15位,,霊術師,ワイケー2世,1450,5
16位,,霊術師,芽惟,1444,5
17位,,闘士,くうきchan,1438,5
18位,,闘士,紫鯖代表いいだだ,1432,5
19位,,闘士,ぽか２,1411,5
20位,,霊術師,あおしゃち,1411,5
21位,,霊術師,りゅうほう。,1410,5
22位,,霊術師,☆☆うっちぃ☆☆,1395,5
23位,,霊術師,††未海††,1376,5
24位,,霊術師,ﾛｰﾈﾙ,1375,5
25位,,闘士,cross☆cross,1373,5
26位,,霊術師,ニューワー,1373,5
27位,,霊術師,RTX_2080,1365,5
28位,,霊術師,玉狩ちゃん,1358,5
29位,,霊術師,ちゃんちゃんS,1357,5
30位,,霊術師,Luvric_ver0,1344,5
31位,,闘士,SOB０R０N,1330,5
32位,,霊術師,腐敗リンゴ,1320,5
33位,,霊術師,Lux_ka,1318,5
34位,,霊術師,るーちょ,1318,5
35位,,霊術師,micyaki,1311,5
36位,,霊術師,さくらちゃんねる,1309,5
37位,,闘士,のりにゃん,1306,5
38位,,闘士,レヴィア。,1304,5
39位,,霊術師,鎌のぷーさん,1303,5
40位,,闘士,RageEdge,1300,5
41位,,霊術師,Sexy2021,1283,5
42位,,霊術師,なつしょうぐん,1279,5
43位,,霊術師,Acne_Franc,1278,5
44位,,闘士,きぃ−,1277,5
45位,,霊術師,ｶﾙＤＸ,1275,5
46位,,霊術師,ZeroRequiem,1275,5
47位,,闘士,マリールージュ,1270,5
48位,,闘士,真ぜの,1267,5
49位,,闘士,前方のウリエル,1266,5
50位,,闘士,コロッチ。,1265,5
51位,,霊術師,ayanechan,1260,5
52位,,霊術師,黒柳徹子ULT,1257,5
53位,,闘士,紫伯,1256,5
54位,,闘士,下町ナポレオン,1256,5
55位,,霊術師,Lapse,1256,5
56位,,霊術師,れいどーん,1255,5
57位,,霊術師,ヤドン,1253,5
58位,,霊術師,Garnet＄,1252,5
59位,,霊術師,怒流死,1252,5
60位,,霊術師,ルビシス,1250,5
61位,,霊術師,恋泉,1250,5
62位,,霊術師,薄荷°,1250,5
63位,,霊術師,ポインコ,1250,5
64位,,霊術師,☆moz_ku☆,1247,5
65位,,霊術師,源之助BT,1238,5
66位,,霊術師,夜廻茉琉華,1229,5
67位,,霊術師,†テケテケ†,1220,5
68位,,霊術師,霊術師ぴぃちゃん,1219,5
69位,,霊術師,ノンアルコール,1212,5
70位,,霊術師,おまんぴー,1206,5
71位,,霊術師,たたりーの,1203,5
72位,,霊術師,ビテお,1202,4
73位,,霊術師,（｀・ο・）,1201,5
74位,,霊術師,ねるさん,1201,5
75位,,霊術師,敵真腕檻こるこる,1199,5
76位,,霊術師,めもみー,1198,5
77位,,闘士,ゆんえもん,1194,5
78位,,闘士,ぱぽりひょん,1193,5
79位,,闘士,黒もんぶらん,1182,5
80位,,闘士,煌零,1174,5
81位,,闘士,ウェスカーです,1169,5
82位,,霊術師,☆HDDT☆,1161,5
83位,,霊術師,駿河もんきー,1157,5
84位,,霊術師,キャロっとらぺ,1156,5
85位,,霊術師,ホワイトゾンビ,1152,5
86位,,霊術師,いじゅ,1146,5
87位,,闘士,aloofness,1141,5
88位,,闘士,みる子,1139,5
89位,,闘士,SHILANO,1134,5
90位,,闘士,☆TON80☆,1133,5
91位,,霊術師,メメントモリ,1132,5
92位,,闘士,こうなんとか,1122,5
93位,,霊術師,はげ２号,1122,5
94位,,闘士,残暑,1121,5
95位,,霊術師,ΨtinariΨ,1117,5
96位,,霊術師,艶♪,1116,5
97位,,闘士,狂華姫,1109,5
98位,,闘士,戎瓔花,1107,5
99位,,霊術師,霊猫,1101,5
100位,,闘士,†thread†,1097,5
101位,,霊術師,タイプ聖戦,1094,5
102位,,霊術師,魔乳大元帥,1084,5
103位,,闘士,ミスター不眠症,1081,5
104位,,霊術師,ラキラキ。,1080,5
105位,,霊術師,MurCieLaGo。,1079,5
106位,,霊術師,みぃた。,1076,5
107位,,霊術師,cococco,1074,5
108位,,霊術師,みけネコ,1074,5
109位,,霊術師,パティ・ボイド,1065,5
110位,,霊術師,ヴィヴィル,1061,3
111位,,霊術師,狸のしっぽ。,1060,5
112位,,闘士,くしなだ姫,1058,5
113位,,霊術師,ｃｉｎｎａｍｏｎ,1058,5
114位,,霊術師,Ｒｕｂｙ_,1056,5
115位,,霊術師,ogima,1049,5
116位,,霊術師,�杜egumix��,1047,5
117位,,霊術師,シャノ,1043,5
118位,,霊術師,みのりりりりり☆,1040,5
119位,,霊術師,めぷたん☆ミ,1039,5
120位,,闘士,ガミガミ狂信徒,1038,5
121位,,闘士,藤原ψ雅,1038,5
122位,,霊術師,ひじり。。。,1038,5
123位,,霊術師,brilliant☆hell,1038,5
124位,,霊術師,RoseQueen,1037,5
125位,,霊術師,さわ！,1034,5
126位,,霊術師,不倶戴天_,1034,3
127位,,霊術師,黒霊術,1033,5
128位,,霊術師,純恋（sumire☆）,1031,5
129位,,霊術師,aｋｋ,1031,5
130位,,霊術師,ΩキリシャΩ,1030,5
131位,,霊術師,義ももっち,1030,5
132位,,闘士,Hypotension_SB,1029,5
133位,,霊術師,‡rena♪,1028,5
134位,,霊術師,レイラクルス,1027,5
135位,,霊術師,まだむやん。,1027,5
136位,,霊術師,リーファ☆,1026,5
137位,,闘士,MasterFist,1024,5
138位,,霊術師,ポパイサラダ,1024,5
139位,,霊術師,フェイ・カーラ,1023,5
140位,,闘士,ささやき女将,1022,5
141位,,霊術師,ｶﾙDX,1021,2
142位,,闘士,紗夜加,1020,3
143位,,霊術師,ヘルミア,1019,5
144位,,闘士,シアンと僕,1018,5
145位,,霊術師,うるせえ！ババア,1018,5
146位,,霊術師,琉威†,1016,5
147位,,霊術師,くじけぬこころ,1014,5
148位,,闘士,糸雨,1011,5
149位,,闘士,☆ありさ２号☆,1011,5
150位,,霊術師,イタコの姫ちゃん,1010,5
151位,,闘士,後任ノ十影,1010,4
152位,,霊術師,イチゴ牛乳,1009,5
153位,,霊術師,☆ちょこ姉☆,1008,5
154位,,闘士,ろば美の化身,1007,5
155位,,闘士,こととう,1007,5
156位,,闘士,ﾌﾚｯｼｭﾏﾛﾝ→,1006,5
157位,,闘士,冒険者アイズ,1006,5
158位,,霊術師,ｼﾞｬﾇっち,1006,5
159位,,闘士,ラフテア,1006,2
160位,,霊術師,yupo_,1005,5
161位,,闘士,パク・ツゥイ,1004,5
162位,,霊術師,ﾍｲ。いらっしゃい,1004,5
163位,,霊術師,ツンドラ・バード,1002,5
164位,,霊術師,☆悩める宣教師☆,1002,5
165位,,霊術師,ほえええん,1001,5
166位,,霊術師,蝋図毬,1001,5
167位,,闘士,コロンビｰヌ,1000,5
168位,,霊術師,Riisa,1000,5
169位,,霊術師,MantisMan,1000,5
170位,,霊術師,ネネカ☆,1000,5
171位,,霊術師,炊いた青鬼,1000,5
172位,,霊術師,猩影,997,5
173位,,霊術師,ｱﾝﾘ・ｼｬﾙﾊﾟ,997,5
174位,,霊術師,♪ジルバ♪,997,5
175位,,闘士,焼肉専門店,995,5
176位,,霊術師,ジライザ,994,0
177位,,闘士,ケレストホボス,993,5
178位,,霊術師,綾麗,993,5
179位,,霊術師,接続不安定,992,5
180位,,霊術師,風神アウラ,992,5
181位,,霊術師,ﾏｾﾗｯﾃｨ霊ちゃん,991,5
182位,,霊術師,アキュゼ,989,5
183位,,霊術師,ソウルプリンガー,987,5
184位,,霊術師,パン・ケーキ,987,4
185位,,霊術師,血刃霊狐,987,2
186位,,闘士,聖闘士S,985,3
187位,,霊術師,魔神クリシュナ,984,5
188位,,霊術師,FabiolaStalwart,982,5
189位,,霊術師,イサイナ,981,5
190位,,霊術師,rainierthird,979,5
191位,,闘士,ごりごりごりら,978,5
192位,,霊術師,熾星,976,5
193位,,霊術師,ゆち☆,976,5
194位,,霊術師,☆〜三玖〜☆,976,5
195位,,霊術師,エルミオーヌ,975,5
196位,,霊術師,アヴァターラ。,975,5
197位,,闘士,崇音,974,5
198位,,霊術師,yoasobi,974,5
199位,,闘士,朋美。,973,5
200位,,霊術師,�Iバリスタ�I,973,5
201位,,霊術師,ほれーしょ・C,972,5
202位,,霊術師,Thyone,972,5
203位,,闘士,ＤＲＤＲ,971,5
204位,,霊術師,貴方の背後に,971,5
205位,,霊術師,LovёZhy,971,5
206位,,霊術師,Buona_Fortuna,971,4
207位,,闘士,アイザック会長,970,5
208位,,霊術師,FlamingPage,970,5
209位,,霊術師,arisu☆daisy,970,5
210位,,闘士,☆☆kiyou,969,5
211位,,闘士,ポティトォ,969,5
