,-,職業,キャラクター,レベル,転生回数
1,-,,penta,1500,5
2,-,,パトリック,1500,5
3,-,,ノワール・ヴィ,1500,5
4,-,,Saphir,1500,5
5,-,,みお＊,1500,5
6,-,,不穏な悲鳴,1500,5
7,-,,何して遊ぶ？,1500,5
8,-,,ぎんどりⅡ,1500,5
9,-,,天音ちゃ,1500,5
10,-,,みお☆,1500,5
11,-,,エクレール,1500,5
12,-,,キャプテンわかめ,1500,5
13,-,,クラフティ,1500,5
14,-,,夢花火,1500,5
15,-,,だいもんじ,1500,5
16,-,,Join_Helldivers,1478,5
17,-,,金鯖立ちんぼ女子,1452,5
18,-,,きゃーのん,1437,5
19,-,,テケ子,1430,5
20,-,,banapagg,1429,5
21,-,,なんた,1420,5
22,-,,フォトナ,1410,5
23,-,,おふとぅん,1402,5
24,-,,どらんぱ,1401,5
25,-,,nimucap,1401,5
26,-,,mkrain,1400,5
27,-,,これが罵倒,1394,5
28,-,,らいがる,1387,5
29,-,,code,1385,5
30,-,,ぎんどり,1385,5
31,-,,Licos_More,1381,5
32,-,,なな,1379,5
33,-,,灰の魔女イレイナ,1378,5
34,-,,キャノーラロイ,1375,5
35,-,,玉響,1371,5
36,-,,ピー,1370,5
37,-,,YUSA,1367,5
38,-,,罪と罰,1365,5
39,-,,くだもの。,1363,5
40,-,,ゆなちー！,1360,5
41,-,,ぽんでりんぐ,1357,5
42,-,,ちょこっとだけ,1355,5
43,-,,ReSept,1354,5
44,-,,♪つんぬこ♪,1352,5
45,-,,ぼすごん,1352,5
46,-,,金鯖あちゃ,1352,5
47,-,,小次郎,1342,5
48,-,,右衛門九,1339,5
49,-,,contami,1337,5
50,-,,尊師,1334,5
