,-,職業,キャラクター,レベル,転生回数
1,-,,ψXENOψ,2000,5
2,-,,たいやきあんこ,2000,5
3,-,,mttt,2000,5
4,-,,アリス・ワンダー,1972,5
5,-,,カジュアル,1965,5
6,-,,ラクサスドレアン,1958,5
7,-,,レジェンド石橋,1945,5
8,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1936,5
9,-,,快活ねえさん,1935,5
10,-,,Oddesy,1934,5
11,-,,思いやりGDX,1927,5
12,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1926,5
13,-,,アクシズ教神官,1912,5
14,-,,しらすたっぷ。,1912,5
15,-,,二階堂パンパース,1910,5
16,-,,蜜月抄,1910,5
17,-,,猫邪,1910,5
18,-,,あぷりこ,1907,5
19,-,,御暇さん,1907,5
20,-,,れもんψ,1903,5
21,-,,xたまきちx,1902,5
22,-,,愛泉,1896,5
23,-,,krisu,1887,5
24,-,,＊鬼鮫＊,1885,5
25,-,,うにゃDX,1884,5
26,-,,ほしめろちゃん,1874,5
27,-,,ろずこ,1868,5
28,-,,ﾌｪﾘｱ,1867,5
29,-,,ハイドシークス,1866,5
30,-,,Miki_,1863,5
31,-,,☆キノ♪,1861,5
32,-,,marui11111,1861,5
33,-,,サイバーナイト,1859,5
34,-,,永遠の暗闇,1853,5
35,-,,むぎちゃ。,1853,5
36,-,,戦略破壊魔術兵器,1850,5
37,-,,キングプー,1845,5
38,-,,黒虎ちゃん,1845,5
39,-,,ｱﾆﾘｿ,1844,5
40,-,,ルベーグ2世,1842,5
41,-,,†フィル†,1840,5
42,-,,☆あおり☆,1840,5
43,-,,ああ播磨灘,1839,5
44,-,,ウリ☆,1839,5
45,-,,shogi,1838,5
46,-,,ねこなのクゥーン,1838,5
47,-,,Hard_A,1837,5
48,-,,VR戦士,1834,5
49,-,,☆まろむぎ☆,1833,5
50,-,,ΨtinariΨ,1832,5
