位,,サマナー,ぷーちゃん♪,1461,5
2位,,ビショップ,狼輝,1461,5
3位,,ランサー,ワユ,1455,5
4位,,闘士,あなたのハートに,1453,5
5位,,ランサー,さなっしー,1452,5
6位,,獣人,ｹﾓ蔵,1451,5
7位,,剣士,地方都市のﾒﾒﾝﾄﾓﾘ,1451,5
8位,,獣人,解離,1447,5
9位,,霊術師,ちんき。,1447,5
10位,,プリンセス,Le・Ciel,1444,5
11位,,黒魔術師,アーリア。,1443,5
12位,,アーチャー,趣味は・・・矢,1442,5
13位,,黒魔術師,￡Gazelle,1440,5
14位,,ランサー,わかまつあいな,1437,5
15位,,悪魔,えんまねこ,1434,5
16位,,剣士,RAD大好き,1434,5
17位,,プリンセス,やっくる♪,1433,5
18位,,剣士,AnotherOrion,1432,5
19位,,武道家,岡部_誠,1431,5
20位,,光奏師,tantan_13,1430,5
21位,,霊術師,舞牡丹,1430,5
22位,,シーフ,暇潰,1430,5
23位,,ランサー,狗神めありー,1427,5
24位,,アルケミスト,tantan_01,1426,5
25位,,霊術師,鬼一家の霊術師,1422,5
26位,,戦士,コボルト秘密ULT,1421,5
27位,,アーチャー,＄神様家族＄,1420,5
28位,,ランサー,紙ねろ,1419,5
29位,,プリンセス,未美凛,1417,5
30位,,武道家,さらまんだーγ,1414,5
31位,,黒魔術師,メロメロイド,1413,5
32位,,武道家,はちみつ。,1411,5
33位,,アルケミスト,きれのじろう,1410,5
34位,,戦士,餅の･∀･凍結,1406,5
35位,,ランサー,バジル・ユバ,1403,5
36位,,霊術師,ボイン姉ちゃん,1402,5
37位,,ビショップ,こるてんし（仮）,1402,5
38位,,ランサー,藤井聡太,1400,5
39位,,武道家,暇つぶ,1400,5
40位,,武道家,ヒャム,1400,5
41位,,ランサー,くりゅ,1397,5
42位,,霊術師,カマキリ令嬢,1395,5
43位,,ビショップ,素人僧侶ぽいぽい,1390,5
44位,,ビショップ,シル星,1382,5
45位,,プリンセス,おつまみさん,1380,5
46位,,ビーストテイマー,フウリン,1380,5
47位,,黒魔術師,闇卵,1379,5
48位,,武道家,神風の隼,1370,5
49位,,武道家,セっツ,1370,5
50位,,ランサー,小豆桔梗,1369,5
51位,,ランサー,～破幻～,1369,5
52位,,ウィザード,9rpm,1359,5
53位,,ウィザード,star＠wiz,1359,5
54位,,闘士,○○○○●,1350,5
55位,,メイド,つばきひめ,1338,5
56位,,闘士,☆よなぐに☆,1337,5
57位,,ランサー,システィール,1335,5
58位,,サマナー,みゅうごろう,1332,5
59位,,ランサー,べろちゅっちゅ,1330,5
60位,,光奏師,UltimateRAD,1324,5
61位,,シーフ,勃起,1321,5
62位,,ウィザード,MBMM１２,1308,5
63位,,シーフ,ぷいきゅあ～,1305,5
64位,,シーフ,るてさん。,1304,5
65位,,追放天使,【ポッセ】,1304,5
66位,,闘士,tantan_08,1300,5
67位,,ウィザード,業者,1300,5
68位,,アルケミスト,ゆゆたそ,1299,5
69位,,戦士,ﾄﾞﾔ顔の達人。,1293,5
70位,,剣士,わんくろ,1293,5
71位,,武道家,legel,1291,5
72位,,戦士,じみ～,1290,5
73位,,悪魔,濁湯馬鈴薯,1288,5
74位,,ランサー,愛犬サクラ,1285,5
75位,,ビショップ,真ﾉ天使（ｵﾄｺ）,1284,5
76位,,黒魔術師,鬼一家の黒魔,1283,5
77位,,アーチャー,gurai,1283,5
78位,,武道家,ラカリフサの村長,1280,5
79位,,黒魔術師,いぼのじろう,1279,5
80位,,プリンセス,Harmonie,1279,5
81位,,武道家,瓏蓮,1278,5
82位,,リトルウィッチ,StoPBlTch,1277,5
83位,,霊術師,ハープちゃん,1275,5
84位,,武道家,カピカピのおもち,1275,5
85位,,黒魔術師,狼妖,1274,5
86位,,ランサー,chachami,1273,5
87位,,武道家,sunafu,1270,5
88位,,ウィザード,Manstyle,1270,5
89位,,ウィザード,イフリィート,1269,5
90位,,光奏師,一色菫,1268,5
91位,,霊術師,ぶろんずごりら,1267,5
92位,,霊術師,芋がいい,1266,5
93位,,ランサー,ｱｼﾝﾒﾄﾘｰ,1266,5
94位,,霊術師,狼闘,1265,5
95位,,ランサー,ネオン♪゛,1263,5
96位,,ウィザード,創造神皇ダニエル,1261,5
97位,,アーチャー,Lanval,1260,5
98位,,戦士,§Alexandrite§,1260,5
99位,,シーフ,towaco．,1259,5
100位,,シーフ,攻めがわ,1259,5
