,-,職業,キャラクター,レベル,転生回数
1,-,,たいやきあんこ,1965,5
2,-,,mttt,1960,5
3,-,,ψXENOψ,1953,5
4,-,,アリス・ワンダー,1925,5
5,-,,カジュアル,1903,5
6,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1901,5
7,-,,思いやりGDX,1898,5
8,-,,れもんψ,1896,5
9,-,,レジェンド石橋,1896,5
10,-,,ラクサスドレアン,1894,5
11,-,,アクシズ教神官,1889,5
12,-,,Oddesy,1884,5
13,-,,快活ねえさん,1883,5
14,-,,猫邪,1878,5
15,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1876,5
16,-,,蜜月抄,1875,5
17,-,,御暇さん,1873,5
18,-,,しらすたっぷ。,1872,5
19,-,,あぷりこ,1871,5
20,-,,二階堂パンパース,1868,5
21,-,,krisu,1865,5
22,-,,愛泉,1864,5
23,-,,＊鬼鮫＊,1859,5
24,-,,xたまきちx,1858,5
25,-,,うにゃDX,1851,5
26,-,,ﾌｪﾘｱ,1849,5
27,-,,ろずこ,1848,5
28,-,,marui11111,1846,5
29,-,,ほしめろちゃん,1846,5
30,-,,キングプー,1845,5
31,-,,☆キノ♪,1845,5
32,-,,サイバーナイト,1844,5
33,-,,ｱﾆﾘｿ,1844,5
34,-,,ハイドシークス,1843,5
35,-,,☆あおり☆,1840,5
36,-,,戦略破壊魔術兵器,1838,5
37,-,,ルベーグ2世,1835,5
38,-,,Miki_,1834,5
39,-,,shogi,1830,5
40,-,,黒虎ちゃん,1830,5
41,-,,むぎちゃ。,1829,5
42,-,,†フィル†,1828,5
43,-,,ああ播磨灘,1827,5
44,-,,ξスロウξ,1825,5
45,-,,ζhaluluζ,1823,5
46,-,,ねこなのクゥーン,1822,5
47,-,,Hard_A,1819,5
48,-,,VR戦士,1816,5
49,-,,あぼん☆,1815,5
50,-,,Luvric_ver0,1815,5
