,-,職業,キャラクター,レベル,転生回数
1,-,,ψXENOψ,2000,5
2,-,,たいやきあんこ,2000,5
3,-,,mttt,2000,5
4,-,,アリス・ワンダー,1990,5
5,-,,カジュアル,1987,5
6,-,,ラクサスドレアン,1979,5
7,-,,レジェンド石橋,1968,5
8,-,,快活ねえさん,1958,5
9,-,,Oddesy,1957,5
10,-,,思いやりGDX,1956,5
11,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1955,5
12,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1942,5
13,-,,アクシズ教神官,1924,5
14,-,,猫邪,1923,5
15,-,,xたまきちx,1921,5
16,-,,蜜月抄,1921,5
17,-,,あぷりこ,1920,5
18,-,,御暇さん,1916,5
19,-,,しらすたっぷ。,1915,5
20,-,,れもんψ,1911,5
21,-,,うにゃDX,1911,5
22,-,,二階堂パンパース,1910,5
23,-,,＊鬼鮫＊,1908,5
24,-,,愛泉,1903,5
25,-,,ほしめろちゃん,1900,5
26,-,,ハイドシークス,1897,5
27,-,,krisu,1894,5
28,-,,ろずこ,1892,5
29,-,,Miki_,1889,5
30,-,,marui11111,1886,5
31,-,,ﾌｪﾘｱ,1881,5
32,-,,サイバーナイト,1875,5
33,-,,☆キノ♪,1864,5
34,-,,永遠の暗闇,1860,5
35,-,,むぎちゃ。,1859,5
36,-,,ねこなのクゥーン,1852,5
37,-,,☆まろむぎ☆,1852,5
38,-,,戦略破壊魔術兵器,1851,5
39,-,,黒虎ちゃん,1851,5
40,-,,ちよし姫,1850,5
41,-,,キングプー,1845,5
42,-,,†フィル†,1845,5
43,-,,ΨtinariΨ,1845,5
44,-,,ああ播磨灘,1845,5
45,-,,ｱﾆﾘｿ,1844,5
46,-,,ルベーグ2世,1843,5
47,-,,shogi,1842,5
48,-,,ウリ☆,1841,5
49,-,,VR戦士,1840,5
50,-,,Hard_A,1840,5
