,-,職業,キャラクター,レベル,転生回数
1,-,,カジュアル,2000,5
2,-,,krisu,2000,5
3,-,,Oddesy,2000,5
4,-,,あぷりこ,2000,5
5,-,,ラクサスドレアン,2000,5
6,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,2000,5
7,-,,ψXENOψ,2000,5
8,-,,たいやきあんこ,2000,5
9,-,,marui11111,2000,5
10,-,,mttt,2000,5
11,-,,レジェンド石橋,2000,5
12,-,,アリス・ワンダー,2000,5
13,-,,うにゃDX,2000,5
14,-,,xたまきちx,2000,5
15,-,,蜜月抄,2000,5
16,-,,思いやりGDX,1999,5
17,-,,快活ねえさん,1993,5
18,-,,ハイドシークス,1988,5
19,-,,Miki_,1982,5
20,-,,ウリ☆,1980,5
21,-,,真ぜの,1980,5
22,-,,akmm,1978,5
23,-,,愛泉,1976,5
24,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1976,5
25,-,,腐敗キノコ,1974,5
26,-,,猫邪,1973,5
27,-,,＊鬼鮫＊,1971,5
28,-,,御暇さん,1966,5
29,-,,ﾌｪﾘｱ,1963,5
30,-,,サイバーナイト,1962,5
31,-,,アクシズ教神官,1958,5
32,-,,MVアグスタ,1954,5
33,-,,ルベーグ2世,1952,5
34,-,,魔法姫ひかり,1946,5
35,-,,ほしめろちゃん,1945,5
36,-,,ちよし姫,1943,5
37,-,,ΨtinariΨ,1941,5
38,-,,ろずこ,1939,5
39,-,,☆☆うっちぃ☆☆,1937,5
40,-,,氷華舞い散る,1936,5
41,-,,ああ播磨灘,1929,5
42,-,,ふぇの,1928,5
43,-,,黒虎ちゃん,1926,5
44,-,,WaterLilyFlower,1919,5
45,-,,永遠の暗闇,1915,5
46,-,,れもんψ,1915,5
47,-,,しらすたっぷ。,1915,5
48,-,,二階堂パンパース,1910,5
49,-,,☆キノ♪,1909,5
50,-,,戦略破壊魔術兵器,1907,5
