,-,職業,キャラクター,レベル,転生回数
1,-,,rstesttest,2034,5
2,-,,ベイムババア,1500,5
3,-,,マヌケ,1500,5
4,-,,きんぎょ。,1500,5
5,-,,ELGIN,1462,5
6,-,,レイン,1453,5
7,-,,ふぁるけってぃあ,1450,5
8,-,,ねるねる,1418,5
9,-,,ぷぴぃ銃,1400,5
10,-,,ぜおにゃん,1397,5
11,-,,EternalSky,1386,5
12,-,,ヒママ,1384,5
13,-,,ジェノ氏,1366,5
14,-,,Lucian,1363,5
15,-,,くれど,1360,5
16,-,,向上箱狙いめっち,1360,5
17,-,,える嬢,1357,5
18,-,,もりっしー,1351,5
19,-,,リリアート,1344,5
20,-,,tori3,1342,5
21,-,,マヌケッティア,1340,5
22,-,,雄出精,1339,5
23,-,,ろばファイア,1338,5
24,-,,ヤニカス幼女,1334,5
25,-,,我物理テイマ,1334,5
26,-,,penta,1334,5
27,-,,オタマデュクシ,1333,5
28,-,,まーりも,1332,5
29,-,,akairosignal,1330,5
30,-,,DORP,1328,5
31,-,,Maki_,1327,5
32,-,,アリスワンダー,1325,5
33,-,,Nanta,1323,5
34,-,,wave,1319,5
35,-,,よーいどーん,1316,5
36,-,,雨ラーメン１１,1310,5
37,-,,ンンポポ,1308,5
38,-,,吉四六,1307,5
39,-,,♯金色夕さま,1306,5
40,-,,のっぽパン,1305,5
41,-,,アキラ,1305,5
42,-,,Saphir,1304,5
43,-,,みか☆えりす,1304,5
44,-,,ｳｰﾆｬｰﾙｰﾊﾟｰ,1304,5
45,-,,バリルキハノ,1303,5
46,-,,yabaikei,1303,5
47,-,,はだかの小坊主,1303,5
48,-,,潤羽るしふぁー,1302,5
49,-,,§めぐ姉§,1302,5
50,-,,すがたかし３６才,1301,5
