,-,職業,キャラクター,レベル,転生回数
1,-,,パトリック,1500,5
2,-,,penta,1500,5
3,-,,みお＊,1500,5
4,-,,ぎんどりⅡ,1500,5
5,-,,天音ちゃ,1500,5
6,-,,みお☆,1500,5
7,-,,夢花火,1500,5
8,-,,だいもんじ,1500,5
9,-,,金鯖立ちんぼ女子,1452,5
10,-,,きゃーのん,1437,5
11,-,,テケ子,1430,5
12,-,,banapagg,1429,5
13,-,,なんた,1420,5
14,-,,どらんぱ,1401,5
15,-,,nimucap,1401,5
16,-,,mkrain,1400,5
17,-,,らいがる,1387,5
18,-,,code,1385,5
19,-,,ぎんどり,1385,5
20,-,,Licos_More,1381,5
21,-,,灰の魔女イレイナ,1378,5
22,-,,キャノーラロイ,1375,5
23,-,,ピー,1370,5
24,-,,YUSA,1367,5
25,-,,くだもの。,1363,5
26,-,,ゆなちー！,1360,5
27,-,,ReSept,1354,5
28,-,,♪つんぬこ♪,1352,5
29,-,,ぼすごん,1352,5
30,-,,金鯖あちゃ,1352,5
31,-,,右衛門九,1339,5
32,-,,contami,1337,5
33,-,,尊師,1334,5
34,-,,まつぼっくり,1326,5
35,-,,たむ,1324,5
36,-,,きゃのーら油,1323,5
37,-,,六根清浄,1321,5
38,-,,8833,1319,5
39,-,,あいけん,1317,5
40,-,,eeke,1316,5
41,-,,パトメイド,1316,5
42,-,,もっちもち,1310,5
43,-,,餃子砲,1308,5
44,-,,のどぼとけ3ｍ,1308,5
45,-,,ドコドコヤッタゼ,1307,5
46,-,,金キャノ,1306,5
47,-,,arcsin05,1304,5
48,-,,toaimMD,1303,5
49,-,,ぶあああ,1302,5
50,-,,めん。,1302,5
