,-,職業,キャラクター,レベル,転生回数
1,-,,ELGIN,1500,5
2,-,,ヤニカス幼女,1500,5
3,-,,EternalSky,1500,5
4,-,,みか☆えりす,1500,5
5,-,,える嬢,1500,5
6,-,,背中の壺,1500,5
7,-,,よーいどーん,1500,5
8,-,,潤羽るしふぁー,1500,5
9,-,,Saphir,1500,5
10,-,,akairosignal,1500,5
11,-,,ベイムババア,1500,5
12,-,,ﾓｰﾈﾙ,1500,5
13,-,,ジェノ氏,1500,5
14,-,,襲う波,1500,5
15,-,,ふぁるけってぃあ,1500,5
16,-,,粉砕の祈り,1500,5
17,-,,しぐっぽい,1500,5
18,-,,ｺﾞｰﾙﾃﾞﾝﾐｻﾐｻ,1500,5
19,-,,レジェンド校長,1500,5
20,-,,パーマ＠,1500,5
21,-,,きんぎょ。,1500,5
22,-,,ましろ,1500,5
23,-,,アリスワンダー,1500,5
24,-,,ねるねる,1500,5
25,-,,ぷぴぃ銃,1500,5
26,-,,マヌケ,1500,5
27,-,,るるたん,1500,5
28,-,,ｳｰﾆｬｰﾙｰﾊﾟｰ,1500,5
29,-,,ねむみちゃん,1500,5
30,-,,ワイアットアープ,1500,5
31,-,,ベイムジジイ,1500,5
32,-,,きんちゃん2026,1500,5
33,-,,すなふちゃん,1500,5
34,-,,penta,1500,5
35,-,,向上箱狙いめっち,1500,5
36,-,,ヒママ,1500,5
37,-,,しろ,1500,5
38,-,,さけのいきおい！,1500,5
39,-,,むしん,1500,5
40,-,,somu,1500,5
41,-,,コロリナ,1500,5
42,-,,撃ち貫くのみ,1500,5
43,-,,ろばファイア,1500,5
44,-,,ひーひーひー,1500,5
45,-,,ちかちゃ,1500,5
46,-,,メイド渡良瀬,1500,5
47,-,,ぷっしゃー,1500,5
48,-,,tori3,1500,5
49,-,,安倍晋三,1500,5
50,-,,オタマデュクシ,1500,5
