,-,職業,キャラクター,レベル,転生回数
1,-,,ともたん333,671,15
2,-,,mttt,1826,5
3,-,,たいやきあんこ,1824,5
4,-,,ψXENOψ,1820,5
5,-,,レジェンド石橋,1818,5
6,-,,☆あおり☆,1812,5
7,-,,krisu,1811,5
8,-,,二階堂パンパース,1810,5
9,-,,ｱﾆﾘｿ,1808,5
10,-,,アリス・ワンダー,1808,5
11,-,,思いやりGDX,1803,5
12,-,,ζhaluluζ,1801,5
13,-,,ルベーグ2世,1801,5
14,-,,＊鬼鮫＊,1800,5
15,-,,ろずこ,1793,5
16,-,,うにゃDX,1790,5
17,-,,shogi,1786,5
18,-,,ハイドシークス,1782,5
19,-,,キングプー,1782,5
20,-,,ﾌｪﾘｱ,1781,5
21,-,,アバブ,1778,5
22,-,,腐敗キノコ,1774,5
23,-,,元団長さん,1773,5
24,-,,れもんψ,1772,5
25,-,,たっぷ。,1769,5
26,-,,やまCha☆,1766,5
27,-,,戦略破壊魔術兵器,1765,5
28,-,,愛泉,1762,5
29,-,,ああ播磨灘,1761,5
30,-,,errr,1761,5
31,-,,Luvric_ver0,1760,5
32,-,,nonamealcemist,1759,5
33,-,,快活ねえさん,1759,5
34,-,,ラクサスドレアン,1758,5
35,-,,Oddesy,1757,5
36,-,,marui11111,1757,5
37,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1757,5
38,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1755,5
39,-,,グライムズ01,1754,5
40,-,,☆☆うっちぃ☆☆,1753,5
41,-,,ずっさん,1752,5
42,-,,Unlimited快楽園,1750,5
43,-,,マハーデーヴィー,1748,5
44,-,,羽熊,1748,5
45,-,,†ユファ†,1746,5
46,-,,ちゃらめる,1745,5
47,-,,究ﾙ極ﾙ完ﾙ全ﾙ体,1745,5
48,-,,夜廻まるか,1744,5
49,-,,オナルドダック,1742,5
50,-,,†LightSide†,1741,5
