,-,職業,キャラクター,レベル,転生回数
1,-,,ラートム,1366,5
2,-,,かいふう。,1350,5
3,-,,penta,1184,5
4,-,,あかしょん,1131,5
5,-,,万人の死角,1113,5
6,-,,メイ,1103,5
7,-,,くろひな,1081,5
8,-,,フィリップス,1076,5
9,-,,ルフィ,1057,5
10,-,,脳筋ちゃん,1047,5
11,-,,ココ,1045,5
12,-,,ローズ・スィ,1042,5
13,-,,タカツキ・BT,1032,5
14,-,,しめじ,1028,5
15,-,,びっちょりアルケ,1023,5
16,-,,∮Moca∮,1020,5
17,-,,arccos01,1020,5
18,-,,トルトン,1019,5
19,-,,Miyavv,1014,5
20,-,,骸月,1014,5
21,-,,あすふぁ,1014,5
22,-,,Gewalt,1009,5
23,-,,氷のち炎時々雷,1008,5
24,-,,ぷーーーた,1008,5
25,-,,たまむり,1007,5
26,-,,猛々しい念獣,1007,5
27,-,,かっつん,1006,5
28,-,,柿葉,1005,5
29,-,,異界強化,1005,5
30,-,,えむはげまん,1005,5
31,-,,KapiKinMaster,1004,5
32,-,,syuGArcher,1004,5
33,-,,ﾁｮｲ悪ﾒｲﾄﾞ,1004,5
34,-,,♪つんはと♪,1004,5
35,-,,ビビンズ,1004,5
36,-,,ももこｃ,1004,5
37,-,,吉田,1002,5
38,-,,萌え萌えもり子,1001,5
39,-,,金欠,1001,5
40,-,,あるいば,1001,5
41,-,,ガルシア,1001,5
42,-,,さくらみこ,1001,5
43,-,,JunaC,1001,5
44,-,,サマージ,1001,5
45,-,,オレンジ１００％,1001,5
46,-,,あかしょむ,1001,5
47,-,,舜華終刀,1001,5
48,-,,信楽たぬき,1001,5
49,-,,LoLで生きていき,1000,5
50,-,,CHEHON,1000,5
