1位,,闘士,BomberYeahINARI,1565,5
2位,,闘士,ピアッツァ,1555,5
3位,,闘士,砂の果実,1526,5
4位,,霊術師,nero＋α,1520,5
5位,,霊術師,ゆきゅ,1510,5
6位,,霊術師,きゃぴ☆,1496,5
7位,,闘士,neon43,1479,5
8位,,霊術師,ほりれみ,1430,5
9位,,霊術師,闘ソフィ闘,1428,5
10位,,闘士,お試しください♪,1422,5
11位,,霊術師,☆ネネチャン,1421,5
12位,,霊術師,△万里花△,1417,5
13位,,霊術師,南国パンサー,1415,5
14位,,霊術師,Woｌｌim,1398,5
15位,,闘士,和泉紗霧,1387,5
16位,,闘士,＠つなまよ,1382,5
17位,,霊術師,∬vergeofdeath∬,1380,5
18位,,霊術師,iriser,1367,5
19位,,闘士,ばなな戦車,1363,5
20位,,闘士,ぽにたん,1352,3
21位,,闘士,◇妖精◇,1314,5
22位,,霊術師,超鎌子,1310,5
23位,,闘士,あいどるはっちゅ,1306,5
24位,,霊術師,はれいくいん,1288,5
25位,,闘士,MahoExp,1284,5
26位,,霊術師,加茂野理緒,1270,5
27位,,霊術師,SKサン,1266,5
28位,,闘士,GOLDHIDE．,1251,5
29位,,闘士,獣を司る死神,1250,5
30位,,霊術師,カーマは気まぐれ,1234,5
31位,,闘士,ｿﾙ・ｽﾄﾗｲﾀﾞｰ,1232,5
32位,,霊術師,ちまたん,1221,5
33位,,霊術師,ぺぺろんち,1216,5
34位,,闘士,いのししん,1215,5
35位,,霊術師,おかまこ,1214,5
36位,,霊術師,Revoked,1203,5
37位,,霊術師,リーペスト,1200,5
38位,,霊術師,ハイドーモ,1190,5
39位,,霊術師,ニョアの七番弟子,1174,5
40位,,闘士,サタジ,1169,5
41位,,霊術師,DX惡魔〆,1168,5
42位,,霊術師,物理でゴリゴリ,1162,5
43位,,霊術師,ビッグマック,1159,5
44位,,霊術師,ヴィルシーナ,1153,5
45位,,闘士,△まりか△,1140,5
46位,,霊術師,Ψ榴Ψ,1137,5
47位,,霊術師,＠つなもや,1134,5
48位,,霊術師,鎌女とか怖いだろ,1117,5
49位,,霊術師,ナベスト,1117,5
50位,,霊術師,√水の月,1104,5
51位,,闘士,ちょめや☆,1096,5
52位,,霊術師,CelesChere,1089,5
53位,,霊術師,華ちゃん☆,1082,4
54位,,霊術師,ｸﾛﾉｽﾀｼｽ,1075,5
55位,,霊術師,イヤダ佑,1075,5
56位,,霊術師,風おぼろ,1069,5
57位,,闘士,☆ネネチャン☆,1065,5
58位,,闘士,孫魯班,1065,5
59位,,霊術師,世の中現金です,1064,5
60位,,霊術師,じゃがいも先生,1063,5
61位,,霊術師,bashar10,1062,5
