,-,職業,キャラクター,レベル,転生回数
1,-,,とったん,1394,5
2,-,,ラートム,1366,5
3,-,,かいふう。,1350,5
4,-,,スペちゃん,1322,5
5,-,,離婚おじさん,1209,5
6,-,,penta,1184,5
7,-,,あほちん,1142,5
8,-,,あかしょん,1131,5
9,-,,万人の死角,1113,5
10,-,,メイ,1103,5
11,-,,くろひな,1081,5
12,-,,とりんだめあ,1080,5
13,-,,フィリップス,1076,5
14,-,,可愛い子ちゃん,1065,5
15,-,,ちいさめ,1063,5
16,-,,貧乏貴族,1063,5
17,-,,ルフィ,1057,5
18,-,,脳筋ちゃん,1047,5
19,-,,ココ,1045,5
20,-,,ローズ・スィ,1042,5
21,-,,ウーマナイザー響,1038,5
22,-,,タカツキ・BT,1032,5
23,-,,しめじ,1028,5
24,-,,パスタン,1027,5
25,-,,銭投げウーマン,1025,5
26,-,,しましまーる。,1025,5
27,-,,びっちょりアルケ,1023,5
28,-,,メタルンバ,1022,5
29,-,,∮Moca∮,1020,5
30,-,,arccos01,1020,5
31,-,,トルトン,1019,5
32,-,,ﾁｮｲ悪ｱﾁｬ,1019,5
33,-,,デパス斎藤,1018,5
34,-,,どぼんぐ,1017,5
35,-,,Miyavv,1014,5
36,-,,骸月,1014,5
37,-,,あすふぁ,1014,5
38,-,,LostMemory♪,1011,5
39,-,,逆襲のメタル,1011,5
40,-,,琥丹,1010,5
41,-,,Gewalt,1009,5
42,-,,氷のち炎時々雷,1008,5
43,-,,ぷーーーた,1008,5
44,-,,たまむり,1007,5
45,-,,猛々しい念獣,1007,5
46,-,,かっつん,1006,5
47,-,,おじたん,1006,5
48,-,,柿葉,1005,5
49,-,,金ちゃん！,1005,5
50,-,,異界強化,1005,5
