,-,職業,キャラクター,レベル,転生回数
1,-,,カジュアル,2000,5
2,-,,ラクサスドレアン,2000,5
3,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,2000,5
4,-,,ψXENOψ,2000,5
5,-,,たいやきあんこ,2000,5
6,-,,mttt,2000,5
7,-,,レジェンド石橋,2000,5
8,-,,アリス・ワンダー,2000,5
9,-,,思いやりGDX,1999,5
10,-,,krisu,1992,5
11,-,,xたまきちx,1988,5
12,-,,うにゃDX,1984,5
13,-,,marui11111,1982,5
14,-,,Oddesy,1979,5
15,-,,快活ねえさん,1974,5
16,-,,Miki_,1973,5
17,-,,蜜月抄,1970,5
18,-,,あぷりこ,1965,5
19,-,,ハイドシークス,1961,5
20,-,,＊鬼鮫＊,1960,5
21,-,,愛泉,1956,5
22,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1953,5
23,-,,ルベーグ2世,1946,5
24,-,,ﾌｪﾘｱ,1945,5
25,-,,ほしめろちゃん,1941,5
26,-,,御暇さん,1939,5
27,-,,サイバーナイト,1938,5
28,-,,アクシズ教神官,1936,5
29,-,,ウリ☆,1933,5
30,-,,ろずこ,1932,5
31,-,,猫邪,1931,5
32,-,,氷華舞い散る,1928,5
33,-,,ちよし姫,1927,5
34,-,,腐敗キノコ,1919,5
35,-,,☆☆うっちぃ☆☆,1917,5
36,-,,しらすたっぷ。,1915,5
37,-,,ああ播磨灘,1915,5
38,-,,れもんψ,1914,5
39,-,,WaterLilyFlower,1910,5
40,-,,二階堂パンパース,1910,5
41,-,,永遠の暗闇,1904,5
42,-,,黒虎ちゃん,1904,5
43,-,,ふぇの,1903,5
44,-,,☆まろむぎ☆,1903,5
45,-,,MVアグスタ,1900,5
46,-,,戦略破壊魔術兵器,1891,5
47,-,,☆キノ♪,1891,5
48,-,,むぎちゃ。,1886,5
49,-,,ΨtinariΨ,1886,5
50,-,,痛風姉さん,1886,5
