,-,職業,キャラクター,レベル,転生回数
1,-,,たいやきあんこ,1910,5
2,-,,mttt,1905,5
3,-,,ψXENOψ,1903,5
4,-,,アリス・ワンダー,1887,5
5,-,,レジェンド石橋,1869,5
6,-,,カジュアル,1865,5
7,-,,思いやりGDX,1864,5
8,-,,れもんψ,1861,5
9,-,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1858,5
10,-,,快活ねえさん,1853,5
11,-,,ラクサスドレアン,1852,5
12,-,,ﾖﾄﾞﾊﾞｼﾞﾍﾟﾀﾞﾙ,1851,5
13,-,,蜜月抄,1850,5
14,-,,krisu,1846,5
15,-,,あぷりこ,1845,5
16,-,,キングプー,1845,5
17,-,,アクシズ教神官,1845,5
18,-,,ｱﾆﾘｿ,1844,5
19,-,,☆あおり☆,1840,5
20,-,,ﾌｪﾘｱ,1838,5
21,-,,二階堂パンパース,1838,5
22,-,,ろずこ,1836,5
23,-,,xたまきちx,1836,5
24,-,,＊鬼鮫＊,1835,5
25,-,,戦略破壊魔術兵器,1835,5
26,-,,Oddesy,1835,5
27,-,,ハイドシークス,1835,5
28,-,,御暇さん,1834,5
29,-,,愛泉,1834,5
30,-,,うにゃDX,1834,5
31,-,,marui11111,1833,5
32,-,,猫邪,1833,5
33,-,,しらすたっぷ。,1831,5
34,-,,サイバーナイト,1827,5
35,-,,ζhaluluζ,1823,5
36,-,,†フィル†,1819,5
37,-,,☆キノ♪,1817,5
38,-,,Hard_A,1817,5
39,-,,ξスロウξ,1816,5
40,-,,shogi,1816,5
41,-,,あぼん☆,1815,5
42,-,,ルベーグ2世,1814,5
43,-,,ああ播磨灘,1814,5
44,-,,不動心ミノル,1813,5
45,-,,Luvric_ver0,1812,5
46,-,,ずっさん,1811,5
47,-,,アバブ,1811,5
48,-,,黒虎ちゃん,1811,5
49,-,,真ぜの,1809,5
50,-,,VR戦士,1808,5
